scene_token,log_name,candidate_count,pair_count,mean_trajectory_distance,mean_consequence_distance,nonzero_consequence_pair_ratio,unique_consequence_count,trajectory_consequence_spearman,consequence_score_difference_spearman,variance_min_actor_polygon_clearance_m,variance_min_actor_center_distance_m,variance_candidate_corridor_actor_count,variance_any_actor_collision,variance_instantaneous_min_ttc_s,variance_drivable_area_valid,variance_oncoming_lane,variance_intersection,variance_centerline_lateral_offset_m,variance_centerline_heading_error_rad,variance_route_progress_m,variance_red_light_polygon_clearance_m,variance_red_light_polygon_intersection,variance_nearest_actor_relative_x_m,variance_nearest_actor_relative_y_m
0005d2681afd597b,2021.10.01.13.28.54_veh-28_01767_01883,12,66,1.3808998809902198,0.13265358122175003,1.0,12,0.6513098841457051,0.48342909092879727,0.5004920363426208,0.419454425573349,0.0,0.0,0.4963890612125397,0.094618059694767,0.019097216427326202,0.0173611119389534,0.34331634640693665,0.0018215340096503496,2.388108491897583,0.0,0.0,2.3964908123016357,23.439743041992188
008a9f9434c75b99,2021.09.14.18.43.41_veh-45_00965_01195,12,66,0.9681376686764566,0.09705606146368129,1.0,12,0.7838638972967332,0.5475717457210237,0.4179207384586334,0.24226489663124084,0.01909722201526165,0.0,0.0,0.0755208358168602,0.0,0.0,0.2419728934764862,0.004813731648027897,0.1849551796913147,0.3197091817855835,0.0,13.14075756072998,4.67806339263916
00ba15b1edea52fd,2021.06.09.18.23.43_veh-35_02086_02333,12,66,1.8579493346241391,0.07413453461564815,1.0,12,0.45421146018160946,0.358689072121908,0.3616955876350403,0.15526574850082397,0.0,0.0,0.0,0.009548609144985676,0.0,0.046006940305233,0.12984007596969604,0.009895376861095428,0.2926477789878845,0.0,0.0,4.561559677124023,1.5172362327575684
011b69ae584655cc,2021.06.09.17.23.18_veh-38_03425_04047,12,66,1.1808622917499711,0.10144495921511282,1.0,12,0.7735935706084961,0.4688654628953137,0.39474695920944214,0.6048223972320557,0.0980902835726738,0.0,0.0,0.0,0.0,0.0,0.3554918169975281,0.002784720156341791,0.7732675075531006,0.0,0.0,0.8654031753540039,0.4513877034187317
01dcab46b55d5e8c,2021.06.09.18.23.43_veh-35_02086_02333,12,66,1.0788009298778405,0.13797918461680225,1.0,12,0.7460807848867552,0.3312633687610776,0.6812123656272888,0.6294631958007812,0.0,0.0,0.0,0.0364583283662796,0.009548608213663101,0.0,0.34930238127708435,0.0048940847627818584,0.7209752798080444,0.23577775061130524,0.0,16.107376098632812,21.621166229248047
02018657f0825d92,2021.06.09.17.23.18_veh-38_03425_04047,12,66,1.0514146489809568,0.12810278619895754,1.0,12,0.7770587621333892,0.6041022557002901,0.41848599910736084,0.6579920053482056,0.1206597238779068,0.1145833358168602,0.0,0.0,0.0,0.0190972201526165,0.3390977680683136,0.005310555920004845,1.0145955085754395,0.7534061670303345,0.0,0.78168785572052,2.8475537300109863
0213d7e6fe7b5a41,2021.09.14.18.43.41_veh-45_00965_01195,12,66,1.1167791234443387,0.0717997094427203,1.0,12,0.2840413318025259,0.41743764735304884,0.024770524352788925,0.02376711368560791,0.0,0.0,0.0,0.1085069477558136,0.0364583283662796,0.0,0.2873278558254242,0.0027855094522237778,0.6508229970932007,0.0,0.0,1.4840086698532104,2.367051124572754
025a0d1540ef5632,2021.09.14.18.43.41_veh-45_00965_01195,12,66,1.053127846027357,0.06508626893496687,1.0,12,0.49533451623003866,0.23536688036162168,0.0,0.0,0.0,0.0,0.0,0.1484375,0.0616319440305233,0.0,0.3020741641521454,0.008125602267682552,0.4614195227622986,0.0,0.0,0.0,0.0
02fe9f456dea53d0,2021.09.14.18.43.41_veh-45_00965_01195,12,66,1.1721058503769575,0.11945041707845355,1.0,12,0.3228264273040393,0.43839312704805666,0.5472805500030518,0.5568618178367615,0.0,0.0,0.0,0.1336805522441864,0.0581597238779068,0.0,0.34798696637153625,0.0026549571193754673,1.0067676305770874,0.0,0.0,7.711516380310059,7.796621322631836
03115209f49f556f,2021.06.14.16.48.02_veh-12_02412_02506,12,66,1.2990973886298334,0.1233482796619597,1.0,12,0.7678739171276485,0.3838221480012525,0.4964439868927002,0.7146733999252319,0.0503472238779068,0.0,0.07345186173915863,0.0,0.0,0.0399305559694767,0.4126271605491638,0.00339522585272789,1.9341429471969604,1.7606570720672607,0.0190972201526165,2.1379547119140625,0.5811560750007629
03c35a9388305765,2021.06.09.17.23.18_veh-38_03425_04047,12,66,1.1132139573553648,0.12148631976113289,1.0,12,0.8999686880283897,-0.0032011801488275693,0.4408304691314697,0.6795504093170166,0.01736111380159855,0.0,0.0,0.0,0.0,0.0373263880610466,0.35074383020401,0.007211669813841581,1.002038598060608,0.08744415640830994,0.0364583283662796,1.2702867984771729,0.47848689556121826
041189c9e5d955c4,2021.06.09.18.23.43_veh-35_02086_02333,12,66,1.0274627537359413,0.10874991138273926,1.0,12,0.8377622377622379,0.38073184705519314,0.5180542469024658,0.47513991594314575,0.0,0.0,0.0,0.0460069365799427,0.019097216427326202,0.046006940305233,0.27994927763938904,0.005676012020558119,0.4777277112007141,0.3933737277984619,0.0,19.85336685180664,10.868535041809082
052c497d8bbd5b96,2021.06.14.16.48.02_veh-12_02412_02506,12,66,0.9774609313829389,0.09672463320524012,1.0,12,0.7639077340569879,-0.2149462477820687,0.05264837294816971,0.05142735689878464,0.0,0.0,0.0,0.0,0.0,0.0,0.2516036033630371,0.014504462480545044,0.04246636480093002,0.0,0.0,11.513043403625488,13.290831565856934
06a29ce27b43524b,2021.06.09.17.23.18_veh-38_03425_04047,12,66,0.9625374718744867,0.10940465073450202,1.0,12,0.6235466026510804,0.3341412777623436,0.19130536913871765,0.3103393316268921,0.1258680671453476,0.0902777761220932,0.0,0.0,0.0,0.0,0.3154238760471344,0.005215020850300789,0.24948172271251678,0.0,0.0,0.47683557868003845,1.5523954629898071
07765eff350b552b,2021.10.01.13.28.54_veh-28_01767_01883,12,66,1.1743910286949353,0.16585387497858148,1.0,12,0.8646487840517694,0.2890929965556832,0.7081152200698853,0.7507330775260925,0.0,0.0,1.1068352460861206,0.0,0.01909721828997135,0.0,0.5556771755218506,0.010565917007625103,0.8727385401725769,0.0,0.0,18.678672790527344,50.6066780090332
07d24c3d7a345e80,2021.10.01.13.28.54_veh-28_01767_01883,12,66,1.362243633412532,0.13182414986431795,1.0,12,0.6448387433462061,0.4552783105680033,0.6092805862426758,0.5275574922561646,0.0,0.0,0.0,0.094618059694767,0.019097216427326202,0.0,0.35857725143432617,0.0019380752928555012,2.362344741821289,0.0,0.0,1.7106199264526367,14.46816635131836
07d71d9b5a7f5e26,2021.10.11.05.34.05_veh-50_01718_02261,12,66,1.2658879702614203,0.14436090255480652,1.0,12,0.3114288696378249,0.3890780333100532,0.8121577501296997,0.7838087677955627,0.0,0.0,0.0,0.1085069477558136,0.028645824640989304,0.0,0.36310073733329773,0.0023001544177532196,1.6291956901550293,0.0,0.0,2.2673802375793457,1.3865857124328613
09270528a5285354,2021.10.11.05.34.05_veh-50_01718_02261,12,66,1.0206483111513165,0.08834475451677132,1.0,12,0.7323035173781445,0.388164074731239,0.4251331686973572,0.4258629083633423,0.0,0.0,0.0,0.028645824640989304,0.0,0.039930559694767,0.27785953879356384,0.008101865649223328,0.4739276170730591,0.0,0.0,0.5026180148124695,0.43396246433258057
09557d67f16c58da,2021.10.11.05.34.05_veh-50_01718_02261,12,66,1.1238190519704183,0.12278822009649436,1.0,12,0.4577601502974638,0.3102567682603166,0.5707811117172241,0.6619589328765869,0.0520833358168602,0.028645824640989304,4.701803207397461,0.0850694477558136,0.009548609144985676,0.0,0.3079392910003662,0.0029993755742907524,0.831985354423523,0.8256281614303589,0.0,1.003199577331543,1.2170828580856323
099d280ec17e512c,2021.10.01.13.28.54_veh-28_01767_01883,12,66,1.0643143260937022,0.119493829450537,1.0,12,0.538879031416345,0.5399450055914637,0.7706631422042847,0.6733482480049133,0.0,0.0,0.052459463477134705,0.1510416567325592,0.0269097201526165,0.0,0.33162814378738403,0.003528626635670662,0.7839161157608032,0.0,0.0,1.885081171989441,3.592320203781128
09b85beb333e5a74,2021.06.09.18.23.43_veh-35_02086_02333,12,66,1.4441208181707441,0.11524299949004159,1.0,12,0.4667362488258011,0.42487098969107284,0.5714665651321411,0.6223458051681519,0.0442708358168602,0.0,0.008867406286299229,0.1232638880610466,0.0364583283662796,0.0407986119389534,0.3619578182697296,0.0017385391984134912,2.381221294403076,0.531044602394104,0.0,1.9058970212936401,0.6737908124923706
0a8f0a77c6355811,2021.09.14.18.43.41_veh-45_00965_01195,12,66,1.0494921265560615,0.13058124319017894,1.0,12,0.6316877152698049,0.345723641668047,0.670755922794342,0.6783441305160522,0.0,0.0,0.0,0.1284722238779068,0.0347222238779068,0.0,0.2736165523529053,0.0034875182900577784,0.6852231621742249,0.0,0.0,1.300229787826538,10.392478942871094
0c08c94580aa5b38,2021.06.14.16.48.02_veh-12_02412_02506,12,66,0.9356418286404571,0.09328881393222789,1.0,12,0.7401523849285044,,0.17107005417346954,0.11430215835571289,0.0,0.0,0.013534980826079845,0.0,0.0,0.0,0.25765353441238403,0.008204628713428974,0.12333253026008606,0.0,0.0,12.167200088500977,12.869132995605469
0c6f8baa2977524f,2021.09.14.18.43.41_veh-45_00965_01195,12,66,1.093896010376528,0.1563242340390991,1.0,12,0.8161778519987476,0.4333368124412901,0.8005771040916443,0.6749096512794495,0.0,0.0,3.839679718017578,0.0,0.0625,0.0,0.8074156045913696,0.013972648419439793,0.39308515191078186,0.0,0.0,1.589245080947876,3.157423973083496
0c7c6ed779fc52b7,2021.09.14.18.43.41_veh-45_00965_01195,12,66,1.1825183112161701,0.11547306618187346,1.0,12,0.48230873604007946,0.45768359502409384,0.5942553877830505,0.6553035378456116,0.0,0.0,0.0,0.1571180522441864,0.0677083358168602,0.0,0.32991525530815125,0.002470863051712513,1.323529839515686,0.8043032884597778,0.0,4.253167152404785,0.745080828666687
0d0f04b424665129,2021.06.09.17.23.18_veh-38_03425_04047,12,66,1.1194505766771412,0.11291956225676181,1.0,12,0.5797515916918903,0.523476003679094,0.708585798740387,0.6327530145645142,0.0,0.0,0.0,0.1232638880610466,0.0269097201526165,0.0,0.2905413806438446,0.003033967688679695,0.6975400447845459,0.7467513680458069,0.0,4.42663049697876,1.074664831161499
0d7a0fd77b60538a,2021.06.09.17.23.18_veh-38_03425_04047,12,66,1.0568398511752397,0.11384393722525117,1.0,12,0.7670389312180359,0.603508458194795,0.24181322753429413,0.2044847160577774,0.046875,0.0581597238779068,3.739938259124756,0.0,0.0,0.0,0.3248346447944641,0.014025608077645302,0.26505881547927856,0.27908337116241455,0.0,3.204389810562134,2.632699489593506
0d7bbb4da297553e,2021.06.09.17.23.18_veh-38_03425_04047,12,66,1.118363458452255,0.1411662109744418,1.0,12,0.6379083602964201,0.24174773818554116,0.604421079158783,0.4728772044181824,0.0,0.0,0.0,0.1701388955116272,0.078993059694767,0.0,0.2978743612766266,0.0029864192474633455,0.6195493340492249,0.0,0.0,29.411441802978516,6.041443347930908
0dd21c9f24745116,2021.10.11.05.34.05_veh-50_01718_02261,12,66,1.0248873597754962,0.12274812350498245,1.0,12,0.5802943325331387,0.21856957106543554,0.5461516976356506,0.5202305912971497,0.0173611119389534,0.009548608213663101,5.460309982299805,0.078993059694767,0.0,0.0,0.2921236753463745,0.0030760045628994703,0.5266768336296082,0.5252801775932312,0.0,21.00886344909668,1.4697332382202148
0e34dec4d79c5bac,2021.06.09.17.23.18_veh-38_03425_04047,12,66,1.0456744179408164,0.10108637588929041,1.0,12,0.6678843544515188,0.43020561528024226,0.34613996744155884,0.40403395891189575,0.1059027835726738,0.0442708320915699,0.0,0.0,0.0,0.0,0.3270776867866516,0.003814012510702014,0.3732190728187561,0.0,0.0,0.4903866648674011,0.38291090726852417
