model,fold,epoch,monitor_delta,monitor_raw,monitor_total,train_delta,train_raw,train_total,best_epoch
mlp_delta,0,27,0.959318220615387,0.7035911083221436,1.6629092693328857,0.8495593070983887,0.6660413146018982,1.5156006813049316,44
mlp_delta,0,28,0.9689897298812866,0.6963030099868774,1.665292739868164,0.8485220670700073,0.6560553312301636,1.504577398300171,44
mlp_delta,0,29,0.9777857065200806,0.6898124814033508,1.6675982475280762,0.8471558094024658,0.6468607783317566,1.4940166473388672,44
mlp_delta,0,30,0.9854452610015869,0.6840506792068481,1.669495940208435,0.8453307747840881,0.6384268403053284,1.4837576150894165,44
mlp_delta,0,31,0.9919129610061646,0.6788682341575623,1.670781135559082,0.842980682849884,0.6306741237640381,1.4736547470092773,44
mlp_delta,0,32,0.9972670078277588,0.6740699410438538,1.6713368892669678,0.8401225209236145,0.6234959363937378,1.463618516921997,44
mlp_delta,0,33,1.0016196966171265,0.6694607734680176,1.671080470085144,0.8368479013442993,0.6167814135551453,1.4536292552947998,44
mlp_delta,0,34,1.0050466060638428,0.6648887395858765,1.6699353456497192,0.8332962393760681,0.6104334592819214,1.4437296390533447,44
mlp_delta,0,35,1.007568120956421,0.660274088382721,1.667842149734497,0.8296193480491638,0.6043784618377686,1.4339978694915771,44
mlp_delta,0,36,1.0091807842254639,0.6556147933006287,1.6647956371307373,0.8259423971176147,0.5985658764839172,1.4245083332061768,44
mlp_delta,0,37,1.0099116563796997,0.6509734392166138,1.6608850955963135,0.822331428527832,0.592961311340332,1.415292739868164,44
mlp_delta,0,38,1.0098841190338135,0.6464467644691467,1.6563308238983154,0.8187809586524963,0.5875369310379028,1.406317949295044,44
mlp_delta,0,39,1.0093694925308228,0.6421324610710144,1.6515018939971924,0.8152333498001099,0.5822643637657166,1.3974976539611816,44
mlp_delta,0,40,1.0087745189666748,0.638099193572998,1.6468737125396729,0.8116299510002136,0.5771116614341736,1.3887416124343872,44
mlp_delta,0,41,1.008560061454773,0.6343721747398376,1.6429321765899658,0.8079644441604614,0.5720449686050415,1.380009412765503,44
mlp_delta,0,42,1.0091208219528198,0.6309348940849304,1.6400556564331055,0.8042932748794556,0.5670323371887207,1.3713256120681763,44
mlp_delta,0,43,1.0106852054595947,0.6277422308921814,1.638427495956421,0.8006893396377563,0.5620464086532593,1.3627357482910156,44
mlp_delta,0,44,1.0132803916931152,0.6247390508651733,1.6380194425582886,0.7971752285957336,0.5570664405822754,1.3542416095733643,44
mlp_delta,0,45,1.0167863368988037,0.6218774914741516,1.6386637687683105,0.793691873550415,0.5520792603492737,1.345771074295044,44
mlp_delta,0,46,1.021032691001892,0.6191257834434509,1.6401584148406982,0.7901346683502197,0.5470806360244751,1.3372153043746948,44
mlp_delta,0,47,1.0258814096450806,0.6164664626121521,1.642347812652588,0.786429226398468,0.5420752763748169,1.3285045623779297,44
mlp_delta,0,48,1.0312347412109375,0.6138824224472046,1.645117163658142,0.7825914025306702,0.5370742678642273,1.3196656703948975,44
mlp_delta,0,49,1.0369867086410522,0.6113330125808716,1.6483197212219238,0.7787209153175354,0.532089352607727,1.3108103275299072,44
mlp_delta,0,50,1.0429704189300537,0.6087338924407959,1.6517043113708496,0.7749237418174744,0.5271283388137817,1.3020520210266113,44
mlp_delta,0,51,1.0489909648895264,0.6059525609016418,1.6549434661865234,0.7712119221687317,0.5221929550170898,1.2934048175811768,44
mlp_delta,0,52,1.0549532175064087,0.6028302907943726,1.6577835083007812,0.7674671411514282,0.5172793865203857,1.284746527671814,44
mlp_delta,0,53,1.060960054397583,0.5992254018783569,1.66018545627594,0.7635290026664734,0.5123791098594666,1.27590811252594,44
mlp_delta,0,54,1.0672494173049927,0.5950600504875183,1.6623094081878662,0.7593427896499634,0.5074800252914429,1.2668228149414062,44
mlp_delta,0,55,1.0740211009979248,0.5903471112251282,1.6643681526184082,0.7549981474876404,0.502568781375885,1.2575669288635254,44
mlp_delta,0,56,1.0813230276107788,0.5851877927780151,1.666510820388794,0.7506185173988342,0.49763306975364685,1.2482515573501587,44
mlp_delta,0,57,1.0890700817108154,0.57973712682724,1.6688072681427002,0.7462481260299683,0.4926621913909912,1.2389103174209595,44
mlp_delta,0,58,1.0971102714538574,0.5741548538208008,1.6712651252746582,0.7418663501739502,0.4876450002193451,1.2295113801956177,44
mlp_delta,0,59,1.105241060256958,0.5685632228851318,1.6738042831420898,0.7374707460403442,0.4825698435306549,1.2200405597686768,44
mlp_delta,0,60,1.1132478713989258,0.5630378127098083,1.676285743713379,0.7330921292304993,0.47742927074432373,1.2105214595794678,44
mlp_delta,0,61,1.121127963066101,0.5576297044754028,1.678757667541504,0.728726327419281,0.4722272455692291,1.2009536027908325,44
mlp_delta,0,62,1.1292825937271118,0.5523931384086609,1.681675672531128,0.7243165373802185,0.4669804573059082,1.1912970542907715,44
mlp_delta,0,63,1.138258457183838,0.5473877191543579,1.6856461763381958,0.7198312282562256,0.46171092987060547,1.181542158126831,44
mlp_delta,0,64,1.1482129096984863,0.5426484942436218,1.690861463546753,0.7152982950210571,0.4564354121685028,1.1717337369918823,44
mlp_delta,1,0,29.89430809020996,10.24874210357666,40.14305114746094,4.892587184906006,1.0315245389938354,5.924111843109131,53
mlp_delta,1,1,28.998931884765625,10.23117446899414,39.230106353759766,1.9541476964950562,1.012597918510437,2.966745615005493,53
mlp_delta,1,2,28.711475372314453,10.208484649658203,38.919960021972656,1.2222518920898438,0.9933944940567017,2.215646266937256,53
mlp_delta,1,3,28.599885940551758,10.183548927307129,38.7834358215332,1.014731526374817,0.970059871673584,1.9847913980484009,53
mlp_delta,1,4,28.5482177734375,10.15928840637207,38.70750427246094,0.9389208555221558,0.9465495944023132,1.8854703903198242,53
mlp_delta,1,5,28.520816802978516,10.137219429016113,38.65803527832031,0.9050794243812561,0.9251618981361389,1.830241322517395,53
mlp_delta,1,6,28.504709243774414,10.118077278137207,38.62278747558594,0.8875472545623779,0.906825065612793,1.794372320175171,53
mlp_delta,1,7,28.494447708129883,10.102133750915527,38.596580505371094,0.8773656487464905,0.8916760683059692,1.7690417766571045,53
mlp_delta,1,8,28.48748207092285,10.089254379272461,38.57673645019531,0.8708763718605042,0.8794026970863342,1.7502790689468384,53
mlp_delta,1,9,28.482498168945312,10.078973770141602,38.56147003173828,0.8663907647132874,0.8694855570793152,1.7358763217926025,53
mlp_delta,1,10,28.478778839111328,10.070676803588867,38.54945373535156,0.8630509972572327,0.8613554239273071,1.7244064807891846,53
mlp_delta,1,11,28.475910186767578,10.063743591308594,38.53965377807617,0.8603861331939697,0.854476809501648,1.7148629426956177,53
mlp_delta,1,12,28.473628997802734,10.057600975036621,38.53123092651367,0.8581207394599915,0.8483824729919434,1.70650315284729,53
mlp_delta,1,13,28.471778869628906,10.051726341247559,38.52350616455078,0.856085479259491,0.8426823019981384,1.6987677812576294,53
mlp_delta,1,14,28.470256805419922,10.045641899108887,38.515899658203125,0.8541717529296875,0.8370610475540161,1.6912328004837036,53
mlp_delta,1,15,28.4689884185791,10.038920402526855,38.50790786743164,0.8523077368736267,0.8312728404998779,1.6835806369781494,53
mlp_delta,1,16,28.46794891357422,10.031189918518066,38.49913787841797,0.8504453301429749,0.8251316547393799,1.67557692527771,53
mlp_delta,1,17,28.467121124267578,10.0221586227417,38.489280700683594,0.8485530018806458,0.8184986710548401,1.6670516729354858,53
mlp_delta,1,18,28.466503143310547,10.011641502380371,38.478145599365234,0.8466119170188904,0.8112707138061523,1.6578826904296875,53
mlp_delta,1,19,28.46611785888672,9.999556541442871,38.465675354003906,0.8446149826049805,0.8033717274665833,1.647986650466919,53
mlp_delta,1,20,28.465999603271484,9.985926628112793,38.451927185058594,0.8425663709640503,0.7947505116462708,1.6373169422149658,53
mlp_delta,1,21,28.4661922454834,9.97086238861084,38.43705368041992,0.8404832482337952,0.785381555557251,1.6258647441864014,53
mlp_delta,1,22,28.466766357421875,9.954553604125977,38.42131805419922,0.838397204875946,0.7752675414085388,1.6136647462844849,53
mlp_delta,1,23,28.467792510986328,9.937255859375,38.40504837036133,0.836355447769165,0.7644458413124084,1.6008012294769287,53
mlp_delta,1,24,28.469362258911133,9.919290542602539,38.38865280151367,0.8344203233718872,0.7529935240745544,1.5874137878417969,53
mlp_delta,1,25,28.471553802490234,9.901017189025879,38.3725700378418,0.8326639533042908,0.7410334348678589,1.5736973285675049,53
mlp_delta,1,26,28.47442626953125,9.882827758789062,38.35725402832031,0.8311571478843689,0.728736162185669,1.5598933696746826,53
mlp_delta,1,27,28.477991104125977,9.86510944366455,38.343101501464844,0.8299476504325867,0.7163148522377014,1.546262502670288,53
mlp_delta,1,28,28.482192993164062,9.848226547241211,38.330421447753906,0.8290312886238098,0.7040122151374817,1.5330435037612915,53
mlp_delta,1,29,28.486879348754883,9.83249568939209,38.319374084472656,0.8283217549324036,0.6920778751373291,1.520399570465088,53
mlp_delta,1,30,28.49186134338379,9.818161964416504,38.31002426147461,0.8276389837265015,0.6807366013526917,1.508375644683838,53
mlp_delta,1,31,28.49690055847168,9.805384635925293,38.302284240722656,0.8267377018928528,0.6701569557189941,1.4968945980072021,53
mlp_delta,1,32,28.501800537109375,9.794201850891113,38.29600143432617,0.8253845572471619,0.6604259610176086,1.4858105182647705,53
mlp_delta,1,33,28.506437301635742,9.784547805786133,38.290985107421875,0.8234503865242004,0.6515408158302307,1.4749912023544312,53
mlp_delta,1,34,28.510709762573242,9.776260375976562,38.28697204589844,0.8209569454193115,0.6434205174446106,1.4643774032592773,53
mlp_delta,1,35,28.514537811279297,9.769121170043945,38.283660888671875,0.8180333971977234,0.635934591293335,1.4539680480957031,53
mlp_delta,1,36,28.51787567138672,9.762897491455078,38.2807731628418,0.8148153424263,0.6289405226707458,1.443755865097046,53
mlp_delta,1,37,28.5207576751709,9.757381439208984,38.27813720703125,0.811369776725769,0.6223176121711731,1.433687448501587,53
mlp_delta,1,38,28.52334213256836,9.752398490905762,38.27574157714844,0.8077083230018616,0.6159865856170654,1.4236948490142822,53
mlp_delta,1,39,28.525850296020508,9.747781753540039,38.27363204956055,0.803864061832428,0.6099070310592651,1.413771152496338,53
mlp_delta,1,40,28.528465270996094,9.743358612060547,38.27182388305664,0.7999395728111267,0.6040560007095337,1.4039955139160156,53
mlp_delta,1,41,28.53133201599121,9.738931655883789,38.270263671875,0.7960737943649292,0.5984027981758118,1.3944766521453857,53
mlp_delta,1,42,28.534622192382812,9.734297752380371,38.2689208984375,0.7923843264579773,0.5928953886032104,1.385279655456543,53
mlp_delta,1,43,28.538555145263672,9.729300498962402,38.26785659790039,0.7889401912689209,0.5874694585800171,1.376409649848938,53
mlp_delta,1,44,28.543310165405273,9.723855018615723,38.26716613769531,0.7857527732849121,0.5820708274841309,1.367823600769043,53
mlp_delta,1,45,28.548885345458984,9.717952728271484,38.26683807373047,0.782761812210083,0.576671838760376,1.359433650970459,53
mlp_delta,1,46,28.555065155029297,9.71164608001709,38.2667121887207,0.7798395156860352,0.5712671875953674,1.3511066436767578,53
mlp_delta,1,47,28.561555862426758,9.70500659942627,38.266563415527344,0.7768471837043762,0.5658565759658813,1.3427038192749023,53
mlp_delta,1,48,28.56819725036621,9.69811725616455,38.26631546020508,0.7737239003181458,0.5604304671287537,1.3341543674468994,53
mlp_delta,1,49,28.574962615966797,9.691076278686523,38.26603698730469,0.7705090045928955,0.5549763441085815,1.325485348701477,53
mlp_delta,1,50,28.58177375793457,9.683984756469727,38.2657585144043,0.767244815826416,0.5494987964630127,1.3167436122894287,53
mlp_delta,1,51,28.58847427368164,9.67692756652832,38.265403747558594,0.7638849020004272,0.5440284609794617,1.3079133033752441,53
mlp_delta,1,52,28.594993591308594,9.66995906829834,38.26495361328125,0.7603657245635986,0.538605272769928,1.2989709377288818,53
mlp_delta,1,53,28.601490020751953,9.663110733032227,38.26460266113281,0.7567412257194519,0.5332491993904114,1.2899904251098633,53
mlp_delta,1,54,28.60824203491211,9.656435012817383,38.264678955078125,0.7531446218490601,0.5279446840286255,1.2810893058776855,53
mlp_delta,1,55,28.61547088623047,9.650005340576172,38.26547622680664,0.7496248483657837,0.5226525068283081,1.2722773551940918,53
mlp_delta,1,56,28.623266220092773,9.643898010253906,38.26716613769531,0.7461292743682861,0.5173290371894836,1.263458251953125,53
mlp_delta,1,57,28.631614685058594,9.638144493103027,38.26976013183594,0.7426260113716125,0.5119346380233765,1.2545607089996338,53
mlp_delta,1,58,28.640466690063477,9.632728576660156,38.273193359375,0.7391003370285034,0.5064358115196228,1.2455360889434814,53
mlp_delta,1,59,28.64979362487793,9.62759780883789,38.27738952636719,0.7355062961578369,0.5008218288421631,1.236328125,53
mlp_delta,1,60,28.65938949584961,9.622668266296387,38.28205871582031,0.7318493127822876,0.4951206147670746,1.2269699573516846,53
mlp_delta,1,61,28.66879653930664,9.617825508117676,38.28662109375,0.7281532287597656,0.48938432335853577,1.217537522315979,53
mlp_delta,1,62,28.677715301513672,9.612951278686523,38.29066467285156,0.7243396043777466,0.48364531993865967,1.2079849243164062,53
mlp_delta,1,63,28.686277389526367,9.607995986938477,38.294273376464844,0.7204037308692932,0.4778948724269867,1.1982985734939575,53
mlp_delta,1,64,28.694698333740234,9.603048324584961,38.29774475097656,0.7164881229400635,0.47210493683815,1.1885930299758911,53
mlp_delta,1,65,28.703060150146484,9.598287582397461,38.30134582519531,0.712591826915741,0.4662671983242035,1.178858995437622,53
mlp_delta,1,66,28.71133804321289,9.593852996826172,38.30519104003906,0.7085931301116943,0.4604039788246155,1.168997049331665,53
mlp_delta,1,67,28.719547271728516,9.589717864990234,38.30926513671875,0.7044652104377747,0.4545360207557678,1.1590012311935425,53
mlp_delta,1,68,28.728052139282227,9.58572769165039,38.31378173828125,0.7003055214881897,0.4486614465713501,1.1489670276641846,53
mlp_delta,1,69,28.737226486206055,9.581722259521484,38.318946838378906,0.6962176561355591,0.44277143478393555,1.1389890909194946,53
mlp_delta,1,70,28.747159957885742,9.577656745910645,38.3248176574707,0.6920621395111084,0.43686023354530334,1.1289223432540894,53
mlp_delta,1,71,28.75747299194336,9.573602676391602,38.331077575683594,0.6877992749214172,0.43092814087867737,1.118727445602417,53
mlp_delta,1,72,28.767696380615234,9.569626808166504,38.33732223510742,0.6835432648658752,0.4249856173992157,1.1085288524627686,53
mlp_delta,1,73,28.77808380126953,9.565678596496582,38.3437614440918,0.67927086353302,0.41904833912849426,1.098319172859192,53
mlp_delta,2,0,2.9708969593048096,1.1089153289794922,4.079812049865723,4.3577165603637695,1.0215519666671753,5.379268646240234,34
mlp_delta,2,1,2.195507049560547,1.0864278078079224,3.2819347381591797,1.8455195426940918,0.999616801738739,2.8451364040374756,34
mlp_delta,2,2,1.9379743337631226,1.0619158744812012,2.9998903274536133,1.2080894708633423,0.9773772358894348,2.185466766357422,34
mlp_delta,2,3,1.8347681760787964,1.0383360385894775,2.8731040954589844,1.0234341621398926,0.9538177847862244,1.9772520065307617,34
mlp_delta,2,4,1.7858892679214478,1.0172359943389893,2.8031253814697266,0.9550087451934814,0.9313532710075378,1.886362075805664,34
mlp_delta,2,5,1.7595303058624268,0.9992299675941467,2.7587602138519287,0.9240438342094421,0.9113457798957825,1.8353896141052246,34
mlp_delta,2,6,1.7438005208969116,0.9843308329582214,2.7281312942504883,0.907794713973999,0.8943132162094116,1.8021079301834106,34
mlp_delta,2,7,1.7336136102676392,0.9722245335578918,2.705838203430176,0.8982411026954651,0.8801929354667664,1.7784340381622314,34
mlp_delta,2,8,1.726546049118042,0.9624494910240173,2.688995599746704,0.8920742273330688,0.8685970306396484,1.7606712579727173,34
mlp_delta,2,9,1.7213400602340698,0.9544932246208191,2.675833225250244,0.8877533674240112,0.8589946627616882,1.7467479705810547,34
mlp_delta,2,10,1.7172987461090088,0.94785475730896,2.6651535034179688,0.8844903707504272,0.8508210182189941,1.7353113889694214,34
mlp_delta,2,11,1.7140164375305176,0.9420881867408752,2.656104564666748,0.881851315498352,0.8435565233230591,1.7254078388214111,34
mlp_delta,2,12,1.711249589920044,0.9368205666542053,2.6480700969696045,0.8795827031135559,0.8367694020271301,1.716352105140686,34
mlp_delta,2,13,1.708849549293518,0.9317507147789001,2.6406002044677734,0.8775292038917542,0.8301209807395935,1.7076501846313477,34
mlp_delta,2,14,1.7067269086837769,0.9266389012336731,2.6333658695220947,0.8755929470062256,0.8233484029769897,1.6989413499832153,34
mlp_delta,2,15,1.704834222793579,0.9212963581085205,2.6261305809020996,0.8737114071846008,0.8162440061569214,1.689955472946167,34
mlp_delta,2,16,1.7031528949737549,0.915582001209259,2.618734836578369,0.8718458414077759,0.8086439371109009,1.6804897785186768,34
mlp_delta,2,17,1.7016894817352295,0.9094020128250122,2.6110916137695312,0.8699755072593689,0.8004236817359924,1.6703991889953613,34
mlp_delta,2,18,1.7004715204238892,0.9027121663093567,2.6031837463378906,0.8680952787399292,0.7915025353431702,1.6595978736877441,34
mlp_delta,2,19,1.6995480060577393,0.8955138325691223,2.595061779022217,0.866214394569397,0.7818484306335449,1.648062825202942,34
mlp_delta,2,20,1.698988914489746,0.8878504633903503,2.586839437484741,0.8643574118614197,0.7714786529541016,1.635836124420166,34
mlp_delta,2,21,1.698883295059204,0.8798016309738159,2.5786848068237305,0.8625629544258118,0.760459303855896,1.6230223178863525,34
mlp_delta,2,22,1.699334740638733,0.8714784383773804,2.5708131790161133,0.8608815670013428,0.7489027380943298,1.6097843647003174,34
mlp_delta,2,23,1.7004526853561401,0.8630180954933167,2.5634708404541016,0.8593683242797852,0.7369644045829773,1.5963327884674072,34
mlp_delta,2,24,1.7023314237594604,0.8545764684677124,2.556907892227173,0.8580676913261414,0.7248358130455017,1.582903504371643,34
mlp_delta,2,25,1.7050226926803589,0.8463184833526611,2.5513410568237305,0.8569919466972351,0.7127322554588318,1.569724202156067,34
mlp_delta,2,26,1.7085039615631104,0.8384034633636475,2.546907424926758,0.8560935854911804,0.7008745670318604,1.5569682121276855,34
mlp_delta,2,27,1.7126563787460327,0.8309670686721802,2.543623447418213,0.8552460074424744,0.6894651055335999,1.5447111129760742,34
mlp_delta,2,28,1.7172776460647583,0.8241034150123596,2.5413811206817627,0.8542503714561462,0.6786632537841797,1.5329136848449707,34
mlp_delta,2,29,1.7221252918243408,0.8178505897521973,2.539975881576538,0.852887749671936,0.6685652136802673,1.5214529037475586,34
mlp_delta,2,30,1.72698175907135,0.8121885657310486,2.539170265197754,0.8510062098503113,0.6591945886611938,1.5102007389068604,34
mlp_delta,2,31,1.7316972017288208,0.8070487380027771,2.538745880126953,0.84859699010849,0.650506854057312,1.4991037845611572,34
mlp_delta,2,32,1.7361990213394165,0.8023355007171631,2.538534641265869,0.8457956910133362,0.6424065828323364,1.4882023334503174,34
mlp_delta,2,33,1.7404781579971313,0.7979528903961182,2.538431167602539,0.8427854180335999,0.6347740888595581,1.4775595664978027,34
mlp_delta,2,34,1.7445902824401855,0.7938307523727417,2.538421154022217,0.8396709561347961,0.6274945139884949,1.467165470123291,34
mlp_delta,2,35,1.7486766576766968,0.7899400591850281,2.53861665725708,0.8364356756210327,0.6204851269721985,1.456920862197876,34
mlp_delta,2,36,1.7529633045196533,0.7862928509712219,2.5392560958862305,0.8330207467079163,0.6137109398841858,1.446731686592102,34
mlp_delta,2,37,1.7577030658721924,0.7829219698905945,2.5406250953674316,0.8294343948364258,0.6071822047233582,1.4366166591644287,34
mlp_delta,2,38,1.76308274269104,0.7798519134521484,2.5429346561431885,0.8257615566253662,0.6009337306022644,1.4266953468322754,34
mlp_delta,2,39,1.7691786289215088,0.7770760655403137,2.5462546348571777,0.8220831155776978,0.5949935913085938,1.4170767068862915,34
mlp_delta,2,40,1.7759708166122437,0.7745516896247864,2.550522565841675,0.8184294104576111,0.5893602967262268,1.407789707183838,34
mlp_delta,2,41,1.7833616733551025,0.7722111940383911,2.555572986602783,0.8148155212402344,0.5839957594871521,1.3988113403320312,34
mlp_delta,2,42,1.7911603450775146,0.7699798345565796,2.5611400604248047,0.8112758994102478,0.5788345336914062,1.3901104927062988,34
mlp_delta,2,43,1.7991018295288086,0.7677916288375854,2.5668935775756836,0.8078213930130005,0.5738000869750977,1.3816214799880981,34
mlp_delta,2,44,1.8069536685943604,0.765599250793457,2.5725529193878174,0.8043810129165649,0.5688215494155884,1.3732025623321533,34
mlp_delta,2,45,1.81462562084198,0.7633777856826782,2.578003406524658,0.8008416891098022,0.563848078250885,1.364689826965332,34
mlp_delta,2,46,1.8221619129180908,0.7611239552497864,2.5832858085632324,0.7971456050872803,0.5588557124137878,1.356001377105713,34
mlp_delta,2,47,1.8296873569488525,0.7588516473770142,2.5885391235351562,0.7933117747306824,0.5538424849510193,1.3471542596817017,34
mlp_delta,2,48,1.83747136592865,0.7565935254096985,2.594064950942993,0.7893781661987305,0.5488141775131226,1.338192343711853,34
mlp_delta,2,49,1.846052646636963,0.7544026374816895,2.6004552841186523,0.7853862047195435,0.5437734127044678,1.3291596174240112,34
mlp_delta,2,50,1.856113076210022,0.752339243888855,2.608452320098877,0.7814173102378845,0.5387183427810669,1.3201355934143066,34
mlp_delta,2,51,1.8680752515792847,0.7504375576972961,2.6185128688812256,0.7775347828865051,0.5336440205574036,1.3111788034439087,34
mlp_delta,2,52,1.8818279504776,0.748669445514679,2.630497455596924,0.7736660242080688,0.5285384058952332,1.3022043704986572,34
mlp_delta,2,53,1.896708369255066,0.746932864189148,2.643641233444214,0.7696782350540161,0.5233796834945679,1.293057918548584,34
mlp_delta,2,54,1.9115188121795654,0.7450733780860901,2.6565921306610107,0.7655761241912842,0.5181419253349304,1.2837181091308594,34
mlp_delta,3,0,2.303175926208496,0.9111025929450989,3.21427845954895,4.105513572692871,1.0211436748504639,5.126657485961914,36
mlp_delta,3,1,1.6826353073120117,0.8862913250923157,2.5689265727996826,1.7263236045837402,1.0047979354858398,2.73112154006958,36
mlp_delta,3,2,1.4831138849258423,0.8575400710105896,2.340653896331787,1.1615382432937622,0.9816931486129761,2.1432313919067383,36
mlp_delta,3,3,1.4033335447311401,0.8305732607841492,2.2339067459106445,0.9986191987991333,0.9549185037612915,1.9535377025604248,36
mlp_delta,3,4,1.365460753440857,0.8074982166290283,2.1729588508605957,0.9372245669364929,0.9293230175971985,1.8665475845336914,36
mlp_delta,3,5,1.345103144645691,0.7887436151504517,2.1338467597961426,0.9090304374694824,0.9070764183998108,1.8161067962646484,36
mlp_delta,3,6,1.3331079483032227,0.7738938927650452,2.107001781463623,0.8940971493721008,0.8887825608253479,1.7828797101974487,36
mlp_delta,3,7,1.3255245685577393,0.7621811032295227,2.087705612182617,0.8852715492248535,0.8741832971572876,1.7594548463821411,36
mlp_delta,3,8,1.3204551935195923,0.7527724504470825,2.073227643966675,0.8795550465583801,0.8626288771629333,1.7421839237213135,36
mlp_delta,3,9,1.3169057369232178,0.7449032664299011,2.0618090629577637,0.875532329082489,0.853361189365387,1.728893518447876,36
mlp_delta,3,10,1.314320683479309,0.737912118434906,2.0522327423095703,0.8724727034568787,0.8456553816795349,1.7181280851364136,36
mlp_delta,3,11,1.3123728036880493,0.7312517762184143,2.0436246395111084,0.8699712157249451,0.8388723134994507,1.708843469619751,36
mlp_delta,3,12,1.3108633756637573,0.7244963645935059,2.0353598594665527,0.8677921295166016,0.832473874092102,1.7002660036087036,36
mlp_delta,3,13,1.3096697330474854,0.7173412442207336,2.027010917663574,0.8657938838005066,0.826032817363739,1.6918267011642456,36
mlp_delta,3,14,1.3087184429168701,0.7095866799354553,2.0183050632476807,0.8638913631439209,0.8192302584648132,1.683121681213379,36
mlp_delta,3,15,1.3079700469970703,0.7011172771453857,2.009087324142456,0.8620361685752869,0.8118418455123901,1.6738779544830322,36
mlp_delta,3,16,1.3074111938476562,0.6918846964836121,1.999295949935913,0.860206127166748,0.8037173748016357,1.6639235019683838,36
mlp_delta,3,17,1.3070498704910278,0.6818960905075073,1.9889459609985352,0.8584001660346985,0.7947667837142944,1.6531670093536377,36
mlp_delta,3,18,1.306914210319519,0.6712082624435425,1.9781224727630615,0.8566352128982544,0.7849515676498413,1.6415867805480957,36
mlp_delta,3,19,1.307050108909607,0.6599239110946655,1.9669740200042725,0.8549432158470154,0.7742815613746643,1.6292247772216797,36
