token,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,pdm_score,valid,log_name,frame_type,start_time,endpoint_x,endpoint_y,start_point_x,start_point_y,two_frame_extended_comfort,effective_metric_weights,score
015173513fc25684,1.0,1.0,1.0,1.0,0.8378356780900247,1.0,1.0,1.0,0.9420841707464375,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422032.4992988,365651.32118172286,143859.81309207805,365629.4034714551,143846.10450665044,0.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.8243236494031327
0265d0c659745deb,1.0,1.0,1.0,1.0,0.8376966931485377,1.0,1.0,1.0,0.9420345332673349,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422026.0001838,365616.36131512054,143849.53668095736,365588.7602171805,143858.03735849416,,"[5.0, 5.0, 2.0, 2.0, 0.0]",0.9420345332673349
027d63f008ba518b,1.0,1.0,1.0,1.0,0.9544015577154753,1.0,1.0,1.0,0.9837148420412412,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422021.499794,365586.0658009452,143858.4327208862,365576.6815928257,143872.51459508037,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.985750486786086
04d3c2f7702750b6,1.0,1.0,1.0,1.0,0.7425863147606271,1.0,1.0,1.0,0.9080665409859383,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422117.999785,365569.0282760199,144004.6337523395,365577.0600780823,143991.53755302884,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.919558223362696
066d174c1ee2516a,1.0,1.0,1.0,1.0,0.7252684628336883,1.0,1.0,1.0,0.9018815938691744,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422116.000133,365571.23315660516,143995.8608780658,365581.2855986115,143990.6933313977,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9141463946355276
077e1ef7a2dd526e,1.0,1.0,1.0,1.0,0.6696551559459423,1.0,1.0,1.0,0.8820196985521223,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422008.499812,365575.9167589962,143889.69955356364,365575.2683441398,143909.38167504853,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.896767236233107
079dad1bf4aa53ff,1.0,1.0,1.0,1.0,0.7134033309216131,1.0,1.0,1.0,0.897644046757719,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422115.499861,365572.22613728704,143994.42340252,365581.9032407006,143990.64424624,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9104385409130041
0965ca8d343855bd,1.0,1.0,1.0,1.0,0.67289639427996,1.0,1.0,1.0,0.7403201408142713,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422081.999625,365686.60129395704,143945.73283944046,365687.1242497786,143937.59473644206,,"[5.0, 5.0, 2.0, 2.0, 0.0]",0.8831772836714142
0dbe21f7e02a578a,1.0,1.0,1.0,1.0,0.7357539721727271,1.0,1.0,1.0,0.9056264186331168,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422117.4999719,365569.3780204276,144002.22187302564,365578.4074340578,143991.1302716422,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9174231163039772
0e3398e6271350b4,1.0,1.0,1.0,1.0,0.7197329858001273,1.0,1.0,1.0,0.8999046377857598,True,2021.10.05.08.11.15_veh-50_00437_00585,0,1633422084.000475,365683.9020750098,143952.33711246934,365687.0941398415,143940.9382201902,1.0,"[5.0, 5.0, 2.0, 2.0, 2.0]",0.9124165580625399
