action_gap,action_shuffle_gap,auprc,auroc,balanced_accuracy,calibrated_threshold,covariance_effective_rank,covariance_max_eigenvalue,cross_scene_reversal_accuracy,equivalence_leakage,equivalent_divergent_auprc,equivalent_divergent_auroc,factual_prediction_error,false_safe_rate,heldout_family_action_gap,heldout_family_equivalence_leakage,heldout_family_equivalent_divergent_auprc,heldout_family_equivalent_divergent_auroc,heldout_family_per_scene_effect_alignment,heldout_family_pooled_effect_alignment,heldout_family_safety_boundary_auprc,heldout_family_separation_ratio,idm_order_accuracy,latent_norm_mean,latent_norm_std,lr_order_accuracy,lr_to_idm_transfer_gap,method,normalized_latent_variance,per_scene_effect_alignment,pooled_effect_alignment,safety_boundary_auprc,sample_count,seed,separation_ratio,threshold,trainable_parameters,unsafe_count,unsafe_prevalence
0.02467227133073395,-1.9894107257636407e-06,0.12972693745804953,0.6234573177137587,0.5485790229040799,0.022325565257401526,61,0.13608227313621962,0.2182,0.014783118364060972,0.6707527849673094,0.5573320493721972,0.18605682997329842,0.6838905775075987,0.024187708657103926,0.020754420943043392,0.6144407649207655,0.5288775539734907,0.17035097001738678,0.1460970351519913,0.10881881452617173,1.1654244039610908,nan,49.20059276404001,5.513984458978707,0.3956480130980131,nan,factual_only,0.0029506488771626842,0.238859709058958,0.1259346899198656,0.05787007468420258,7486,20260821,1.6689490487145362,0.022325565257401526,2643316,658,0.08789740849585893
0.018954749714728197,-8.718392546885668e-06,0.13754675097899086,0.6008098692492739,0.5579588695217084,0.02607866412705703,68,0.1258678297607571,0.247,0.010792151250579614,0.6793496115567252,0.5486837273850447,0.1926934598846713,0.6109422492401215,0.018082552515477236,0.011315402256373747,0.6699536572693048,0.5708616947386699,0.24137657396652892,0.2179812889271408,0.09298429587901422,1.5980476969160935,nan,41.628301265447334,6.19361181775541,0.38763282273282273,nan,factual_only,0.003020971232084774,0.2813322926513928,0.13406970028622964,0.04797616283654758,7486,20260822,1.7563458178655709,0.02607866412705703,2643316,658,0.08789740849585893
0.01510065420612308,-1.3444405216657352e-05,0.1218704635627395,0.6189572527212284,0.5924946091812188,0.014281331002897671,75,0.10414977084491378,0.2848,0.009234757957125387,0.6812499453269714,0.5655681927444197,0.18270342789869767,0.4148936170212766,0.014111643132718794,0.011056317742068975,0.6344860849665253,0.5429210800486195,0.10556746385831839,0.162291460947629,0.11621178209808458,1.276342039178595,nan,40.22356476036422,4.99108353631246,0.3544283827283828,nan,factual_only,0.0029172026151751246,0.2337560006767113,0.13717728329894563,0.058665574940683564,7486,20260823,1.6351976171147684,0.014281331002897671,2643316,658,0.08789740849585893
0.08763451985804684,2.5807907585003064e-05,0.1446914396428472,0.6692783870456532,0.5983710913225179,0.017072229879162813,73,0.11049948963444924,0.154,0.027190273834923305,0.6954794144481389,0.541482867556929,0.19491882168406074,0.11550151975683891,0.09613288739568372,0.032750471970358255,0.7129511804591004,0.5771061237483359,0.2946198134878794,0.21566542174073602,0.06521682351413945,2.9353130386240394,nan,48.557027174370866,6.097742051972849,0.26089479964479967,nan,multi_candidate_absolute,0.0028750004710674537,0.307360794179978,0.11812572681001109,0.043401553011068864,7486,20260821,3.2230098302830874,0.017072229879162813,2643316,658,0.08789740849585893
0.08012628973960255,2.6406144323616766e-05,0.13453286712057383,0.652940222007361,0.5931400829411524,0.03733835467966251,79,0.1126281812541436,0.2004,0.022992989193336155,0.7042010838021688,0.5533022446687514,0.2102042076915027,0.36322188449848025,0.08253337170521498,0.028637510441062216,0.7086355530545609,0.5739643746020722,0.2896238472550316,0.21193466247113535,0.06355792936333887,2.882002326112593,nan,39.53194733792355,4.592582647660448,0.2835970307470308,nan,multi_candidate_absolute,0.0029952320678867882,0.3218239883141088,0.13305167996914008,0.04268052320536682,7486,20260822,3.4848139607191575,0.03733835467966251,2643316,658,0.08789740849585893
0.09375512066555268,4.0575968153152784e-05,0.12445783779639763,0.6478395325523546,0.6394904407561925,0.03768591225487637,77,0.12447090948015671,0.1924,0.027003364980027502,0.6896178704855351,0.5293734341309357,0.20387290500447572,0.2948328267477204,0.10224747707049678,0.03060882127906166,0.7116296856646573,0.5685353359958325,0.2485436359536809,0.2016637786427454,0.06314963402325476,3.34045784181962,nan,37.60847383435319,5.0144572107126075,0.29217268287268283,nan,multi_candidate_absolute,0.003108223674460226,0.3031804759995416,0.1035383257474674,0.04153230218782488,7486,20260823,3.471979167592512,0.03768591225487637,2643316,658,0.08789740849585893
0.14350626681734885,5.75021608055053e-05,0.1602391306491292,0.6915053872575468,0.6352643682458962,0.01428758486904586,106,0.1303435890134862,0.19,0.058455038859351376,0.6964802813511065,0.544869234747562,0.1969724781531592,0.06382978723404255,0.15526364306047175,0.084532376842879,0.6893360847514773,0.5649506569427563,0.2410330805045947,0.1837954287099129,0.06948149670888837,1.8367358030055339,nan,21.571594240347565,4.308314576024338,0.28857171162171164,nan,global_separation,0.003807299827430088,0.2928951641642977,0.10399164693793493,0.049536049985347615,7486,20260821,2.454985397625672,0.01428758486904586,2643316,658,0.08789740849585893
0.12275802458471215,8.152500285668474e-05,0.13556023535544875,0.6662348669789869,0.6172523116863692,0.036369058300800415,111,0.10948287910121648,0.2016,0.04434251810859774,0.6974698819202048,0.5420428042356247,0.21247131083223397,0.34194528875379937,0.12706941834470353,0.05903209379490594,0.6956642467367964,0.566927417954506,0.29634632796551835,0.18942998401872954,0.06259671944325217,2.152548049306507,nan,18.58361878570869,3.309667508930701,0.2664954156954157,nan,global_separation,0.003792556009341095,0.33946122712732346,0.1133031965560385,0.042611239231707454,7486,20260822,2.7684044529016076,0.036369058300800415,2643316,658,0.08789740849585893
0.13443382086917724,5.1233063660602874e-05,0.15131545951890227,0.6623189557391965,0.6334581546038749,0.03718703624693341,106,0.12648415000501056,0.1912,0.04579891435946287,0.6964596499202995,0.5387379911423777,0.20295051493700414,0.29635258358662614,0.1511701392400578,0.06280769115220187,0.7073284914513397,0.5713117149968165,0.26223885321711404,0.19133756317273062,0.06420504999373301,2.4068730511638647,nan,20.12834120596116,4.008691562912374,0.2943162171162171,nan,global_separation,0.0038018608892691577,0.3067446196630601,0.10308612061791918,0.044183725270849,7486,20260823,2.935305841838166,0.03718703624693341,2643316,658,0.08789740849585893
0.13869987092947542,7.451012369134879e-05,0.17917761169628882,0.6863415971780779,0.6351791211941531,0.049478599194621393,83,0.13444345440069017,0.1952,0.04529983782452223,0.704267711696967,0.5466490891505997,0.19391916694261294,0.3951367781155015,0.1495603821364356,0.06032297004130979,0.710279881936295,0.5677947560340337,0.24324606351967668,0.18891044223208608,0.06947139772176818,2.4793272286496357,nan,36.36348550640413,5.885201016706043,0.2641770285270285,nan,aee,0.0033879209450242208,0.2900935525404844,0.11053260450461715,0.05076074325945529,7486,20260821,3.06181826669571,0.049478599194621393,2643316,658,0.08789740849585893
