action_gap,action_shuffle_gap,auprc,auroc,balanced_accuracy,calibrated_threshold,covariance_effective_rank,covariance_max_eigenvalue,cross_scene_reversal_accuracy,equivalence_leakage,equivalent_divergent_auprc,equivalent_divergent_auroc,factual_prediction_error,false_safe_rate,heldout_family_action_gap,heldout_family_equivalence_leakage,heldout_family_equivalent_divergent_auprc,heldout_family_equivalent_divergent_auroc,heldout_family_per_scene_effect_alignment,heldout_family_pooled_effect_alignment,heldout_family_safety_boundary_auprc,heldout_family_separation_ratio,idm_order_accuracy,latent_norm_mean,latent_norm_std,lr_order_accuracy,lr_to_idm_transfer_gap,method,normalized_latent_variance,per_scene_effect_alignment,pooled_effect_alignment,safety_boundary_auprc,sample_count,seed,separation_ratio,threshold,trainable_parameters,unsafe_count,unsafe_prevalence
0.11744512696446109,3.6979051493056136e-05,0.13108799856712677,0.6454241252272513,0.5967547359967806,0.04015959362958436,91,0.11897348803934207,0.1938,0.04061878071233021,0.703289602434541,0.5515475188329437,0.21155196351865613,0.3738601823708207,0.12102531902091883,0.05659435914275963,0.6955159415297782,0.5637448631128089,0.2894630667944011,0.18424331002317443,0.06340358163541797,2.138469643513971,nan,29.871403335127557,4.530864369488885,0.26179722499722496,nan,aee,0.003446549032993963,0.3336219300463234,0.12222817745112445,0.04427581375554932,7486,20260822,2.8913996162570563,0.04015959362958436,2643316,658,0.08789740849585893
0.13206033268754783,6.105714823911401e-05,0.1509822935214755,0.671961665981129,0.6245526199112184,0.042757233147899414,83,0.14198964014553123,0.209,0.044451757920835375,0.6991699631408348,0.5385146236140792,0.19999881862389085,0.38753799392097266,0.14830349172515517,0.06142854363889465,0.7093444942301705,0.5673360537130289,0.22600140808536606,0.1884183843262903,0.06628336855517601,2.4142439807290823,nan,31.36016832301023,4.67461245517208,0.30283939948939953,nan,aee,0.003440904769204157,0.29002616348768256,0.101816384864445,0.0465161545431266,7486,20260823,2.9708686194758713,0.042757233147899414,2643316,658,0.08789740849585893
0.14125518299856213,9.8959947379754e-05,0.17152913552144416,0.6829684403395281,0.6234237085628105,0.03603557212832084,87,0.1265473050626162,0.197,0.048683555026187396,0.7037842310406752,0.5492422841928774,0.19357690077317727,0.32066869300911854,0.15017442888204807,0.06630634724760322,0.7062580666485823,0.5673033512762633,0.26118770240209516,0.18529495035163868,0.0710548008375193,2.264857515393844,nan,35.51450272522009,6.016052764288631,0.2569863192363192,nan,confidence_aee,0.003400954903167873,0.3018502721105352,0.11323387987085377,0.05328496082687126,7486,20260821,2.901496879646104,0.03603557212832084,2643316,658,0.08789740849585893
0.13893571664679388,5.794442549997703e-05,0.149800072915103,0.6629704390824123,0.6195488628087813,0.039370776680318895,92,0.11760073969576212,0.2158,0.04893541957578955,0.7019267696783751,0.5478360913607874,0.21703884010374688,0.3525835866261398,0.14662136126086936,0.07093234133046304,0.6918073496381865,0.562907767552237,0.29192652990629003,0.18168111900700729,0.06637547957888693,2.067059376734551,nan,29.586532972469794,4.638965894379007,0.2557379675879676,nan,confidence_aee,0.0034313989271594248,0.33151879772245363,0.11579250663726862,0.0468934346840559,7486,20260822,2.8391647165018146,0.039370776680318895,2643316,658,0.08789740849585893
0.13920218975346096,6.049682930129019e-05,0.14905070576206275,0.6728767919687039,0.6131197215826838,0.016744252152474767,88,0.1270337267609959,0.2192,0.04436598818527798,0.7027055956310142,0.5461769048000314,0.19816822645545704,0.08966565349544073,0.15782743950800088,0.05948887982880905,0.7156794986489925,0.575482433292817,0.21744333277691594,0.1975690388683528,0.06744908634048627,2.6530578481588556,nan,30.983833497672947,4.334162858793682,0.3103530802530802,nan,confidence_aee,0.00339740661767496,0.28877864032943146,0.1109392043540428,0.04722309301696868,7486,20260823,3.1375879462469087,0.016744252152474767,2643316,658,0.08789740849585893
0.0,0.0,0.13510642002553508,0.6602280659113289,0.5951354871679817,0.05705460466096246,68,0.12815895842977165,0.0,0.0,0.5899668677257667,0.5,0.19553822980108998,0.5638297872340425,0.0,0.0,0.584817244611059,0.5,0.0,0.0,0.05863323898099474,0.0,nan,39.277885732450706,5.107255742755266,0.33944547674547676,nan,scene_only_control,0.0028820633223991133,0.0,0.0,0.032626029530402806,7486,20260821,0.0,0.05705460466096246,2643316,658,0.08789740849585893
0.0,0.0,0.13348140512515258,0.6496992760010185,0.5803372222014483,0.048598200331775754,69,0.11624426619412691,0.0,0.0,0.5899668677257667,0.5,0.2115265848692069,0.5319148936170213,0.0,0.0,0.584817244611059,0.5,0.0,0.0,0.05863323898099474,0.0,nan,37.71291682904898,3.6590368194395615,0.33944547674547676,nan,scene_only_control,0.0030195141301729658,0.0,0.0,0.032626029530402806,7486,20260822,0.0,0.048598200331775754,2643316,658,0.08789740849585893
0.0,0.0,0.13019823879878464,0.6382245331666676,0.6219377834520115,0.035901518481614714,66,0.12716964213277643,0.0,0.0,0.5899668677257667,0.5,0.20125498479902615,0.3541033434650456,0.0,0.0,0.584817244611059,0.5,0.0,0.0,0.05863323898099474,0.0,nan,40.440479211855276,4.875804463810238,0.33944547674547676,nan,scene_only_control,0.003013122708642067,0.0,0.0,0.032626029530402806,7486,20260823,0.0,0.035901518481614714,2643316,658,0.08789740849585893
,0.0,,,,,0,,,,,,,,,,,,,,,,,,,,,mean_control,,,,,,20260821,,,,,
,0.0,,,,,0,,,,,,,,,,,,,,,,,,,,,zero_control,,,,,,20260821,,,,,
