scene_token,candidate_index,NC,DAC,DDC,EP,TTC,Comfort,raw_progress,old_five_factor_score,new_six_factor_score,evaluator_score,old_error,new_error
0fcede1cbfb15faa,48,0.0,1.0,0.5,0.0,0.0,0.0,26.347938537597656,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,49,0.0,1.0,0.5,0.0,0.0,1.0,11.98403263092041,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,50,0.0,1.0,0.5,0.0,0.0,0.0,17.452810287475586,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,51,0.0,1.0,0.5,0.0,0.0,0.0,22.945457458496094,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,52,0.0,1.0,1.0,0.0,0.0,1.0,13.036530494689941,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,53,0.0,1.0,1.0,0.0,0.0,1.0,8.312651634216309,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,54,0.0,0.0,1.0,0.0,0.0,1.0,6.872947692871094,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,55,0.0,1.0,1.0,0.0,0.0,0.0,22.4130859375,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,56,0.0,1.0,1.0,0.0,0.0,1.0,6.222062587738037,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,57,0.0,1.0,1.0,0.0,0.0,0.0,30.482423782348633,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,58,0.0,1.0,1.0,0.0,0.0,1.0,14.845192909240723,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,59,0.0,1.0,1.0,0.0,0.0,0.0,26.772336959838867,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,60,0.0,1.0,1.0,0.0,0.0,0.0,21.372276306152344,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,61,0.0,1.0,1.0,0.0,0.0,0.0,23.997100830078125,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,62,0.0,1.0,1.0,0.0,0.0,0.0,23.349369049072266,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,63,0.0,1.0,1.0,0.0,0.0,1.0,3.8871586322784424,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,64,0.0,1.0,1.0,0.0,0.0,1.0,18.828947067260742,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,65,0.0,1.0,1.0,0.0,0.0,1.0,14.990468978881836,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,66,0.0,1.0,1.0,0.0,0.0,0.0,20.86691665649414,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,67,0.0,1.0,1.0,0.0,0.0,0.0,19.951107025146484,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,68,0.0,1.0,1.0,0.0,0.0,1.0,6.929233074188232,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,69,0.0,1.0,1.0,0.0,0.0,1.0,10.7426118850708,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,70,0.0,1.0,1.0,0.0,0.0,0.0,27.675870895385742,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,71,0.0,1.0,1.0,0.0,0.0,1.0,5.884404182434082,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,72,1.0,0.0,1.0,0.0,0.0,1.0,9.807585716247559,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,73,0.0,1.0,0.5,0.0,0.0,0.0,25.244216918945312,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,74,0.0,1.0,0.5,0.0,0.0,0.0,23.610321044921875,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,75,0.0,1.0,0.5,0.0,0.0,1.0,5.216314792633057,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,76,0.0,1.0,0.5,0.0,0.0,1.0,6.995697021484375,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,77,0.0,1.0,0.5,0.0,0.0,0.0,17.734346389770508,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,78,0.0,1.0,0.5,0.0,0.0,0.0,21.416044235229492,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,79,1.0,1.0,0.5,0.390406996011734,1.0,1.0,2.492906332015991,0.7460029150048891,0.37300145750244457,0.37300145626068115,0.373001458744208,1.241763414316921e-09
0fcede1cbfb15faa,80,0.0,1.0,0.5,0.0,0.0,0.0,16.853912353515625,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,81,1.0,1.0,0.5,0.10653922706842422,1.0,1.0,0.680296003818512,0.6277246779451767,0.31386233897258836,0.3138623535633087,0.313862324381868,1.4590720354146214e-08
0fcede1cbfb15faa,82,0.0,1.0,0.5,0.0,0.0,1.0,19.565475463867188,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,83,0.0,1.0,0.5,0.0,0.0,0.0,21.28141975402832,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,84,0.0,1.0,0.5,0.0,0.0,0.0,28.782514572143555,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,85,0.0,1.0,0.5,0.0,0.0,1.0,10.895201683044434,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,86,0.0,1.0,0.5,0.0,0.0,0.0,19.354320526123047,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,87,1.0,1.0,0.5,0.37775203585624695,1.0,1.0,2.4120993614196777,0.7407300149401029,0.37036500747005147,0.3703650236129761,0.37036499132712686,1.6142924608164577e-08
0fcede1cbfb15faa,88,0.0,1.0,0.5,0.0,0.0,1.0,14.607115745544434,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,89,0.0,1.0,0.5,0.0,0.0,0.0,33.5721321105957,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,90,0.0,1.0,0.5,0.0,0.0,0.0,15.955497741699219,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,91,0.0,1.0,0.5,0.0,0.0,0.0,29.9454345703125,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,92,0.0,0.0,0.0,0.0,0.0,1.0,11.835588455200195,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,93,0.0,1.0,0.0,0.0,0.0,0.0,21.033069610595703,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,94,0.0,1.0,0.5,0.0,0.0,1.0,9.84659481048584,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,95,0.0,1.0,0.5,0.0,0.0,1.0,13.231123924255371,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,96,0.0,1.0,0.5,0.0,0.0,0.0,16.309452056884766,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,97,0.0,1.0,0.5,0.0,0.0,1.0,4.3423991203308105,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,98,0.0,1.0,0.5,0.0,0.0,1.0,9.25462818145752,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,99,0.0,0.0,0.5,0.0,0.0,1.0,8.152118682861328,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,100,0.0,1.0,0.5,0.0,0.0,0.0,18.441736221313477,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,101,0.0,1.0,0.5,0.0,0.0,0.0,31.272064208984375,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,102,1.0,1.0,0.5,0.08768623322248459,1.0,1.0,0.5599120259284973,0.6198692638427019,0.30993463192135096,0.3099346458911896,0.30993461795151234,1.3969838619232178e-08
0fcede1cbfb15faa,103,0.0,1.0,0.5,0.0,0.0,1.0,11.44987964630127,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,104,1.0,1.0,0.5,0.19136764109134674,1.0,1.0,1.2219597101211548,0.6630698504547278,0.3315349252273639,0.3315349221229553,0.33153492833177245,3.104408563547878e-09
0fcede1cbfb15faa,105,0.0,1.0,0.5,0.0,0.0,0.0,14.57004451751709,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,106,0.0,1.0,0.5,0.0,0.0,1.0,12.292372703552246,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,107,0.0,1.0,1.0,0.0,0.0,1.0,15.379487991333008,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,108,0.0,1.0,1.0,0.0,0.0,1.0,6.041692733764648,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,109,0.0,1.0,0.5,0.0,0.0,0.0,31.8887939453125,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,110,0.0,1.0,0.5,0.0,0.0,0.0,20.92133140563965,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,111,0.0,1.0,1.0,0.0,0.0,1.0,4.444737911224365,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,112,0.0,1.0,0.5,0.0,0.0,0.0,29.11040496826172,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,113,0.0,1.0,0.5,0.0,0.0,0.0,12.075957298278809,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,114,0.0,0.0,0.5,0.0,0.0,1.0,10.620218276977539,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,115,0.0,1.0,0.5,0.0,0.0,0.0,18.357051849365234,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,116,0.0,1.0,0.5,0.0,0.0,1.0,5.001036643981934,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,117,0.0,1.0,0.5,0.0,0.0,1.0,10.402344703674316,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,118,0.0,1.0,0.5,0.0,0.0,0.0,25.395050048828125,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,119,0.0,0.0,0.5,0.0,0.0,1.0,14.649097442626953,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,120,0.0,1.0,0.5,0.0,0.0,0.0,24.527605056762695,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,121,0.0,1.0,0.5,0.0,0.0,0.0,23.934436798095703,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,122,1.0,0.0,0.5,0.0,0.0,1.0,7.603699207305908,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,123,0.0,1.0,0.5,0.0,0.0,0.0,22.039079666137695,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,124,0.0,1.0,0.5,0.0,0.0,0.0,19.187759399414062,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,125,0.0,1.0,0.5,0.0,0.0,0.0,27.737686157226562,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,126,0.0,1.0,0.5,0.0,0.0,1.0,12.228435516357422,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,127,0.0,1.0,0.5,0.0,0.0,1.0,3.639852285385132,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,128,0.0,1.0,0.0,0.0,0.0,0.0,33.14229965209961,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,129,0.0,1.0,0.5,0.0,0.0,1.0,10.556917190551758,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,130,0.0,1.0,0.5,0.0,0.0,1.0,6.834341049194336,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,131,0.0,1.0,0.5,0.0,0.0,0.0,18.744760513305664,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,132,1.0,0.0,0.5,0.0,0.0,1.0,8.08838176727295,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,133,0.0,0.0,0.5,0.0,0.0,1.0,7.817559719085693,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,134,0.0,1.0,0.5,0.0,0.0,1.0,5.170732498168945,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,135,0.0,0.0,0.5,0.0,0.0,1.0,12.002392768859863,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,136,0.0,1.0,0.5,0.0,0.0,0.0,16.988950729370117,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,137,0.0,1.0,0.5,0.0,0.0,0.0,18.090625762939453,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,138,0.0,1.0,0.5,0.0,0.0,1.0,14.938605308532715,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,139,0.0,1.0,0.5,0.0,0.0,1.0,4.596158504486084,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,140,0.0,1.0,0.5,0.0,0.0,0.0,21.892908096313477,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,141,0.0,0.0,0.5,0.0,0.0,1.0,10.388276100158691,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,142,0.0,0.0,0.5,0.0,0.0,1.0,12.921198844909668,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,143,0.0,1.0,0.5,0.0,0.0,0.0,25.063657760620117,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,144,0.0,1.0,0.5,0.0,0.0,0.0,26.350265502929688,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,145,0.0,1.0,0.5,0.0,0.0,1.0,14.275653839111328,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,146,0.0,1.0,0.5,0.0,0.0,0.0,27.53504180908203,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,147,0.0,1.0,0.5,0.0,0.0,1.0,10.038382530212402,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,148,0.0,1.0,0.5,0.0,0.0,1.0,8.383330345153809,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,149,0.0,1.0,0.5,0.0,0.0,0.0,33.1954231262207,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,150,0.0,1.0,0.5,0.0,0.0,1.0,13.483022689819336,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,151,0.0,1.0,0.5,0.0,0.0,1.0,16.757402420043945,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,152,0.0,0.0,0.5,0.0,0.0,1.0,8.843889236450195,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,153,0.0,1.0,0.5,0.0,0.0,1.0,9.61170768737793,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,154,0.0,1.0,0.5,0.0,0.0,0.0,19.458906173706055,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,155,0.0,1.0,0.5,0.0,0.0,0.0,24.476295471191406,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,156,1.0,0.0,0.5,0.0,0.0,1.0,8.265274047851562,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,157,0.0,1.0,0.5,0.0,0.0,1.0,8.373539924621582,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,158,0.0,1.0,0.5,0.0,0.0,0.0,26.469432830810547,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,159,0.0,1.0,0.5,0.0,0.0,1.0,10.991498947143555,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,160,0.0,1.0,0.5,0.0,0.0,1.0,9.35572624206543,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,161,0.0,1.0,0.5,0.0,0.0,1.0,7.542212009429932,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,162,0.0,1.0,0.5,0.0,0.0,1.0,16.022951126098633,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,163,0.0,1.0,0.5,0.0,0.0,0.0,24.93142318725586,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,164,0.0,1.0,0.5,0.0,0.0,1.0,16.85261344909668,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,165,0.0,1.0,0.5,0.0,0.0,0.0,25.665435791015625,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,166,0.0,1.0,0.5,0.0,0.0,1.0,9.755273818969727,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,167,0.0,1.0,0.5,0.0,0.0,0.0,18.260194778442383,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,168,0.0,1.0,0.5,0.0,0.0,1.0,6.604550361633301,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,169,0.0,1.0,0.5,0.0,0.0,0.0,15.743500709533691,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,170,0.0,1.0,0.5,0.0,0.0,0.0,21.089744567871094,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,171,0.0,0.0,0.5,0.0,0.0,1.0,10.054325103759766,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,172,1.0,1.0,0.5,0.15826372802257538,1.0,1.0,1.0105777978897095,0.6492765533427397,0.32463827667136985,0.3246382772922516,0.3246382760504881,6.208817349140361e-10
0fcede1cbfb15faa,173,0.0,1.0,0.5,0.0,0.0,1.0,4.733884811401367,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,174,0.0,1.0,0.5,0.0,0.0,0.0,36.19541549682617,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,175,0.0,1.0,0.5,0.0,0.0,0.0,33.98820495605469,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,176,0.0,1.0,0.5,0.0,0.0,1.0,16.19545555114746,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,177,0.0,1.0,0.5,0.0,0.0,0.0,22.539655685424805,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,178,0.0,1.0,0.5,0.0,0.0,1.0,9.655538558959961,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,179,0.0,1.0,0.5,0.0,0.0,0.0,27.366497039794922,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,180,1.0,1.0,0.5,0.23561787605285645,1.0,1.0,1.504515290260315,0.6815074483553568,0.3407537241776784,0.3407537341117859,0.3407537142435709,9.934107481068821e-09
0fcede1cbfb15faa,181,0.0,1.0,0.5,0.0,0.0,1.0,11.143051147460938,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,182,0.0,1.0,0.5,0.0,0.0,0.0,23.44545555114746,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,183,0.0,1.0,0.5,0.0,0.0,0.0,16.691238403320312,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,184,0.0,1.0,0.5,0.0,0.0,1.0,13.215579986572266,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,185,0.0,1.0,0.5,0.0,0.0,0.0,24.596656799316406,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,186,0.0,1.0,0.5,0.0,0.0,1.0,4.470305442810059,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,187,0.0,1.0,0.5,0.0,0.0,0.0,23.335798263549805,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,188,0.0,1.0,1.0,0.0,0.0,1.0,3.405742645263672,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,189,0.0,1.0,1.0,0.0,0.0,1.0,10.302486419677734,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,190,0.0,1.0,0.5,0.0,0.0,1.0,15.549339294433594,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,191,0.0,1.0,0.5,0.0,0.0,1.0,9.120341300964355,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,192,0.0,1.0,0.5,0.0,0.0,1.0,8.081499099731445,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,193,0.0,1.0,0.5,0.0,0.0,0.0,27.153486251831055,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,194,0.0,1.0,1.0,0.0,0.0,1.0,18.511152267456055,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,195,0.0,1.0,0.5,0.0,0.0,0.0,29.115707397460938,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,196,0.0,1.0,0.5,0.0,0.0,1.0,4.201053619384766,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,197,0.0,1.0,0.5,0.0,0.0,1.0,7.831691741943359,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,198,0.0,1.0,0.5,0.0,0.0,1.0,13.459268569946289,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,199,0.0,1.0,0.5,0.0,0.0,1.0,13.43179988861084,0.0,0.0,0.0,0.0,0.0
0fcede1cbfb15faa,200,0.0,1.0,0.5,0.0,0.0,1.0,19.040475845336914,0.0,0.0,0.0,0.0,0.0
