scene_token,factor,available,mismatch_rate,max_absolute_error,mean_absolute_error
9a852084f178576b,EP,True,0.0,0.0,0.0
9a852084f178576b,TTC,True,0.0,0.0,0.0
9a852084f178576b,Comfort,True,0.0,0.0,0.0
46996c06146455ba,NC,True,0.0,0.0,0.0
46996c06146455ba,DAC,True,0.0,0.0,0.0
46996c06146455ba,DDC,True,0.0,0.0,0.0
46996c06146455ba,EP,True,0.0,0.0,0.0
46996c06146455ba,TTC,True,0.0,0.0,0.0
46996c06146455ba,Comfort,True,0.0,0.0,0.0
16953c5df45d53d0,NC,True,0.0,0.0,0.0
16953c5df45d53d0,DAC,True,0.0,0.0,0.0
16953c5df45d53d0,DDC,True,0.0,0.0,0.0
16953c5df45d53d0,EP,True,0.0,0.0,0.0
16953c5df45d53d0,TTC,True,0.0,0.0,0.0
16953c5df45d53d0,Comfort,True,0.0,0.0,0.0
650adaba4b5f5bd1,NC,True,0.0,0.0,0.0
650adaba4b5f5bd1,DAC,True,0.0,0.0,0.0
650adaba4b5f5bd1,DDC,True,0.0,0.0,0.0
650adaba4b5f5bd1,EP,True,0.0,0.0,0.0
650adaba4b5f5bd1,TTC,True,0.0,0.0,0.0
650adaba4b5f5bd1,Comfort,True,0.0,0.0,0.0
d11e45d665db58dc,NC,True,0.0,0.0,0.0
d11e45d665db58dc,DAC,True,0.0,0.0,0.0
d11e45d665db58dc,DDC,True,0.0,0.0,0.0
d11e45d665db58dc,EP,True,0.0,0.0,0.0
d11e45d665db58dc,TTC,True,0.0,0.0,0.0
d11e45d665db58dc,Comfort,True,0.0,0.0,0.0
eb5138aebadd59b9,NC,True,0.0,0.0,0.0
eb5138aebadd59b9,DAC,True,0.0,0.0,0.0
eb5138aebadd59b9,DDC,True,0.0,0.0,0.0
eb5138aebadd59b9,EP,True,0.0,0.0,0.0
eb5138aebadd59b9,TTC,True,0.0,0.0,0.0
eb5138aebadd59b9,Comfort,True,0.0,0.0,0.0
f259451b59fe5ccb,NC,True,0.0,0.0,0.0
f259451b59fe5ccb,DAC,True,0.0,0.0,0.0
f259451b59fe5ccb,DDC,True,0.0,0.0,0.0
f259451b59fe5ccb,EP,True,0.0,0.0,0.0
f259451b59fe5ccb,TTC,True,0.0,0.0,0.0
f259451b59fe5ccb,Comfort,True,0.0,0.0,0.0
9ad50c235f3b558b,NC,True,0.0,0.0,0.0
9ad50c235f3b558b,DAC,True,0.0,0.0,0.0
9ad50c235f3b558b,DDC,True,0.0,0.0,0.0
9ad50c235f3b558b,EP,True,0.0,0.0,0.0
9ad50c235f3b558b,TTC,True,0.0,0.0,0.0
9ad50c235f3b558b,Comfort,True,0.0,0.0,0.0
3533b2210cfb5826,NC,True,0.0,0.0,0.0
3533b2210cfb5826,DAC,True,0.0,0.0,0.0
3533b2210cfb5826,DDC,True,0.0,0.0,0.0
3533b2210cfb5826,EP,True,0.0,0.0,0.0
3533b2210cfb5826,TTC,True,0.0,0.0,0.0
3533b2210cfb5826,Comfort,True,0.0,0.0,0.0
f06d778ed11c531e,NC,True,0.0,0.0,0.0
f06d778ed11c531e,DAC,True,0.0,0.0,0.0
f06d778ed11c531e,DDC,True,0.0,0.0,0.0
f06d778ed11c531e,EP,True,0.0,0.0,0.0
f06d778ed11c531e,TTC,True,0.0,0.0,0.0
f06d778ed11c531e,Comfort,True,0.0,0.0,0.0
3a4cad8cdc5254f4,NC,True,0.0,0.0,0.0
3a4cad8cdc5254f4,DAC,True,0.0,0.0,0.0
3a4cad8cdc5254f4,DDC,True,0.0,0.0,0.0
3a4cad8cdc5254f4,EP,True,0.0,0.0,0.0
3a4cad8cdc5254f4,TTC,True,0.0,0.0,0.0
3a4cad8cdc5254f4,Comfort,True,0.0,0.0,0.0
de8115f15a0258dc,NC,True,0.0,0.0,0.0
de8115f15a0258dc,DAC,True,0.0,0.0,0.0
de8115f15a0258dc,DDC,True,0.0,0.0,0.0
de8115f15a0258dc,EP,True,0.0,0.0,0.0
de8115f15a0258dc,TTC,True,0.0,0.0,0.0
de8115f15a0258dc,Comfort,True,0.0,0.0,0.0
9e67b6f34f7a56c6,NC,True,0.0,0.0,0.0
9e67b6f34f7a56c6,DAC,True,0.0,0.0,0.0
9e67b6f34f7a56c6,DDC,True,0.0,0.0,0.0
9e67b6f34f7a56c6,EP,True,0.0,0.0,0.0
9e67b6f34f7a56c6,TTC,True,0.0,0.0,0.0
9e67b6f34f7a56c6,Comfort,True,0.0,0.0,0.0
771ee18b296655a7,NC,True,0.0,0.0,0.0
771ee18b296655a7,DAC,True,0.0,0.0,0.0
771ee18b296655a7,DDC,True,0.0,0.0,0.0
771ee18b296655a7,EP,True,0.0,0.0,0.0
771ee18b296655a7,TTC,True,0.0,0.0,0.0
771ee18b296655a7,Comfort,True,0.0,0.0,0.0
b44e552bb4e05ffa,NC,True,0.0,0.0,0.0
b44e552bb4e05ffa,DAC,True,0.0,0.0,0.0
b44e552bb4e05ffa,DDC,True,0.0,0.0,0.0
b44e552bb4e05ffa,EP,True,0.0,0.0,0.0
b44e552bb4e05ffa,TTC,True,0.0,0.0,0.0
b44e552bb4e05ffa,Comfort,True,0.0,0.0,0.0
f43fc1460f385937,NC,True,0.0,0.0,0.0
f43fc1460f385937,DAC,True,0.0,0.0,0.0
f43fc1460f385937,DDC,True,0.0,0.0,0.0
f43fc1460f385937,EP,True,0.0,0.0,0.0
f43fc1460f385937,TTC,True,0.0,0.0,0.0
f43fc1460f385937,Comfort,True,0.0,0.0,0.0
60d20012a2005c4f,NC,True,0.0,0.0,0.0
60d20012a2005c4f,DAC,True,0.0,0.0,0.0
60d20012a2005c4f,DDC,True,0.0,0.0,0.0
60d20012a2005c4f,EP,True,0.0,0.0,0.0
60d20012a2005c4f,TTC,True,0.0,0.0,0.0
60d20012a2005c4f,Comfort,True,0.0,0.0,0.0
1af3172cf7d058c6,NC,True,0.0,0.0,0.0
1af3172cf7d058c6,DAC,True,0.0,0.0,0.0
1af3172cf7d058c6,DDC,True,0.0,0.0,0.0
1af3172cf7d058c6,EP,True,0.0,0.0,0.0
1af3172cf7d058c6,TTC,True,0.0,0.0,0.0
1af3172cf7d058c6,Comfort,True,0.0,0.0,0.0
e9b172e3af515b7f,NC,True,0.0,0.0,0.0
e9b172e3af515b7f,DAC,True,0.0,0.0,0.0
e9b172e3af515b7f,DDC,True,0.0,0.0,0.0
e9b172e3af515b7f,EP,True,0.0,0.0,0.0
e9b172e3af515b7f,TTC,True,0.0,0.0,0.0
e9b172e3af515b7f,Comfort,True,0.0,0.0,0.0
7d442791cf345880,NC,True,0.0,0.0,0.0
7d442791cf345880,DAC,True,0.0,0.0,0.0
7d442791cf345880,DDC,True,0.0,0.0,0.0
7d442791cf345880,EP,True,0.0,0.0,0.0
7d442791cf345880,TTC,True,0.0,0.0,0.0
7d442791cf345880,Comfort,True,0.0,0.0,0.0
21cff006a9565439,NC,True,0.0,0.0,0.0
21cff006a9565439,DAC,True,0.0,0.0,0.0
21cff006a9565439,DDC,True,0.0,0.0,0.0
21cff006a9565439,EP,True,0.0,0.0,0.0
21cff006a9565439,TTC,True,0.0,0.0,0.0
21cff006a9565439,Comfort,True,0.0,0.0,0.0
430349bcb1a25d96,NC,True,0.0,0.0,0.0
430349bcb1a25d96,DAC,True,0.0,0.0,0.0
430349bcb1a25d96,DDC,True,0.0,0.0,0.0
430349bcb1a25d96,EP,True,0.0,0.0,0.0
430349bcb1a25d96,TTC,True,0.0,0.0,0.0
430349bcb1a25d96,Comfort,True,0.0,0.0,0.0
5abad095979e5f65,NC,True,0.0,0.0,0.0
5abad095979e5f65,DAC,True,0.0,0.0,0.0
5abad095979e5f65,DDC,True,0.0,0.0,0.0
5abad095979e5f65,EP,True,0.0,0.0,0.0
5abad095979e5f65,TTC,True,0.0,0.0,0.0
5abad095979e5f65,Comfort,True,0.0,0.0,0.0
89db2ae2e1e45b8d,NC,True,0.0,0.0,0.0
89db2ae2e1e45b8d,DAC,True,0.0,0.0,0.0
89db2ae2e1e45b8d,DDC,True,0.0,0.0,0.0
89db2ae2e1e45b8d,EP,True,0.0,0.0,0.0
89db2ae2e1e45b8d,TTC,True,0.0,0.0,0.0
89db2ae2e1e45b8d,Comfort,True,0.0,0.0,0.0
f23ebef8f5605a9d,NC,True,0.0,0.0,0.0
f23ebef8f5605a9d,DAC,True,0.0,0.0,0.0
f23ebef8f5605a9d,DDC,True,0.0,0.0,0.0
f23ebef8f5605a9d,EP,True,0.0,0.0,0.0
f23ebef8f5605a9d,TTC,True,0.0,0.0,0.0
f23ebef8f5605a9d,Comfort,True,0.0,0.0,0.0
1fda201356475674,NC,True,0.0,0.0,0.0
1fda201356475674,DAC,True,0.0,0.0,0.0
1fda201356475674,DDC,True,0.0,0.0,0.0
1fda201356475674,EP,True,0.0,0.0,0.0
1fda201356475674,TTC,True,0.0,0.0,0.0
1fda201356475674,Comfort,True,0.0,0.0,0.0
fdb911f7ddac5466,NC,True,0.0,0.0,0.0
fdb911f7ddac5466,DAC,True,0.0,0.0,0.0
fdb911f7ddac5466,DDC,True,0.0,0.0,0.0
fdb911f7ddac5466,EP,True,0.0,0.0,0.0
fdb911f7ddac5466,TTC,True,0.0,0.0,0.0
fdb911f7ddac5466,Comfort,True,0.0,0.0,0.0
02a1be482e5e5a39,NC,True,0.0,0.0,0.0
02a1be482e5e5a39,DAC,True,0.0,0.0,0.0
02a1be482e5e5a39,DDC,True,0.0,0.0,0.0
02a1be482e5e5a39,EP,True,0.0,0.0,0.0
02a1be482e5e5a39,TTC,True,0.0,0.0,0.0
02a1be482e5e5a39,Comfort,True,0.0,0.0,0.0
a19a65c5bf0c5965,NC,True,0.0,0.0,0.0
a19a65c5bf0c5965,DAC,True,0.0,0.0,0.0
a19a65c5bf0c5965,DDC,True,0.0,0.0,0.0
a19a65c5bf0c5965,EP,True,0.0,0.0,0.0
a19a65c5bf0c5965,TTC,True,0.0,0.0,0.0
a19a65c5bf0c5965,Comfort,True,0.0,0.0,0.0
df33009742fd5aa2,NC,True,0.0,0.0,0.0
df33009742fd5aa2,DAC,True,0.0,0.0,0.0
df33009742fd5aa2,DDC,True,0.0,0.0,0.0
df33009742fd5aa2,EP,True,0.0,0.0,0.0
df33009742fd5aa2,TTC,True,0.0,0.0,0.0
df33009742fd5aa2,Comfort,True,0.0,0.0,0.0
24c08f867914565b,NC,True,0.0,0.0,0.0
24c08f867914565b,DAC,True,0.0,0.0,0.0
24c08f867914565b,DDC,True,0.0,0.0,0.0
24c08f867914565b,EP,True,0.0,0.0,0.0
24c08f867914565b,TTC,True,0.0,0.0,0.0
24c08f867914565b,Comfort,True,0.0,0.0,0.0
998fd116a5365b76,NC,True,0.0,0.0,0.0
998fd116a5365b76,DAC,True,0.0,0.0,0.0
998fd116a5365b76,DDC,True,0.0,0.0,0.0
998fd116a5365b76,EP,True,0.0,0.0,0.0
998fd116a5365b76,TTC,True,0.0,0.0,0.0
998fd116a5365b76,Comfort,True,0.0,0.0,0.0
298d8cefd1715916,NC,True,0.0,0.0,0.0
298d8cefd1715916,DAC,True,0.0,0.0,0.0
298d8cefd1715916,DDC,True,0.0,0.0,0.0
298d8cefd1715916,EP,True,0.0,0.0,0.0
298d8cefd1715916,TTC,True,0.0,0.0,0.0
298d8cefd1715916,Comfort,True,0.0,0.0,0.0
b5319157e1065b06,NC,True,0.0,0.0,0.0
b5319157e1065b06,DAC,True,0.0,0.0,0.0
b5319157e1065b06,DDC,True,0.0,0.0,0.0
b5319157e1065b06,EP,True,0.0,0.0,0.0
b5319157e1065b06,TTC,True,0.0,0.0,0.0
b5319157e1065b06,Comfort,True,0.0,0.0,0.0
9dedf462b1c0528f,NC,True,0.0,0.0,0.0
9dedf462b1c0528f,DAC,True,0.0,0.0,0.0
9dedf462b1c0528f,DDC,True,0.0,0.0,0.0
9dedf462b1c0528f,EP,True,0.0,0.0,0.0
9dedf462b1c0528f,TTC,True,0.0,0.0,0.0
9dedf462b1c0528f,Comfort,True,0.0,0.0,0.0
18ef35c24b2c5c8e,NC,True,0.0,0.0,0.0
18ef35c24b2c5c8e,DAC,True,0.0,0.0,0.0
18ef35c24b2c5c8e,DDC,True,0.0,0.0,0.0
18ef35c24b2c5c8e,EP,True,0.0,0.0,0.0
18ef35c24b2c5c8e,TTC,True,0.0,0.0,0.0
18ef35c24b2c5c8e,Comfort,True,0.0,0.0,0.0
e411175e07665392,NC,True,0.0,0.0,0.0
e411175e07665392,DAC,True,0.0,0.0,0.0
e411175e07665392,DDC,True,0.0,0.0,0.0
e411175e07665392,EP,True,0.0,0.0,0.0
e411175e07665392,TTC,True,0.0,0.0,0.0
e411175e07665392,Comfort,True,0.0,0.0,0.0
8af670cb9c5c55c1,NC,True,0.0,0.0,0.0
8af670cb9c5c55c1,DAC,True,0.0,0.0,0.0
8af670cb9c5c55c1,DDC,True,0.0,0.0,0.0
8af670cb9c5c55c1,EP,True,0.0,0.0,0.0
8af670cb9c5c55c1,TTC,True,0.0,0.0,0.0
8af670cb9c5c55c1,Comfort,True,0.0,0.0,0.0
e45d4e1245835372,NC,True,0.0,0.0,0.0
e45d4e1245835372,DAC,True,0.0,0.0,0.0
e45d4e1245835372,DDC,True,0.0,0.0,0.0
e45d4e1245835372,EP,True,0.0,0.0,0.0
e45d4e1245835372,TTC,True,0.0,0.0,0.0
e45d4e1245835372,Comfort,True,0.0,0.0,0.0
a39639adc33b5cb4,NC,True,0.0,0.0,0.0
a39639adc33b5cb4,DAC,True,0.0,0.0,0.0
a39639adc33b5cb4,DDC,True,0.0,0.0,0.0
a39639adc33b5cb4,EP,True,0.0,0.0,0.0
a39639adc33b5cb4,TTC,True,0.0,0.0,0.0
a39639adc33b5cb4,Comfort,True,0.0,0.0,0.0
41ccc41aa6d95648,NC,True,0.0,0.0,0.0
41ccc41aa6d95648,DAC,True,0.0,0.0,0.0
41ccc41aa6d95648,DDC,True,0.0,0.0,0.0
41ccc41aa6d95648,EP,True,0.0,0.0,0.0
41ccc41aa6d95648,TTC,True,0.0,0.0,0.0
41ccc41aa6d95648,Comfort,True,0.0,0.0,0.0
71769d75a0cd5e6c,NC,True,0.0,0.0,0.0
71769d75a0cd5e6c,DAC,True,0.0,0.0,0.0
71769d75a0cd5e6c,DDC,True,0.0,0.0,0.0
71769d75a0cd5e6c,EP,True,0.0703125,0.9000867605209351,0.03459369018673897
71769d75a0cd5e6c,TTC,True,0.0,0.0,0.0
71769d75a0cd5e6c,Comfort,True,0.0,0.0,0.0
393f663e1fa05ed9,NC,True,0.0,0.0,0.0
393f663e1fa05ed9,DAC,True,0.0,0.0,0.0
393f663e1fa05ed9,DDC,True,0.0,0.0,0.0
393f663e1fa05ed9,EP,True,0.0,0.0,0.0
393f663e1fa05ed9,TTC,True,0.0,0.0,0.0
393f663e1fa05ed9,Comfort,True,0.0,0.0,0.0
b0a901f8ac6c5102,NC,True,0.0,0.0,0.0
b0a901f8ac6c5102,DAC,True,0.0,0.0,0.0
b0a901f8ac6c5102,DDC,True,0.0,0.0,0.0
b0a901f8ac6c5102,EP,True,0.0,0.0,0.0
b0a901f8ac6c5102,TTC,True,0.0,0.0,0.0
b0a901f8ac6c5102,Comfort,True,0.0,0.0,0.0
ac60efafd59d5030,NC,True,0.0,0.0,0.0
ac60efafd59d5030,DAC,True,0.0,0.0,0.0
ac60efafd59d5030,DDC,True,0.0,0.0,0.0
ac60efafd59d5030,EP,True,0.0,0.0,0.0
ac60efafd59d5030,TTC,True,0.0,0.0,0.0
ac60efafd59d5030,Comfort,True,0.0,0.0,0.0
011bf18390365320,NC,True,0.0,0.0,0.0
011bf18390365320,DAC,True,0.0,0.0,0.0
011bf18390365320,DDC,True,0.0,0.0,0.0
011bf18390365320,EP,True,0.05078125,0.8857635259628296,0.024828912690281868
011bf18390365320,TTC,True,0.0,0.0,0.0
011bf18390365320,Comfort,True,0.0,0.0,0.0
1f9bf387b3665b8b,NC,True,0.0,0.0,0.0
1f9bf387b3665b8b,DAC,True,0.0,0.0,0.0
1f9bf387b3665b8b,DDC,True,0.0,0.0,0.0
1f9bf387b3665b8b,EP,True,0.0,0.0,0.0
1f9bf387b3665b8b,TTC,True,0.0,0.0,0.0
1f9bf387b3665b8b,Comfort,True,0.0,0.0,0.0
ffbed38f63fe5687,NC,True,0.0,0.0,0.0
ffbed38f63fe5687,DAC,True,0.0,0.0,0.0
ffbed38f63fe5687,DDC,True,0.0,0.0,0.0
ffbed38f63fe5687,EP,True,0.0,0.0,0.0
ffbed38f63fe5687,TTC,True,0.0,0.0,0.0
ffbed38f63fe5687,Comfort,True,0.0,0.0,0.0
7368daf9b917558c,NC,True,0.0,0.0,0.0
7368daf9b917558c,DAC,True,0.0,0.0,0.0
7368daf9b917558c,DDC,True,0.0,0.0,0.0
7368daf9b917558c,EP,True,0.0,0.0,0.0
7368daf9b917558c,TTC,True,0.0,0.0,0.0
7368daf9b917558c,Comfort,True,0.0,0.0,0.0
5e1686b780be58fb,NC,True,0.0,0.0,0.0
5e1686b780be58fb,DAC,True,0.0,0.0,0.0
5e1686b780be58fb,DDC,True,0.0,0.0,0.0
5e1686b780be58fb,EP,True,0.0,0.0,0.0
5e1686b780be58fb,TTC,True,0.0,0.0,0.0
5e1686b780be58fb,Comfort,True,0.0,0.0,0.0
96afe9fa40265392,NC,True,0.0,0.0,0.0
96afe9fa40265392,DAC,True,0.0,0.0,0.0
96afe9fa40265392,DDC,True,0.0,0.0,0.0
96afe9fa40265392,EP,True,0.0,0.0,0.0
96afe9fa40265392,TTC,True,0.0,0.0,0.0
96afe9fa40265392,Comfort,True,0.0,0.0,0.0
92ff8189fbcd57cc,NC,True,0.0,0.0,0.0
92ff8189fbcd57cc,DAC,True,0.0,0.0,0.0
92ff8189fbcd57cc,DDC,True,0.0,0.0,0.0
92ff8189fbcd57cc,EP,True,0.0,0.0,0.0
92ff8189fbcd57cc,TTC,True,0.0,0.0,0.0
92ff8189fbcd57cc,Comfort,True,0.0,0.0,0.0
3ecf2b9afa505c51,NC,True,0.0,0.0,0.0
3ecf2b9afa505c51,DAC,True,0.0,0.0,0.0
3ecf2b9afa505c51,DDC,True,0.0,0.0,0.0
3ecf2b9afa505c51,EP,True,0.0,0.0,0.0
3ecf2b9afa505c51,TTC,True,0.0,0.0,0.0
3ecf2b9afa505c51,Comfort,True,0.0,0.0,0.0
ce1800c04ada5319,NC,True,0.0,0.0,0.0
ce1800c04ada5319,DAC,True,0.0,0.0,0.0
ce1800c04ada5319,DDC,True,0.0,0.0,0.0
ce1800c04ada5319,EP,True,0.0,0.0,0.0
ce1800c04ada5319,TTC,True,0.0,0.0,0.0
ce1800c04ada5319,Comfort,True,0.0,0.0,0.0
c98a40676c385a1b,NC,True,0.0,0.0,0.0
c98a40676c385a1b,DAC,True,0.0,0.0,0.0
c98a40676c385a1b,DDC,True,0.0,0.0,0.0
c98a40676c385a1b,EP,True,0.0,0.0,0.0
c98a40676c385a1b,TTC,True,0.0,0.0,0.0
c98a40676c385a1b,Comfort,True,0.0,0.0,0.0
2138334754ce51bd,NC,True,0.0,0.0,0.0
2138334754ce51bd,DAC,True,0.0,0.0,0.0
2138334754ce51bd,DDC,True,0.0,0.0,0.0
2138334754ce51bd,EP,True,0.0,0.0,0.0
2138334754ce51bd,TTC,True,0.0,0.0,0.0
2138334754ce51bd,Comfort,True,0.0,0.0,0.0
453a22ec3b3c5b45,NC,True,0.0,0.0,0.0
453a22ec3b3c5b45,DAC,True,0.0,0.0,0.0
453a22ec3b3c5b45,DDC,True,0.0,0.0,0.0
453a22ec3b3c5b45,EP,True,0.0,0.0,0.0
453a22ec3b3c5b45,TTC,True,0.0,0.0,0.0
453a22ec3b3c5b45,Comfort,True,0.0,0.0,0.0
17dc75453e875096,NC,True,0.0,0.0,0.0
17dc75453e875096,DAC,True,0.0,0.0,0.0
17dc75453e875096,DDC,True,0.0,0.0,0.0
17dc75453e875096,EP,True,0.0,0.0,0.0
17dc75453e875096,TTC,True,0.0,0.0,0.0
17dc75453e875096,Comfort,True,0.0,0.0,0.0
cb31499c94365ab2,NC,True,0.0,0.0,0.0
cb31499c94365ab2,DAC,True,0.0,0.0,0.0
cb31499c94365ab2,DDC,True,0.0,0.0,0.0
cb31499c94365ab2,EP,True,0.0,0.0,0.0
cb31499c94365ab2,TTC,True,0.0,0.0,0.0
cb31499c94365ab2,Comfort,True,0.0,0.0,0.0
816835a3404455ed,NC,True,0.0,0.0,0.0
816835a3404455ed,DAC,True,0.0,0.0,0.0
816835a3404455ed,DDC,True,0.0,0.0,0.0
816835a3404455ed,EP,True,0.0,0.0,0.0
816835a3404455ed,TTC,True,0.0,0.0,0.0
816835a3404455ed,Comfort,True,0.0,0.0,0.0
63455f1ef124593d,NC,True,0.0,0.0,0.0
63455f1ef124593d,DAC,True,0.0,0.0,0.0
63455f1ef124593d,DDC,True,0.0,0.0,0.0
63455f1ef124593d,EP,True,0.05078125,0.8469225168228149,0.034635525196790695
63455f1ef124593d,TTC,True,0.0,0.0,0.0
63455f1ef124593d,Comfort,True,0.0,0.0,0.0
a97370099c2a5788,NC,True,0.0,0.0,0.0
a97370099c2a5788,DAC,True,0.0,0.0,0.0
a97370099c2a5788,DDC,True,0.0,0.0,0.0
a97370099c2a5788,EP,True,0.0,0.0,0.0
a97370099c2a5788,TTC,True,0.0,0.0,0.0
a97370099c2a5788,Comfort,True,0.0,0.0,0.0
4024cfec37015bc9,NC,True,0.0,0.0,0.0
4024cfec37015bc9,DAC,True,0.0,0.0,0.0
4024cfec37015bc9,DDC,True,0.0,0.0,0.0
4024cfec37015bc9,EP,True,0.0,0.0,0.0
4024cfec37015bc9,TTC,True,0.0,0.0,0.0
4024cfec37015bc9,Comfort,True,0.0,0.0,0.0
b1253c92df8c569e,NC,True,0.0,0.0,0.0
b1253c92df8c569e,DAC,True,0.0,0.0,0.0
b1253c92df8c569e,DDC,True,0.0,0.0,0.0
b1253c92df8c569e,EP,True,0.0,0.0,0.0
b1253c92df8c569e,TTC,True,0.0,0.0,0.0
b1253c92df8c569e,Comfort,True,0.0,0.0,0.0
e3df5cbe38765879,NC,True,0.0,0.0,0.0
e3df5cbe38765879,DAC,True,0.0,0.0,0.0
e3df5cbe38765879,DDC,True,0.0,0.0,0.0
e3df5cbe38765879,EP,True,0.0,0.0,0.0
e3df5cbe38765879,TTC,True,0.0,0.0,0.0
e3df5cbe38765879,Comfort,True,0.0,0.0,0.0
3a86facf3ce45abd,NC,True,0.0,0.0,0.0
3a86facf3ce45abd,DAC,True,0.0,0.0,0.0
3a86facf3ce45abd,DDC,True,0.0,0.0,0.0
3a86facf3ce45abd,EP,True,0.05078125,0.7795490026473999,0.03281552344560623
3a86facf3ce45abd,TTC,True,0.0,0.0,0.0
3a86facf3ce45abd,Comfort,True,0.0,0.0,0.0
e51b1e738bee531a,NC,True,0.0,0.0,0.0
e51b1e738bee531a,DAC,True,0.0,0.0,0.0
e51b1e738bee531a,DDC,True,0.0,0.0,0.0
e51b1e738bee531a,EP,True,0.0,0.0,0.0
e51b1e738bee531a,TTC,True,0.0,0.0,0.0
e51b1e738bee531a,Comfort,True,0.0,0.0,0.0
e51107ef55c55041,NC,True,0.0,0.0,0.0
e51107ef55c55041,DAC,True,0.0,0.0,0.0
e51107ef55c55041,DDC,True,0.0,0.0,0.0
e51107ef55c55041,EP,True,0.0,0.0,0.0
e51107ef55c55041,TTC,True,0.0,0.0,0.0
e51107ef55c55041,Comfort,True,0.0,0.0,0.0
947dd343ad1c5fa1,NC,True,0.0,0.0,0.0
947dd343ad1c5fa1,DAC,True,0.0,0.0,0.0
947dd343ad1c5fa1,DDC,True,0.0,0.0,0.0
947dd343ad1c5fa1,EP,True,0.0,0.0,0.0
947dd343ad1c5fa1,TTC,True,0.0,0.0,0.0
947dd343ad1c5fa1,Comfort,True,0.0,0.0,0.0
4aee71274a115ea7,NC,True,0.0,0.0,0.0
4aee71274a115ea7,DAC,True,0.0,0.0,0.0
4aee71274a115ea7,DDC,True,0.0,0.0,0.0
4aee71274a115ea7,EP,True,0.0,0.0,0.0
4aee71274a115ea7,TTC,True,0.0,0.0,0.0
4aee71274a115ea7,Comfort,True,0.0,0.0,0.0
b5dc316258cc50fa,NC,True,0.0,0.0,0.0
b5dc316258cc50fa,DAC,True,0.0,0.0,0.0
b5dc316258cc50fa,DDC,True,0.0,0.0,0.0
b5dc316258cc50fa,EP,True,0.0,0.0,0.0
b5dc316258cc50fa,TTC,True,0.0,0.0,0.0
b5dc316258cc50fa,Comfort,True,0.0,0.0,0.0
2441972d09265b96,NC,True,0.0,0.0,0.0
2441972d09265b96,DAC,True,0.0,0.0,0.0
2441972d09265b96,DDC,True,0.0,0.0,0.0
2441972d09265b96,EP,True,0.0,0.0,0.0
2441972d09265b96,TTC,True,0.0,0.0,0.0
2441972d09265b96,Comfort,True,0.0,0.0,0.0
506f938d7bf65360,NC,True,0.0,0.0,0.0
506f938d7bf65360,DAC,True,0.0,0.0,0.0
506f938d7bf65360,DDC,True,0.0,0.0,0.0
506f938d7bf65360,EP,True,0.0,0.0,0.0
506f938d7bf65360,TTC,True,0.0,0.0,0.0
506f938d7bf65360,Comfort,True,0.0,0.0,0.0
bcd120caf43e5db4,NC,True,0.0,0.0,0.0
bcd120caf43e5db4,DAC,True,0.0,0.0,0.0
bcd120caf43e5db4,DDC,True,0.0,0.0,0.0
bcd120caf43e5db4,EP,True,0.0,0.0,0.0
bcd120caf43e5db4,TTC,True,0.0,0.0,0.0
bcd120caf43e5db4,Comfort,True,0.0,0.0,0.0
3e5d686ddaba5b0b,NC,True,0.0,0.0,0.0
3e5d686ddaba5b0b,DAC,True,0.0,0.0,0.0
3e5d686ddaba5b0b,DDC,True,0.0,0.0,0.0
3e5d686ddaba5b0b,EP,True,0.0,0.0,0.0
3e5d686ddaba5b0b,TTC,True,0.0,0.0,0.0
3e5d686ddaba5b0b,Comfort,True,0.0,0.0,0.0
51e2541a8fcb55a6,NC,True,0.0,0.0,0.0
51e2541a8fcb55a6,DAC,True,0.0,0.0,0.0
51e2541a8fcb55a6,DDC,True,0.0,0.0,0.0
51e2541a8fcb55a6,EP,True,0.0,0.0,0.0
51e2541a8fcb55a6,TTC,True,0.0,0.0,0.0
51e2541a8fcb55a6,Comfort,True,0.0,0.0,0.0
5925162aacd05953,NC,True,0.0,0.0,0.0
5925162aacd05953,DAC,True,0.0,0.0,0.0
5925162aacd05953,DDC,True,0.0,0.0,0.0
5925162aacd05953,EP,True,0.0,0.0,0.0
5925162aacd05953,TTC,True,0.0,0.0,0.0
5925162aacd05953,Comfort,True,0.0,0.0,0.0
84e1ac13f33052d5,NC,True,0.0,0.0,0.0
84e1ac13f33052d5,DAC,True,0.0,0.0,0.0
84e1ac13f33052d5,DDC,True,0.0,0.0,0.0
84e1ac13f33052d5,EP,True,0.0,0.0,0.0
84e1ac13f33052d5,TTC,True,0.0,0.0,0.0
84e1ac13f33052d5,Comfort,True,0.0,0.0,0.0
a207b6ca15ea57c9,NC,True,0.0,0.0,0.0
a207b6ca15ea57c9,DAC,True,0.0,0.0,0.0
a207b6ca15ea57c9,DDC,True,0.0,0.0,0.0
a207b6ca15ea57c9,EP,True,0.0,0.0,0.0
a207b6ca15ea57c9,TTC,True,0.0,0.0,0.0
a207b6ca15ea57c9,Comfort,True,0.0,0.0,0.0
3173916338cc5b61,NC,True,0.0,0.0,0.0
3173916338cc5b61,DAC,True,0.0,0.0,0.0
3173916338cc5b61,DDC,True,0.0,0.0,0.0
3173916338cc5b61,EP,True,0.0,0.0,0.0
3173916338cc5b61,TTC,True,0.0,0.0,0.0
3173916338cc5b61,Comfort,True,0.0,0.0,0.0
73640d9a58175e58,NC,True,0.0,0.0,0.0
73640d9a58175e58,DAC,True,0.0,0.0,0.0
