log_name,fold,expected_scenes,summary_present,summary_complete,summary_failure_count,target_scenes,target_coverage,candidate_rows,candidate_scenes,candidate_valid,gt_exactly_once_rate,candidate_index_valid_rate,metric_rows,metric_scenes,metric_valid,scoring_success_rate
2021.06.09.17.23.18_veh-38_00016_00120,2,6,True,True,0,6,1.0,96,6,True,1.0,1.0,96,6,True,1.0
2021.06.09.17.23.18_veh-38_00131_00294,4,20,True,True,0,20,1.0,320,20,True,1.0,1.0,320,20,True,1.0
2021.06.09.17.23.18_veh-38_00305_00597,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.17.23.18_veh-38_00609_00762,2,32,True,True,0,32,1.0,512,32,True,1.0,1.0,512,32,True,1.0
2021.06.09.17.23.18_veh-38_00773_01140,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.17.23.18_veh-38_01151_01532,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.17.23.18_veh-38_01598_01750,3,36,True,True,0,36,1.0,576,36,True,1.0,1.0,576,36,True,1.0
2021.06.09.17.23.18_veh-38_01761_02019,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.17.23.18_veh-38_02094_02305,3,30,True,True,0,30,1.0,480,30,True,1.0,1.0,480,30,True,1.0
2021.06.09.17.23.18_veh-38_02316_02391,4,19,True,True,0,19,1.0,304,19,True,1.0,1.0,304,19,True,1.0
2021.06.09.17.23.18_veh-38_02450_02515,1,18,True,True,0,18,1.0,288,18,True,1.0,1.0,288,18,True,1.0
2021.06.09.17.23.18_veh-38_02526_03027,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.17.23.18_veh-38_03095_03280,1,24,True,True,0,24,1.0,384,24,True,1.0,1.0,384,24,True,1.0
2021.06.09.17.23.18_veh-38_03302_03414,0,5,True,True,0,5,1.0,80,5,True,1.0,1.0,80,5,True,1.0
2021.06.09.17.23.18_veh-38_03425_04047,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.17.23.18_veh-38_04163_04245,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.17.23.18_veh-38_04286_04521,1,40,True,True,0,40,1.0,640,40,True,1.0,1.0,640,40,True,1.0
2021.06.09.17.23.18_veh-38_04544_04697,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.17.23.18_veh-38_04708_04770,2,9,True,True,0,9,1.0,144,9,True,1.0,1.0,144,9,True,1.0
2021.06.09.17.23.18_veh-38_04782_05228,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.17.23.18_veh-38_05239_05412,3,17,True,True,0,17,1.0,272,17,True,1.0,1.0,272,17,True,1.0
2021.06.09.17.23.18_veh-38_05423_05550,1,35,True,True,0,35,1.0,560,35,True,1.0,1.0,560,35,True,1.0
2021.06.09.17.23.18_veh-38_05602_05695,2,41,True,True,0,41,1.0,656,41,True,1.0,1.0,656,41,True,1.0
2021.06.09.17.37.09_veh-12_00016_00140,1,48,True,True,0,48,1.0,768,48,True,1.0,1.0,768,48,True,1.0
2021.06.09.17.37.09_veh-12_00151_00393,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.17.37.09_veh-12_00404_00864,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.17.37.09_veh-12_00875_01204,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.17.37.09_veh-12_01215_01375,0,33,True,True,0,33,1.0,528,33,True,1.0,1.0,528,33,True,1.0
2021.06.09.17.37.09_veh-12_01386_01454,3,16,True,True,0,16,1.0,256,16,True,1.0,1.0,256,16,True,1.0
2021.06.09.17.37.09_veh-12_01465_01790,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.17.37.09_veh-12_01801_01925,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.17.37.09_veh-12_01936_02067,0,19,True,True,0,19,1.0,304,19,True,1.0,1.0,304,19,True,1.0
2021.06.09.17.37.09_veh-12_02082_02170,4,6,True,True,0,6,1.0,96,6,True,1.0,1.0,96,6,True,1.0
2021.06.09.17.37.09_veh-12_02239_02313,4,39,True,True,0,39,1.0,624,39,True,1.0,1.0,624,39,True,1.0
2021.06.09.17.37.09_veh-12_02324_02434,3,20,True,True,0,20,1.0,320,20,True,1.0,1.0,320,20,True,1.0
2021.06.09.17.37.09_veh-12_02445_02566,1,19,True,True,0,19,1.0,304,19,True,1.0,1.0,304,19,True,1.0
2021.06.09.17.37.09_veh-12_02639_02992,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.17.37.09_veh-12_03003_03121,1,5,True,True,0,5,1.0,80,5,True,1.0,1.0,80,5,True,1.0
2021.06.09.17.37.09_veh-12_03132_03193,2,7,True,True,0,7,1.0,112,7,True,1.0,1.0,112,7,True,1.0
2021.06.09.17.37.09_veh-12_03219_03372,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.17.37.09_veh-12_03420_03578,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.17.37.09_veh-12_03600_03810,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.17.37.09_veh-12_03830_04329,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.17.37.09_veh-12_04489_04816,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.18.23.43_veh-35_00026_00274,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.18.23.43_veh-35_00349_00544,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.18.23.43_veh-35_00555_00726,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.18.23.43_veh-35_00799_01004,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.18.23.43_veh-35_01028_01221,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.18.23.43_veh-35_01232_01405,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.18.23.43_veh-35_01416_01573,0,45,True,True,0,45,1.0,720,45,True,1.0,1.0,720,45,True,1.0
2021.06.09.18.23.43_veh-35_01584_01691,0,19,True,True,0,19,1.0,304,19,True,1.0,1.0,304,19,True,1.0
2021.06.09.18.23.43_veh-35_01702_01928,3,37,True,True,0,37,1.0,592,37,True,1.0,1.0,592,37,True,1.0
2021.06.09.18.23.43_veh-35_01939_02025,2,23,True,True,0,23,1.0,368,23,True,1.0,1.0,368,23,True,1.0
2021.06.09.18.23.43_veh-35_02086_02333,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.18.23.43_veh-35_02344_02669,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.18.23.43_veh-35_02680_02868,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.18.23.43_veh-35_02945_03099,4,16,True,True,0,16,1.0,256,16,True,1.0,1.0,256,16,True,1.0
2021.06.09.18.23.43_veh-35_03110_03179,3,35,True,True,0,35,1.0,560,35,True,1.0,1.0,560,35,True,1.0
2021.06.09.18.23.43_veh-35_03190_03392,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.18.23.43_veh-35_03403_03481,0,20,True,True,0,20,1.0,320,20,True,1.0,1.0,320,20,True,1.0
2021.06.09.18.23.43_veh-35_03500_03586,4,43,True,True,0,43,1.0,688,43,True,1.0,1.0,688,43,True,1.0
2021.06.09.18.23.43_veh-35_03609_03793,3,38,True,True,0,38,1.0,608,38,True,1.0,1.0,608,38,True,1.0
2021.06.09.18.23.43_veh-35_03804_03956,0,29,True,True,0,29,1.0,464,29,True,1.0,1.0,464,29,True,1.0
2021.06.09.18.23.43_veh-35_03967_05057,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.18.23.43_veh-35_05068_05186,0,16,True,True,0,16,1.0,256,16,True,1.0,1.0,256,16,True,1.0
2021.06.09.18.23.43_veh-35_05198_05504,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.19.40.26_veh-12_00133_00268,1,38,True,True,0,38,1.0,608,38,True,1.0,1.0,608,38,True,1.0
2021.06.09.19.40.26_veh-12_00279_01212,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.19.40.26_veh-12_01241_01510,1,30,True,False,1,29,0.9666666666666667,464,29,False,1.0,1.0,464,29,False,1.0
2021.06.09.19.40.26_veh-12_01525_02020,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.19.40.26_veh-12_02031_02228,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.20.26.11_veh-35_00026_00236,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.20.26.11_veh-35_00247_00529,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.20.26.11_veh-35_00540_00789,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.20.26.11_veh-35_00825_00942,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.20.26.11_veh-35_00970_01216,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.09.20.26.11_veh-35_01227_01514,1,44,True,True,0,44,1.0,704,44,True,1.0,1.0,704,44,True,1.0
2021.06.14.11.44.56_veh-35_00059_00410,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.11.44.56_veh-35_00453_00731,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.11.44.56_veh-35_00742_00927,1,18,True,True,0,18,1.0,288,18,True,1.0,1.0,288,18,True,1.0
2021.06.14.11.44.56_veh-35_00938_01134,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.11.44.56_veh-35_01145_01297,4,35,True,True,0,35,1.0,560,35,True,1.0,1.0,560,35,True,1.0
2021.06.14.11.44.56_veh-35_01308_01584,4,25,True,True,0,25,1.0,400,25,True,1.0,1.0,400,25,True,1.0
2021.06.14.11.44.56_veh-35_01595_01804,3,49,True,True,0,49,1.0,784,49,True,1.0,1.0,784,49,True,1.0
2021.06.14.11.44.56_veh-35_01869_01972,4,6,True,True,0,6,1.0,96,6,True,1.0,1.0,96,6,True,1.0
2021.06.14.11.44.56_veh-35_01983_02053,1,19,True,True,0,19,1.0,304,19,True,1.0,1.0,304,19,True,1.0
2021.06.14.11.44.56_veh-35_02064_02388,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.11.44.56_veh-35_02399_02672,1,15,True,True,0,15,1.0,240,15,True,1.0,1.0,240,15,True,1.0
2021.06.14.11.44.56_veh-35_02696_02932,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.11.44.56_veh-35_02983_03378,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.11.44.56_veh-35_03389_04017,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.11.44.56_veh-35_04178_05084,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.11.44.56_veh-35_05211_05338,3,49,True,True,0,49,1.0,784,49,True,1.0,1.0,784,49,True,1.0
2021.06.14.13.27.42_veh-35_00005_00123,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.13.27.42_veh-35_00142_00231,1,8,True,True,0,8,1.0,128,8,True,1.0,1.0,128,8,True,1.0
2021.06.14.13.27.42_veh-35_00243_00342,1,19,True,True,0,19,1.0,304,19,True,1.0,1.0,304,19,True,1.0
2021.06.14.13.27.42_veh-35_00353_00531,4,45,True,True,0,45,1.0,720,45,True,1.0,1.0,720,45,True,1.0
2021.06.14.13.27.42_veh-35_00542_00645,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.13.27.42_veh-35_00691_00798,3,9,True,True,0,9,1.0,144,9,True,1.0,1.0,144,9,True,1.0
2021.06.14.13.27.42_veh-35_00842_00940,3,20,True,True,0,20,1.0,320,20,True,1.0,1.0,320,20,True,1.0
2021.06.14.13.27.42_veh-35_01025_01086,3,41,True,True,0,41,1.0,656,41,True,1.0,1.0,656,41,True,1.0
2021.06.14.13.27.42_veh-35_01160_01331,1,32,True,True,0,32,1.0,512,32,True,1.0,1.0,512,32,True,1.0
2021.06.14.13.27.42_veh-35_01342_01461,2,8,True,True,0,8,1.0,128,8,True,1.0,1.0,128,8,True,1.0
2021.06.14.13.27.42_veh-35_01472_01666,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.13.27.42_veh-35_01698_01822,4,11,True,True,0,11,1.0,176,11,True,1.0,1.0,176,11,True,1.0
2021.06.14.13.27.42_veh-35_01854_01994,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.13.27.42_veh-35_02028_02106,1,28,True,True,0,28,1.0,448,28,True,1.0,1.0,448,28,True,1.0
2021.06.14.13.27.42_veh-35_02117_02272,4,18,True,True,0,18,1.0,288,18,True,1.0,1.0,288,18,True,1.0
2021.06.14.13.27.42_veh-35_02283_02603,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.13.27.42_veh-35_02614_02842,0,36,True,True,0,36,1.0,576,36,True,1.0,1.0,576,36,True,1.0
2021.06.14.13.27.42_veh-35_02853_02953,1,40,True,True,0,40,1.0,640,40,True,1.0,1.0,640,40,True,1.0
2021.06.14.13.27.42_veh-35_03142_03404,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.13.27.42_veh-35_03463_03587,1,13,True,True,0,13,1.0,208,13,True,1.0,1.0,208,13,True,1.0
2021.06.14.13.27.42_veh-35_03624_03705,3,32,True,True,0,32,1.0,512,32,True,1.0,1.0,512,32,True,1.0
2021.06.14.13.27.42_veh-35_03806_03990,1,26,True,True,0,26,1.0,416,26,True,1.0,1.0,416,26,True,1.0
2021.06.14.13.27.42_veh-35_04001_04236,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.13.27.42_veh-35_04362_04572,2,32,True,True,0,32,1.0,512,32,True,1.0,1.0,512,32,True,1.0
2021.06.14.13.27.42_veh-35_04596_04692,2,18,True,True,0,18,1.0,288,18,True,1.0,1.0,288,18,True,1.0
2021.06.14.13.27.42_veh-35_04704_04782,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.13.27.42_veh-35_04793_04883,0,6,True,True,0,6,1.0,96,6,True,1.0,1.0,96,6,True,1.0
2021.06.14.13.27.42_veh-35_04894_05018,3,43,True,True,0,43,1.0,688,43,True,1.0,1.0,688,43,True,1.0
2021.06.14.13.27.42_veh-35_05029_05340,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.13.28.41_veh-12_00005_00158,2,22,True,True,0,22,1.0,352,22,True,1.0,1.0,352,22,True,1.0
2021.06.14.13.28.41_veh-12_00169_00783,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.13.28.41_veh-12_00906_01063,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.13.28.41_veh-12_01138_01284,0,30,True,True,0,30,1.0,480,30,True,1.0,1.0,480,30,True,1.0
2021.06.14.13.28.41_veh-12_01313_01541,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.13.28.41_veh-12_01591_01695,2,14,True,True,0,14,1.0,224,14,True,1.0,1.0,224,14,True,1.0
2021.06.14.13.28.41_veh-12_01779_02059,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.13.28.41_veh-12_02070_02140,4,26,True,True,0,26,1.0,416,26,True,1.0,1.0,416,26,True,1.0
2021.06.14.13.28.41_veh-12_02245_02340,3,3,True,True,0,3,1.0,48,3,True,1.0,1.0,48,3,True,1.0
2021.06.14.13.28.41_veh-12_02414_02601,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.13.28.41_veh-12_02612_02703,2,18,True,True,0,18,1.0,288,18,True,1.0,1.0,288,18,True,1.0
2021.06.14.13.28.41_veh-12_02845_03153,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.13.28.41_veh-12_03221_03301,4,15,True,True,0,15,1.0,240,15,True,1.0,1.0,240,15,True,1.0
2021.06.14.13.28.41_veh-12_03763_03829,2,1,True,True,0,1,1.0,16,1,True,1.0,1.0,16,1,True,1.0
2021.06.14.13.28.41_veh-12_03841_04014,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.13.28.41_veh-12_04090_04289,3,29,True,True,0,29,1.0,464,29,True,1.0,1.0,464,29,True,1.0
2021.06.14.13.28.41_veh-12_04300_04506,0,26,True,True,0,26,1.0,416,26,True,1.0,1.0,416,26,True,1.0
2021.06.14.13.28.41_veh-12_04530_04609,2,12,True,True,0,12,1.0,192,12,True,1.0,1.0,192,12,True,1.0
2021.06.14.13.28.41_veh-12_04719_04892,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.13.28.41_veh-12_04903_05107,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.13.28.41_veh-12_05118_05258,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.13.28.41_veh-12_05269_05369,2,41,True,True,0,41,1.0,656,41,True,1.0,1.0,656,41,True,1.0
2021.06.14.14.03.45_veh-38_00088_00769,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.14.03.45_veh-38_00780_01007,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.14.03.45_veh-38_01018_01144,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.14.03.45_veh-38_01155_01358,4,23,True,True,0,23,1.0,368,23,True,1.0,1.0,368,23,True,1.0
2021.06.14.14.03.45_veh-38_01624_01811,3,11,True,True,0,11,1.0,176,11,True,1.0,1.0,176,11,True,1.0
2021.06.14.14.03.45_veh-38_01927_01996,0,27,True,True,0,27,1.0,432,27,True,1.0,1.0,432,27,True,1.0
2021.06.14.14.03.45_veh-38_02007_02072,4,20,True,True,0,20,1.0,320,20,True,1.0,1.0,320,20,True,1.0
2021.06.14.14.03.45_veh-38_02112_03169,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.14.03.45_veh-38_03180_03766,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.14.03.45_veh-38_04137_04387,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.14.03.45_veh-38_04398_04488,4,33,True,True,0,33,1.0,528,33,True,1.0,1.0,528,33,True,1.0
2021.06.14.14.03.45_veh-38_04499_05170,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.14.03.45_veh-38_05222_05347,4,24,True,True,0,24,1.0,384,24,True,1.0,1.0,384,24,True,1.0
2021.06.14.14.25.15_veh-26_00398_00578,0,7,True,True,0,7,1.0,112,7,True,1.0,1.0,112,7,True,1.0
2021.06.14.14.25.15_veh-26_00597_00827,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.14.25.15_veh-26_00867_01088,0,30,True,True,0,30,1.0,480,30,True,1.0,1.0,480,30,True,1.0
2021.06.14.14.25.15_veh-26_01236_01585,1,43,True,True,0,43,1.0,688,43,True,1.0,1.0,688,43,True,1.0
2021.06.14.14.25.15_veh-26_01600_01699,2,7,True,True,0,7,1.0,112,7,True,1.0,1.0,112,7,True,1.0
2021.06.14.14.25.15_veh-26_01835_01960,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.14.25.15_veh-26_02009_02099,3,24,True,True,0,24,1.0,384,24,True,1.0,1.0,384,24,True,1.0
2021.06.14.14.25.15_veh-26_02179_02316,1,9,True,True,0,9,1.0,144,9,True,1.0,1.0,144,9,True,1.0
2021.06.14.14.25.15_veh-26_02376_02575,3,18,True,True,0,18,1.0,288,18,True,1.0,1.0,288,18,True,1.0
2021.06.14.14.25.15_veh-26_02770_02830,4,16,True,True,0,16,1.0,256,16,True,1.0,1.0,256,16,True,1.0
2021.06.14.14.25.15_veh-26_02841_02921,0,18,True,True,0,18,1.0,288,18,True,1.0,1.0,288,18,True,1.0
2021.06.14.14.25.15_veh-26_02932_03190,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.14.25.15_veh-26_03201_03386,1,21,True,True,0,21,1.0,336,21,True,1.0,1.0,336,21,True,1.0
2021.06.14.14.25.15_veh-26_03415_03581,2,43,True,True,0,43,1.0,688,43,True,1.0,1.0,688,43,True,1.0
2021.06.14.14.25.15_veh-26_03592_03664,3,6,True,True,0,6,1.0,96,6,True,1.0,1.0,96,6,True,1.0
2021.06.14.14.25.15_veh-26_03675_03860,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.14.25.15_veh-26_03871_03953,0,26,True,True,0,26,1.0,416,26,True,1.0,1.0,416,26,True,1.0
2021.06.14.14.25.15_veh-26_03964_04278,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.14.25.15_veh-26_04289_04406,3,24,True,True,0,24,1.0,384,24,True,1.0,1.0,384,24,True,1.0
2021.06.14.14.25.15_veh-26_04417_04531,0,12,True,True,0,12,1.0,192,12,True,1.0,1.0,192,12,True,1.0
2021.06.14.14.25.15_veh-26_04542_04617,3,13,True,True,0,13,1.0,208,13,True,1.0,1.0,208,13,True,1.0
2021.06.14.14.25.15_veh-26_04936_05073,1,11,True,True,0,11,1.0,176,11,True,1.0,1.0,176,11,True,1.0
2021.06.14.14.25.15_veh-26_05108_05312,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.16.32.09_veh-35_00016_00087,3,6,True,True,0,6,1.0,96,6,True,1.0,1.0,96,6,True,1.0
2021.06.14.16.32.09_veh-35_00100_00272,4,13,True,True,0,13,1.0,208,13,True,1.0,1.0,208,13,True,1.0
2021.06.14.16.32.09_veh-35_00283_00357,4,9,True,True,0,9,1.0,144,9,True,1.0,1.0,144,9,True,1.0
2021.06.14.16.32.09_veh-35_00574_00989,0,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.16.32.09_veh-35_01219_01415,3,41,True,True,0,41,1.0,656,41,True,1.0,1.0,656,41,True,1.0
2021.06.14.16.32.09_veh-35_01489_01563,1,31,True,True,0,31,1.0,496,31,True,1.0,1.0,496,31,True,1.0
2021.06.14.16.32.09_veh-35_01620_01699,2,10,True,True,0,10,1.0,160,10,True,1.0,1.0,160,10,True,1.0
2021.06.14.16.32.09_veh-35_01710_01770,4,33,True,True,0,33,1.0,528,33,True,1.0,1.0,528,33,True,1.0
2021.06.14.16.32.09_veh-35_01781_02379,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.16.32.09_veh-35_02435_02526,2,19,True,True,0,19,1.0,304,19,True,1.0,1.0,304,19,True,1.0
2021.06.14.16.32.09_veh-35_02537_02597,1,3,True,True,0,3,1.0,48,3,True,1.0,1.0,48,3,True,1.0
2021.06.14.16.32.09_veh-35_02618_02873,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.16.32.09_veh-35_02928_03118,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.16.32.09_veh-35_03129_03220,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.16.32.09_veh-35_03231_03426,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.16.32.09_veh-35_03438_03580,1,16,True,True,0,16,1.0,256,16,True,1.0,1.0,256,16,True,1.0
2021.06.14.16.32.09_veh-35_03635_03792,4,2,True,True,0,2,1.0,32,2,True,1.0,1.0,32,2,True,1.0
2021.06.14.16.32.09_veh-35_03803_04103,3,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.16.32.09_veh-35_04114_04359,1,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.16.32.09_veh-35_04516_04698,3,19,True,True,0,19,1.0,304,19,True,1.0,1.0,304,19,True,1.0
2021.06.14.16.32.09_veh-35_04749_05027,3,5,True,True,0,5,1.0,80,5,True,1.0,1.0,80,5,True,1.0
2021.06.14.16.32.09_veh-35_05038_05402,1,38,True,True,0,38,1.0,608,38,True,1.0,1.0,608,38,True,1.0
2021.06.14.16.48.02_veh-12_00009_00127,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.16.48.02_veh-12_00285_00574,2,30,True,True,0,30,1.0,480,30,True,1.0,1.0,480,30,True,1.0
2021.06.14.16.48.02_veh-12_00585_00672,1,29,True,True,0,29,1.0,464,29,True,1.0,1.0,464,29,True,1.0
2021.06.14.16.48.02_veh-12_00721_00828,2,29,True,True,0,29,1.0,464,29,True,1.0,1.0,464,29,True,1.0
2021.06.14.16.48.02_veh-12_00839_00980,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.16.48.02_veh-12_01020_01720,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.16.48.02_veh-12_01732_01853,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.16.48.02_veh-12_01880_02198,2,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.16.48.02_veh-12_02317_02401,4,50,True,True,0,50,1.0,800,50,True,1.0,1.0,800,50,True,1.0
2021.06.14.16.48.02_veh-12_02412_02506,1,41,True,True,0,41,1.0,656,41,True,1.0,1.0,656,41,True,1.0
2021.06.14.16.48.02_veh-12_02517_02590,0,13,True,True,0,13,1.0,208,13,True,1.0,1.0,208,13,True,1.0
2021.06.14.16.48.02_veh-12_02679_02850,2,7,True,True,0,7,1.0,112,7,True,1.0,1.0,112,7,True,1.0
2021.06.14.16.48.02_veh-12_02861_03047,1,19,True,True,0,19,1.0,304,19,True,1.0,1.0,304,19,True,1.0
