group,model,fold,factor,bin,lower,upper,count,mean_probability,observed_rate
O6,linear,4,ttc,1,0.1,0.2,48972,0.1424258283165925,0.0844155844155844
O6,linear,4,ttc,2,0.2,0.3,23338,0.2444749281042768,0.2276544691061787
O6,linear,4,ttc,3,0.3,0.4,12894,0.3450161585705917,0.338684659531565
O6,linear,4,ttc,4,0.4,0.5,6824,0.4448132596054013,0.4441676436107855
O6,linear,4,ttc,5,0.5,0.6000000000000001,3569,0.5444446325836545,0.5239562902773887
O6,linear,4,ttc,6,0.6000000000000001,0.7000000000000001,1730,0.6437322630014034,0.5947976878612716
O6,linear,4,ttc,7,0.7000000000000001,0.8,856,0.7454152420580944,0.639018691588785
O6,linear,4,ttc,8,0.8,0.9,516,0.8474789492843687,0.5581395348837209
O6,linear,4,ttc,9,0.9,1.0,489,0.9554946520089616,0.556237218813906
O6,mlp,0,collision,0,0.0,0.1,109475,0.0198452325734685,0.0159397122630737
O6,mlp,0,collision,1,0.1,0.2,14326,0.1438863880414337,0.1005165433477593
O6,mlp,0,collision,2,0.2,0.3,7746,0.2460121378906623,0.1745416989413891
O6,mlp,0,collision,3,0.3,0.4,4763,0.3468670865742569,0.2441738400167961
O6,mlp,0,collision,4,0.4,0.5,3421,0.4469307985214489,0.3338205203156971
O6,mlp,0,collision,5,0.5,0.6000000000000001,2506,0.5469033215536847,0.4293695131683958
O6,mlp,0,collision,6,0.6000000000000001,0.7000000000000001,1639,0.6465499549831393,0.5436241610738255
O6,mlp,0,collision,7,0.7000000000000001,0.8,1006,0.7457394439349354,0.6620278330019881
O6,mlp,0,collision,8,0.8,0.9,321,0.8351613914483804,0.7507788161993769
O6,mlp,0,collision,9,0.9,1.0,13,0.9158518818708566,0.6153846153846154
O6,mlp,0,ttc,0,0.0,0.1,80234,0.0317359489761193,0.0381882992247675
O6,mlp,0,ttc,1,0.1,0.2,21492,0.1445236048081717,0.1304206216266517
O6,mlp,0,ttc,2,0.2,0.3,12654,0.2466945456494289,0.2045993361782835
O6,mlp,0,ttc,3,0.3,0.4,9057,0.3475026215486367,0.2838688307386552
O6,mlp,0,ttc,4,0.4,0.5,6813,0.4481800948709148,0.3703214442976662
O6,mlp,0,ttc,5,0.5,0.6000000000000001,5514,0.5478577320239316,0.4593761334784185
O6,mlp,0,ttc,6,0.6000000000000001,0.7000000000000001,4248,0.6487352480294565,0.5600282485875706
O6,mlp,0,ttc,7,0.7000000000000001,0.8,3159,0.7463772045958453,0.6802785691674581
O6,mlp,0,ttc,8,0.8,0.9,1691,0.8419920651959216,0.8007096392667061
O6,mlp,0,ttc,9,0.9,1.0,354,0.9269461535801322,0.8022598870056498
O6,mlp,1,collision,0,0.0,0.1,110062,0.0190181501362483,0.0171721393396449
O6,mlp,1,collision,1,0.1,0.2,13475,0.1436612808367095,0.1155473098330241
O6,mlp,1,collision,2,0.2,0.3,7381,0.2464012110936675,0.1845278417558596
O6,mlp,1,collision,3,0.3,0.4,5116,0.3466654568153307,0.266419077404222
O6,mlp,1,collision,4,0.4,0.5,3639,0.4477240875809689,0.3377301456444078
O6,mlp,1,collision,5,0.5,0.6000000000000001,2606,0.545978143845534,0.463161933998465
O6,mlp,1,collision,6,0.6000000000000001,0.7000000000000001,1731,0.6453410915251345,0.5453495089543616
O6,mlp,1,collision,7,0.7000000000000001,0.8,912,0.7431005222494143,0.6217105263157895
O6,mlp,1,collision,8,0.8,0.9,270,0.835314416664618,0.7518518518518519
O6,mlp,1,collision,9,0.9,1.0,8,0.9212103262543678,0.75
O6,mlp,1,ttc,0,0.0,0.1,84076,0.0304842798612351,0.036407536038822
O6,mlp,1,ttc,1,0.1,0.2,19986,0.1442757226686291,0.1415490843590513
O6,mlp,1,ttc,2,0.2,0.3,11731,0.2462033785859923,0.2317790469695678
O6,mlp,1,ttc,3,0.3,0.4,8116,0.3476090867158637,0.334894036471168
O6,mlp,1,ttc,4,0.4,0.5,6423,0.4475242023423103,0.4114899579635684
O6,mlp,1,ttc,5,0.5,0.6000000000000001,5348,0.5486626526871633,0.4923335826477187
O6,mlp,1,ttc,6,0.6000000000000001,0.7000000000000001,4330,0.6479406801437395,0.6002309468822171
O6,mlp,1,ttc,7,0.7000000000000001,0.8,3242,0.746993959740604,0.7008019740900678
O6,mlp,1,ttc,8,0.8,0.9,1662,0.8423866284596504,0.802647412755716
O6,mlp,1,ttc,9,0.9,1.0,286,0.922083767560812,0.9090909090909092
O6,mlp,2,collision,0,0.0,0.1,112823,0.0182225988658748,0.021032945410067
O6,mlp,2,collision,1,0.1,0.2,13116,0.143608431285517,0.1437175968283013
O6,mlp,2,collision,2,0.2,0.3,7128,0.2464453841441475,0.2387766554433221
O6,mlp,2,collision,3,0.3,0.4,4661,0.3471422047989482,0.3544303797468354
O6,mlp,2,collision,4,0.4,0.5,3229,0.4468479881385562,0.4478166615051099
O6,mlp,2,collision,5,0.5,0.6000000000000001,2203,0.5459197697399207,0.5138447571493419
O6,mlp,2,collision,6,0.6000000000000001,0.7000000000000001,1408,0.645097350871021,0.5873579545454546
O6,mlp,2,collision,7,0.7000000000000001,0.8,536,0.7416661693089044,0.6585820895522388
O6,mlp,2,collision,8,0.8,0.9,110,0.8276888159188357,0.5818181818181818
O6,mlp,2,collision,9,0.9,1.0,2,0.907494843006134,1.0
O6,mlp,2,ttc,0,0.0,0.1,87723,0.0287950745315584,0.0415170479805752
O6,mlp,2,ttc,1,0.1,0.2,19692,0.1441284381382874,0.1722526914483038
O6,mlp,2,ttc,2,0.2,0.3,11489,0.2465441615590435,0.2782661676386108
O6,mlp,2,ttc,3,0.3,0.4,8013,0.3472349430929182,0.3782603269686759
O6,mlp,2,ttc,4,0.4,0.5,6277,0.4483445357541398,0.4843077903457065
O6,mlp,2,ttc,5,0.5,0.6000000000000001,4756,0.5474980944364988,0.5759041211101766
O6,mlp,2,ttc,6,0.6000000000000001,0.7000000000000001,3659,0.6475854047532614,0.6881661656190216
O6,mlp,2,ttc,7,0.7000000000000001,0.8,2457,0.7459407460898173,0.7435897435897436
O6,mlp,2,ttc,8,0.8,0.9,1038,0.8394371380236337,0.8265895953757225
O6,mlp,2,ttc,9,0.9,1.0,112,0.9256743687604156,0.9375
O6,mlp,3,collision,0,0.0,0.1,110890,0.0202761774844011,0.0177202633240147
O6,mlp,3,collision,1,0.1,0.2,13849,0.1434380188691925,0.112499097407755
O6,mlp,3,collision,2,0.2,0.3,7334,0.2461237054910457,0.1846195800381783
O6,mlp,3,collision,3,0.3,0.4,4679,0.3464162627915384,0.2801880743748664
O6,mlp,3,collision,4,0.4,0.5,3201,0.4476457479148312,0.3726960324898469
O6,mlp,3,collision,5,0.5,0.6000000000000001,2417,0.5485586144236626,0.4712453454695904
O6,mlp,3,collision,6,0.6000000000000001,0.7000000000000001,1757,0.6470879314633751,0.5452475811041548
O6,mlp,3,collision,7,0.7000000000000001,0.8,870,0.7417176929698593,0.6413793103448275
O6,mlp,3,collision,8,0.8,0.9,199,0.8352441661920978,0.7185929648241206
O6,mlp,3,collision,9,0.9,1.0,4,0.9052352458238602,1.0
O6,mlp,3,ttc,0,0.0,0.1,81901,0.0324245931833321,0.0356161707427259
O6,mlp,3,ttc,1,0.1,0.2,22086,0.1444006244097295,0.143620393009146
O6,mlp,3,ttc,2,0.2,0.3,12845,0.2462397426494414,0.2421954067730634
O6,mlp,3,ttc,3,0.3,0.4,8494,0.3478304603772357,0.3405933600188368
O6,mlp,3,ttc,4,0.4,0.5,6522,0.447501296021572,0.4351425942962281
O6,mlp,3,ttc,5,0.5,0.6000000000000001,4944,0.547476569027866,0.533373786407767
O6,mlp,3,ttc,6,0.6000000000000001,0.7000000000000001,3800,0.6483384926068155,0.6355263157894737
O6,mlp,3,ttc,7,0.7000000000000001,0.8,2926,0.7465231586667828,0.7088174982911825
O6,mlp,3,ttc,8,0.8,0.9,1479,0.8407168177997365,0.7937795807978364
O6,mlp,3,ttc,9,0.9,1.0,203,0.9209013478509313,0.9113300492610836
O6,mlp,4,collision,0,0.0,0.1,114355,0.0198718770992569,0.0177692274058851
O6,mlp,4,collision,1,0.1,0.2,13255,0.1424272354887549,0.1171633345907204
O6,mlp,4,collision,2,0.2,0.3,6543,0.2453856649893277,0.195934586581079
O6,mlp,4,collision,3,0.3,0.4,4032,0.3478265987664816,0.288938492063492
O6,mlp,4,collision,4,0.4,0.5,2814,0.4470502418262703,0.3802416488983653
O6,mlp,4,collision,5,0.5,0.6000000000000001,1912,0.5465576520275371,0.4476987447698745
O6,mlp,4,collision,6,0.6000000000000001,0.7000000000000001,1362,0.6483029841326406,0.5624082232011748
O6,mlp,4,collision,7,0.7000000000000001,0.8,693,0.7430394498300759,0.6233766233766234
O6,mlp,4,collision,8,0.8,0.9,222,0.8315777289974797,0.7387387387387387
O6,mlp,4,collision,9,0.9,1.0,12,0.9144197156031928,0.9166666666666666
O6,mlp,4,ttc,0,0.0,0.1,85930,0.0328387607134872,0.0377283835680204
O6,mlp,4,ttc,1,0.1,0.2,22335,0.1439984143731016,0.1475710767853145
O6,mlp,4,ttc,2,0.2,0.3,11603,0.2454894379553153,0.2400241316900801
O6,mlp,4,ttc,3,0.3,0.4,7617,0.3470789322010156,0.3459367204936326
O6,mlp,4,ttc,4,0.4,0.5,5504,0.4468885526050228,0.4349563953488372
O6,mlp,4,ttc,5,0.5,0.6000000000000001,4384,0.5480619781263119,0.5273722627737226
O6,mlp,4,ttc,6,0.6000000000000001,0.7000000000000001,3453,0.6478304719703977,0.6258326093252244
O6,mlp,4,ttc,7,0.7000000000000001,0.8,2596,0.7477481704555418,0.7191833590138675
O6,mlp,4,ttc,8,0.8,0.9,1497,0.8428813317017947,0.772879091516366
O6,mlp,4,ttc,9,0.9,1.0,281,0.922730391560076,0.896797153024911
O7,linear,0,collision,0,0.0,0.1,120621,0.0469386139380902,0.0016829573623166
O7,linear,0,collision,1,0.1,0.2,12627,0.1313127041201726,0.018927694622634
O7,linear,0,collision,2,0.2,0.3,1619,0.2360791951197028,0.0611488573193329
O7,linear,0,collision,3,0.3,0.4,283,0.3389110646273138,0.0848056537102473
O7,linear,0,collision,4,0.4,0.5,136,0.4446412053178338,0.0955882352941176
O7,linear,0,collision,5,0.5,0.6000000000000001,86,0.5522992631723714,0.2325581395348837
O7,linear,0,collision,6,0.6000000000000001,0.7000000000000001,89,0.6522482693865058,0.3146067415730337
O7,linear,0,collision,7,0.7000000000000001,0.8,204,0.7608572636164871,0.6715686274509803
O7,linear,0,collision,8,0.8,0.9,886,0.8615416833294165,0.8577878103837472
O7,linear,0,collision,9,0.9,1.0,8665,0.9899750307812832,0.9464512406231969
O7,linear,0,ttc,0,0.0,0.1,88203,0.0410554386729082,0.026575059805222
O7,linear,0,ttc,1,0.1,0.2,23603,0.1406286835783478,0.0902851332457738
O7,linear,0,ttc,2,0.2,0.3,9189,0.2437021758795329,0.1894656654695832
O7,linear,0,ttc,3,0.3,0.4,5020,0.3457319088369252,0.2908366533864542
O7,linear,0,ttc,4,0.4,0.5,3172,0.4467964047497939,0.3965952080706179
O7,linear,0,ttc,5,0.5,0.6000000000000001,2149,0.5476339940083975,0.5090739879013495
O7,linear,0,ttc,6,0.6000000000000001,0.7000000000000001,1618,0.6470057758397902,0.6025957972805933
O7,linear,0,ttc,7,0.7000000000000001,0.8,1236,0.7469833164346257,0.6974110032362459
O7,linear,0,ttc,8,0.8,0.9,1011,0.8498023035028686,0.734915924826904
O7,linear,0,ttc,9,0.9,1.0,10015,0.9901996407518372,0.962656015976036
O7,linear,1,collision,0,0.0,0.1,119456,0.0481340954725206,0.0016742566300562
O7,linear,1,collision,1,0.1,0.2,13359,0.1308659334395208,0.0194625346208548
O7,linear,1,collision,2,0.2,0.3,1359,0.2341714349737756,0.047093451066961
O7,linear,1,collision,3,0.3,0.4,299,0.340155779318666,0.0936454849498327
O7,linear,1,collision,4,0.4,0.5,125,0.4451356525421142,0.16
O7,linear,1,collision,5,0.5,0.6000000000000001,82,0.5504238460122085,0.2439024390243902
O7,linear,1,collision,6,0.6000000000000001,0.7000000000000001,78,0.6508481685931866,0.3205128205128205
O7,linear,1,collision,7,0.7000000000000001,0.8,182,0.7579745070619898,0.6318681318681318
O7,linear,1,collision,8,0.8,0.9,964,0.8603307506479169,0.8921161825726142
O7,linear,1,collision,9,0.9,1.0,9296,0.9908479355057628,0.9397590361445785
O7,linear,1,ttc,0,0.0,0.1,89749,0.0433508422007949,0.023989125227022
O7,linear,1,ttc,1,0.1,0.2,22890,0.1405416472499654,0.1071647007426823
O7,linear,1,ttc,2,0.2,0.3,9143,0.244088690176673,0.2200590615771628
O7,linear,1,ttc,3,0.3,0.4,4751,0.3452832110742096,0.3367712060618817
O7,linear,1,ttc,4,0.4,0.5,2853,0.4458784672761022,0.4230634419908868
O7,linear,1,ttc,5,0.5,0.6000000000000001,2004,0.5479510528241803,0.5489021956087824
O7,linear,1,ttc,6,0.6000000000000001,0.7000000000000001,1342,0.6480010391702951,0.6743666169895678
O7,linear,1,ttc,7,0.7000000000000001,0.8,973,0.7483729960249482,0.6916752312435765
O7,linear,1,ttc,8,0.8,0.9,882,0.8518027774736184,0.7630385487528345
O7,linear,1,ttc,9,0.9,1.0,10613,0.9904704063156374,0.9697540751908036
O7,linear,2,collision,0,0.0,0.1,118756,0.0488566658623537,0.001515712890296
O7,linear,2,collision,1,0.1,0.2,12824,0.1304009603836102,0.025187149095446
O7,linear,2,collision,2,0.2,0.3,1457,0.2366055851430212,0.0686341798215511
O7,linear,2,collision,3,0.3,0.4,325,0.3402290591826806,0.0707692307692307
O7,linear,2,collision,4,0.4,0.5,154,0.4430370481757374,0.0779220779220779
O7,linear,2,collision,5,0.5,0.6000000000000001,108,0.5514492900283249,0.1018518518518518
O7,linear,2,collision,6,0.6000000000000001,0.7000000000000001,131,0.6514127686733507,0.2213740458015267
O7,linear,2,collision,7,0.7000000000000001,0.8,218,0.7652941089157664,0.6330275229357798
O7,linear,2,collision,8,0.8,0.9,1065,0.8609683450398871,0.8835680751173709
O7,linear,2,collision,9,0.9,1.0,10178,0.9903216959978514,0.9509726861858911
O7,linear,2,ttc,0,0.0,0.1,88442,0.0427185296383027,0.0226476108636168
O7,linear,2,ttc,1,0.1,0.2,22216,0.1409191453358548,0.1082553114872164
O7,linear,2,ttc,2,0.2,0.3,9021,0.2439149451330461,0.2139452388870413
O7,linear,2,ttc,3,0.3,0.4,4880,0.3463315818519866,0.3436475409836065
O7,linear,2,ttc,4,0.4,0.5,3063,0.4477365343857932,0.4515181194906954
O7,linear,2,ttc,5,0.5,0.6000000000000001,2113,0.5478322618785088,0.5712257453857075
O7,linear,2,ttc,6,0.6000000000000001,0.7000000000000001,1577,0.6478533798860612,0.6410906785034877
O7,linear,2,ttc,7,0.7000000000000001,0.8,1050,0.7479253234182085,0.6952380952380952
O7,linear,2,ttc,8,0.8,0.9,970,0.8503764188781227,0.7216494845360825
O7,linear,2,ttc,9,0.9,1.0,11884,0.99096440144939,0.951110737125547
O7,linear,3,collision,0,0.0,0.1,120723,0.0491330086524727,0.0019051879095118
O7,linear,3,collision,1,0.1,0.2,12585,0.1300612416184985,0.0206595152959872
O7,linear,3,collision,2,0.2,0.3,1307,0.2341038769292028,0.0657995409334353
O7,linear,3,collision,3,0.3,0.4,276,0.3420171665324681,0.0833333333333333
O7,linear,3,collision,4,0.4,0.5,123,0.4424767104106221,0.1951219512195122
O7,linear,3,collision,5,0.5,0.6000000000000001,81,0.547672160613684,0.2469135802469135
O7,linear,3,collision,6,0.6000000000000001,0.7000000000000001,85,0.6526361865155837,0.3529411764705882
O7,linear,3,collision,7,0.7000000000000001,0.8,188,0.7652449227393942,0.7340425531914894
O7,linear,3,collision,8,0.8,0.9,1042,0.8607336895365175,0.8704414587332053
O7,linear,3,collision,9,0.9,1.0,8790,0.9903366438018856,0.9630261660978384
O7,linear,3,ttc,0,0.0,0.1,90038,0.0436784572881567,0.0263222195073191
O7,linear,3,ttc,1,0.1,0.2,22994,0.1403749834581194,0.1096807862920762
O7,linear,3,ttc,2,0.2,0.3,8981,0.2435504577712988,0.2291504286827747
O7,linear,3,ttc,3,0.3,0.4,4717,0.3450050893314111,0.3394106423574305
O7,linear,3,ttc,4,0.4,0.5,2911,0.4467553783839038,0.4713156990724836
O7,linear,3,ttc,5,0.5,0.6000000000000001,1956,0.5466560777162481,0.5725971370143149
O7,linear,3,ttc,6,0.6000000000000001,0.7000000000000001,1379,0.6471218541534678,0.6867295141406816
O7,linear,3,ttc,7,0.7000000000000001,0.8,1029,0.7479433942119165,0.7735665694849369
O7,linear,3,ttc,8,0.8,0.9,898,0.8506620739377155,0.7806236080178174
O7,linear,3,ttc,9,0.9,1.0,10297,0.99079349911698,0.9642614353695252
O7,linear,4,collision,0,0.0,0.1,121385,0.0473540708900308,0.0018865592948057
O7,linear,4,collision,1,0.1,0.2,12278,0.1320979809332387,0.0193842645381984
O7,linear,4,collision,2,0.2,0.3,1434,0.2341483069513632,0.0557880055788005
O7,linear,4,collision,3,0.3,0.4,377,0.3430552186953294,0.0928381962864721
O7,linear,4,collision,4,0.4,0.5,161,0.4448625195470655,0.1304347826086956
O7,linear,4,collision,5,0.5,0.6000000000000001,114,0.5500158155173586,0.1842105263157894
O7,linear,4,collision,6,0.6000000000000001,0.7000000000000001,100,0.6482664650678635,0.22
O7,linear,4,collision,7,0.7000000000000001,0.8,212,0.7583778461195388,0.6462264150943396
O7,linear,4,collision,8,0.8,0.9,873,0.860394404379636,0.8625429553264605
O7,linear,4,collision,9,0.9,1.0,8266,0.9899372662884716,0.943019598354706
O7,linear,4,ttc,0,0.0,0.1,91449,0.0422957129728627,0.0272173561219914
O7,linear,4,ttc,1,0.1,0.2,22656,0.1404102016085795,0.1077418785310734
O7,linear,4,ttc,2,0.2,0.3,8459,0.2445366501064781,0.2108996335264215
O7,linear,4,ttc,3,0.3,0.4,4643,0.3462430104571582,0.3222054706009046
O7,linear,4,ttc,4,0.4,0.5,2910,0.4469084997152545,0.4274914089347079
O7,linear,4,ttc,5,0.5,0.6000000000000001,1994,0.5461201453758936,0.5626880641925778
O7,linear,4,ttc,6,0.6000000000000001,0.7000000000000001,1391,0.6482259208653832,0.6319194823867721
O7,linear,4,ttc,7,0.7000000000000001,0.8,1021,0.7480753690558947,0.6865817825661117
O7,linear,4,ttc,8,0.8,0.9,990,0.8521307163166277,0.7141414141414142
O7,linear,4,ttc,9,0.9,1.0,9687,0.990251206325355,0.9536492206049344
O7,mlp,0,collision,0,0.0,0.1,127297,0.0090354999420269,0.0022152917979213
O7,mlp,0,collision,1,0.1,0.2,4265,0.1408389899263907,0.0386869871043376
O7,mlp,0,collision,2,0.2,0.3,1719,0.2461316138939361,0.1035485747527632
O7,mlp,0,collision,3,0.3,0.4,1156,0.3472882029971036,0.1721453287197231
O7,mlp,0,collision,4,0.4,0.5,805,0.4475050106922292,0.2571428571428571
O7,mlp,0,collision,5,0.5,0.6000000000000001,664,0.5502362250384077,0.3433734939759036
O7,mlp,0,collision,6,0.6000000000000001,0.7000000000000001,643,0.6504019404273381,0.5178849144634525
O7,mlp,0,collision,7,0.7000000000000001,0.8,723,0.7537651601174066,0.7275242047026279
O7,mlp,0,collision,8,0.8,0.9,1215,0.8553232454468684,0.8510288065843621
O7,mlp,0,collision,9,0.9,1.0,6729,0.9752172830555162,0.9766681527715856
O7,mlp,0,ttc,0,0.0,0.1,99205,0.0274227728828331,0.0293835996169547
O7,mlp,0,ttc,1,0.1,0.2,15032,0.1422891754700647,0.1254656732304417
O7,mlp,0,ttc,2,0.2,0.3,6880,0.2448150198711732,0.2047965116279069
O7,mlp,0,ttc,3,0.3,0.4,4123,0.3465284020785651,0.2946883337375697
O7,mlp,0,ttc,4,0.4,0.5,2946,0.4469945106531436,0.3750848608282416
O7,mlp,0,ttc,5,0.5,0.6000000000000001,2197,0.54843380462597,0.4465179790623577
O7,mlp,0,ttc,6,0.6000000000000001,0.7000000000000001,1899,0.6490283860163415,0.5592417061611374
O7,mlp,0,ttc,7,0.7000000000000001,0.8,1724,0.7493748614032971,0.665893271461717
O7,mlp,0,ttc,8,0.8,0.9,1871,0.8519135071975161,0.7797969000534474
O7,mlp,0,ttc,9,0.9,1.0,9339,0.9792013006606544,0.9710889816896884
O7,mlp,1,collision,0,0.0,0.1,126733,0.0088853385044297,0.0022882753505401
O7,mlp,1,collision,1,0.1,0.2,4481,0.1406295058604091,0.0435170720821245
O7,mlp,1,collision,2,0.2,0.3,1820,0.243784243187734,0.0791208791208791
O7,mlp,1,collision,3,0.3,0.4,1018,0.346019689981736,0.1827111984282907
O7,mlp,1,collision,4,0.4,0.5,702,0.446197097754886,0.2806267806267806
O7,mlp,1,collision,5,0.5,0.6000000000000001,561,0.5495411738779881,0.4474153297682709
O7,mlp,1,collision,6,0.6000000000000001,0.7000000000000001,625,0.6498703667640686,0.5872
O7,mlp,1,collision,7,0.7000000000000001,0.8,800,0.7549957244098187,0.74875
O7,mlp,1,collision,8,0.8,0.9,1293,0.8553333777562648,0.8839907192575406
O7,mlp,1,collision,9,0.9,1.0,7167,0.9750390416810382,0.970559508860053
O7,mlp,1,ttc,0,0.0,0.1,99194,0.0260981664971356,0.027602475956207
O7,mlp,1,ttc,1,0.1,0.2,14341,0.142506998461723,0.1327661948260232
O7,mlp,1,ttc,2,0.2,0.3,6801,0.2457687914757111,0.2195265402146743
O7,mlp,1,ttc,3,0.3,0.4,4299,0.3465685338218646,0.3054198650849035
O7,mlp,1,ttc,4,0.4,0.5,3042,0.4471458102295385,0.3895463510848126
O7,mlp,1,ttc,5,0.5,0.6000000000000001,2460,0.5485686631464377,0.4821138211382114
O7,mlp,1,ttc,6,0.6000000000000001,0.7000000000000001,2008,0.6495623441331415,0.5981075697211156
O7,mlp,1,ttc,7,0.7000000000000001,0.8,1706,0.7500952969961401,0.716295427901524
O7,mlp,1,ttc,8,0.8,0.9,1693,0.8503956583499627,0.8239810986414648
O7,mlp,1,ttc,9,0.9,1.0,9656,0.9798011551020852,0.976698425849213
O7,mlp,2,collision,0,0.0,0.1,127296,0.0094313674678996,0.0028908999497234
O7,mlp,2,collision,1,0.1,0.2,3756,0.1405206770518114,0.0585729499467518
O7,mlp,2,collision,2,0.2,0.3,1441,0.2433117935944563,0.1269951422623178
O7,mlp,2,collision,3,0.3,0.4,852,0.3464587174810714,0.2711267605633803
O7,mlp,2,collision,4,0.4,0.5,680,0.4461296583361485,0.3617647058823529
O7,mlp,2,collision,5,0.5,0.6000000000000001,541,0.5491565519912847,0.4935304990757855
O7,mlp,2,collision,6,0.6000000000000001,0.7000000000000001,615,0.6502946404906792,0.6487804878048781
O7,mlp,2,collision,7,0.7000000000000001,0.8,736,0.752214089764849,0.7595108695652174
O7,mlp,2,collision,8,0.8,0.9,1177,0.8546746139214417,0.8700084961767205
O7,mlp,2,collision,9,0.9,1.0,8122,0.9797131404724652,0.9774686037921694
O7,mlp,2,ttc,0,0.0,0.1,99665,0.0255932780708381,0.0287563337179551
O7,mlp,2,ttc,1,0.1,0.2,15005,0.1425321591959044,0.1458847050983005
O7,mlp,2,ttc,2,0.2,0.3,6526,0.2442471100953032,0.2627949739503524
O7,mlp,2,ttc,3,0.3,0.4,3703,0.3471061646326664,0.3543073183904942
O7,mlp,2,ttc,4,0.4,0.5,2735,0.4477984873533684,0.4687385740402194
O7,mlp,2,ttc,5,0.5,0.6000000000000001,2133,0.5478347054513698,0.5508673230192217
O7,mlp,2,ttc,6,0.6000000000000001,0.7000000000000001,1676,0.6488342181666085,0.6217183770883055
O7,mlp,2,ttc,7,0.7000000000000001,0.8,1480,0.7497524991631508,0.7128378378378378
O7,mlp,2,ttc,8,0.8,0.9,1497,0.8531057057415714,0.8183032732130928
O7,mlp,2,ttc,9,0.9,1.0,10796,0.9828511608192416,0.9714709151537606
O7,mlp,3,collision,0,0.0,0.1,127836,0.0091497440861197,0.0025970775055539
O7,mlp,3,collision,1,0.1,0.2,4137,0.1413549959753226,0.0444766739182982
O7,mlp,3,collision,2,0.2,0.3,1619,0.2440533490461505,0.0920321185917232
O7,mlp,3,collision,3,0.3,0.4,937,0.3462763012664168,0.1867662753468516
O7,mlp,3,collision,4,0.4,0.5,638,0.4483570013206954,0.3213166144200627
O7,mlp,3,collision,5,0.5,0.6000000000000001,557,0.5479429381326029,0.4775583482944344
O7,mlp,3,collision,6,0.6000000000000001,0.7000000000000001,517,0.649135987578785,0.6131528046421664
O7,mlp,3,collision,7,0.7000000000000001,0.8,652,0.7531956100573569,0.7622699386503068
O7,mlp,3,collision,8,0.8,0.9,1091,0.8558169236760091,0.8945921173235564
O7,mlp,3,collision,9,0.9,1.0,7216,0.9775986508394028,0.981430155210643
O7,mlp,3,ttc,0,0.0,0.1,101560,0.0265708355332776,0.0312032296179598
O7,mlp,3,ttc,1,0.1,0.2,14667,0.1416098251319081,0.1540192268357537
O7,mlp,3,ttc,2,0.2,0.3,6568,0.2444055796182293,0.2605054811205846
O7,mlp,3,ttc,3,0.3,0.4,3877,0.3463643240827182,0.3690998194480268
O7,mlp,3,ttc,4,0.4,0.5,2621,0.4471471055529127,0.4669973292636398
O7,mlp,3,ttc,5,0.5,0.6000000000000001,2000,0.5488059487640857,0.5805
O7,mlp,3,ttc,6,0.6000000000000001,0.7000000000000001,1570,0.647675940109666,0.6210191082802548
O7,mlp,3,ttc,7,0.7000000000000001,0.8,1379,0.7503077946684341,0.7324147933284989
O7,mlp,3,ttc,8,0.8,0.9,1653,0.851870275416377,0.8336358136721113
O7,mlp,3,ttc,9,0.9,1.0,9305,0.9787572712554912,0.9777538957549704
O7,mlp,4,collision,0,0.0,0.1,127042,0.0092317966879268,0.0022512240046598
O7,mlp,4,collision,1,0.1,0.2,4477,0.1419301957694153,0.0319410319410319
O7,mlp,4,collision,2,0.2,0.3,1971,0.2448691060659789,0.0629122272957889
O7,mlp,4,collision,3,0.3,0.4,1193,0.3464166899488837,0.1475272422464375
O7,mlp,4,collision,4,0.4,0.5,817,0.4470525556489041,0.2178702570379437
O7,mlp,4,collision,5,0.5,0.6000000000000001,670,0.548550437457526,0.3701492537313433
O7,mlp,4,collision,6,0.6000000000000001,0.7000000000000001,660,0.6509649146686901,0.5303030303030303
O7,mlp,4,collision,7,0.7000000000000001,0.8,799,0.7515622648936189,0.7033792240300375
O7,mlp,4,collision,8,0.8,0.9,1242,0.8560912242450192,0.8719806763285024
O7,mlp,4,collision,9,0.9,1.0,6329,0.976444235805238,0.9766155790804234
O7,mlp,4,ttc,0,0.0,0.1,97919,0.0273007808611937,0.0286461258795535
O7,mlp,4,ttc,1,0.1,0.2,15641,0.1427168297918927,0.1230100377213733
O7,mlp,4,ttc,2,0.2,0.3,7526,0.2457466374943144,0.2071485516874834
O7,mlp,4,ttc,3,0.3,0.4,4366,0.3468134678657918,0.30439761795694
O7,mlp,4,ttc,4,0.4,0.5,3136,0.4478141078440358,0.3816964285714285
O7,mlp,4,ttc,5,0.5,0.6000000000000001,2387,0.5491105028910771,0.4801005446166737
O7,mlp,4,ttc,6,0.6000000000000001,0.7000000000000001,1949,0.6480882182801424,0.5654181631605951
O7,mlp,4,ttc,7,0.7000000000000001,0.8,1780,0.749697237302748,0.6651685393258427
O7,mlp,4,ttc,8,0.8,0.9,1828,0.8520004006196424,0.7822757111597374
O7,mlp,4,ttc,9,0.9,1.0,8668,0.9784867702250554,0.9719658514074758
O8,linear,0,collision,0,0.0,0.1,121097,0.0463268249804871,0.001734147006119
O8,linear,0,collision,1,0.1,0.2,12205,0.1313265172802049,0.0199918066366243
O8,linear,0,collision,2,0.2,0.3,1581,0.2357234796962732,0.0556609740670461
O8,linear,0,collision,3,0.3,0.4,276,0.3388839163210081,0.0869565217391304
