log_name,fold,baseline_selected_official_score_selected16,random_expected_official_score_selected16,oracle_best_official_score_selected16,baseline_top1_regret_selected16,baseline_selected_collision_free,baseline_selected_ttc,baseline_selected_dac,baseline_selected_ddc,baseline_selected_progress,baseline_selected_comfort,scene_count,predicted_model_status
2021.06.09.12.51.31_veh-35_04247_04424,4,0.9788340364383852,0.9351259888540615,1.0,0.021165963561614765,1.0,1.0,1.0,1.0,0.9492016874521246,1.0,2,NOT_RUN_GATE_C1
2021.06.09.12.51.31_veh-35_04435_04593,3,0.9888308956831844,0.725397580210556,1.0,0.011169104316815559,1.0,1.0,1.0,1.0,0.9731941496396427,1.0,2,NOT_RUN_GATE_C1
2021.06.09.12.51.31_veh-35_04715_04871,0,1.0,0.8889216998746313,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.12.51.31_veh-35_04882_05013,4,1.0,0.8769019527724289,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.12.51.31_veh-35_05024_05275,3,0.9917083794209267,0.920063062279751,1.0,0.008291620579073289,1.0,1.0,1.0,1.0,0.9801001106102242,1.0,2,NOT_RUN_GATE_C1
2021.06.09.12.51.31_veh-35_05299_05468,4,0.9947777066144261,0.6071700414372618,1.0,0.00522229338557384,1.0,1.0,1.0,1.0,0.9874664958746229,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.03.17_veh-12_00015_00099,3,1.0,0.7481742614894324,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.03.17_veh-12_00159_00283,1,0.9615976354015798,0.789336649851502,0.9846364157867058,0.023038780385125857,1.0,1.0,1.0,1.0,0.9078343249637919,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.03.17_veh-12_00294_00364,3,1.0,0.848799740346136,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.03.17_veh-12_00375_00566,2,1.0,0.7147240199730807,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.03.17_veh-12_00711_00839,1,0.9910114337534803,0.9189326200271197,1.0,0.00898856624651967,1.0,1.0,1.0,1.0,0.9784274410083529,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.03.17_veh-12_00859_00931,1,1.0,0.9984909180260835,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.03.17_veh-12_01094_01213,0,1.0,0.8041803748986147,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.03.17_veh-12_01225_01437,4,0.976632039299576,0.4272223896856937,0.9852711424781331,0.00863910317855704,1.0,1.0,1.0,1.0,0.9439168943189825,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.03.17_veh-12_01603_01708,3,1.0,0.9210028931444733,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.03.17_veh-12_01883_01955,2,0.965989612983339,0.9445752051403138,1.0,0.03401038701666104,1.0,1.0,1.0,1.0,0.9183750711600135,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.03.17_veh-12_02011_02101,3,0.9927982756966534,0.9307031277034443,1.0,0.0072017243033467016,1.0,1.0,1.0,1.0,0.9827158616719678,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.03.17_veh-12_02112_02202,0,0.5,0.3359375,0.5,0.0,1.0,1.0,0.5,0.5,0.5,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.03.17_veh-12_02213_02304,1,1.0,0.9135270162478868,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.03.17_veh-12_02584_02970,0,1.0,0.9594501817912424,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.03.17_veh-12_03014_03120,3,0.9626703854110363,0.7837671732524225,0.9699981883593183,0.007327802948281947,1.0,1.0,1.0,1.0,0.9104089249864871,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.03.17_veh-12_03200_03333,1,1.0,0.9408757678476249,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.03.17_veh-12_03344_03461,1,1.0,0.9084430404481895,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.03.17_veh-12_03678_03787,4,0.9856666782027041,0.717972922304111,1.0,0.014333321797295906,1.0,1.0,1.0,1.0,0.9656000276864899,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.03.17_veh-12_03798_04118,3,1.0,0.9557291666666667,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.03.17_veh-12_04129_04237,3,1.0,0.9878740474139239,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_00598_00665,0,0.9974200511569495,0.6862920902813636,1.0,0.002579948843050406,1.0,1.0,1.0,1.0,0.9938081227766791,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_00677_00819,0,1.0,0.9521069515030591,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_00832_00905,1,0.9996079867449692,0.9873811109731649,1.0,0.00039201325503079865,1.0,1.0,1.0,1.0,0.9990591681879262,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_01037_01113,3,0.9303123745910782,0.8873127380953796,0.9678763787820635,0.03756400419098532,1.0,1.0,1.0,1.0,0.8327496990185874,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_01124_01198,1,0.9364706553201397,0.6934355373132066,0.9760154505541816,0.03954479523404192,1.0,1.0,1.0,1.0,0.8475295727683353,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_01209_01393,0,0.9913961198848273,0.8367311168269467,1.0,0.008603880115172657,1.0,1.0,1.0,1.0,0.9793506877235858,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_01537_01600,0,1.0,0.9904152294047452,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_01698_01771,2,1.0,0.9603606098741836,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_01782_02044,2,0.9738653195331721,0.9428802886901209,1.0,0.026134680466827875,1.0,1.0,1.0,1.0,0.9372767668796131,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_02081_02143,1,0.9921723618785234,0.4821237488439944,1.0,0.007827638121476577,1.0,1.0,1.0,1.0,0.9812136685084563,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_02376_02484,0,0.9544535927789579,0.6691772994608727,0.9637709298649171,0.00931733708595911,1.0,1.0,1.0,1.0,0.8906886226694988,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_02495_02669,3,0.9784135629809987,0.9621694531613696,1.0,0.02158643701900137,1.0,1.0,1.0,1.0,0.9481925511543967,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_02680_02781,3,1.0,0.9552558494264048,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_02826_02955,4,1.0,0.8380507197171279,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_03061_03152,4,0.977618034722916,0.815278691570753,1.0,0.02238196527708397,1.0,1.0,1.0,1.0,0.9462832833349983,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_03208_03299,0,0.9941140220722613,0.7127658251919484,1.0,0.005885977927738706,1.0,1.0,1.0,1.0,0.9858736529734271,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_03403_03496,3,0.9850148612741426,0.832691603968003,0.9966214219096694,0.011606560635526841,1.0,1.0,1.0,1.0,0.9640356670579422,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_03507_03584,2,0.9748842533344779,0.9087794885661461,1.0,0.025115746665522132,1.0,1.0,1.0,1.0,0.939722208002747,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_03595_03863,1,0.9923447413717699,0.8118902420733822,1.0,0.007655258628230133,1.0,1.0,1.0,1.0,0.9816273792922479,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_03874_04112,0,1.0,0.939506896568903,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_04226_04484,2,0.9958620280364878,0.8957913527574186,1.0,0.0041379719635122325,1.0,1.0,1.0,1.0,0.9900688672875706,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_04605_04729,3,1.0,0.9365337990079371,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_04746_04837,1,0.9796771315240249,0.8015944561284234,1.0,0.020322868475975087,1.0,1.0,1.0,1.0,0.9512251156576598,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_05055_05138,4,0.9920749055645774,0.6836974467967735,1.0,0.007925094435422497,1.0,1.0,1.0,1.0,0.980979773354986,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_05225_05311,1,0.9964445090557592,0.8993239955540655,1.0,0.0035554909442407356,1.0,1.0,1.0,1.0,0.9914668217338223,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_05326_05387,4,0.9832767965890502,0.9040385699265385,1.0,0.016723203410949794,1.0,1.0,1.0,1.0,0.9598643118137203,1.0,1,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_05398_05800,3,1.0,0.90625,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.50.36_veh-26_05825_05901,0,0.4914532908899778,0.47882753344188944,0.5,0.0085467091100222,1.0,1.0,0.5,1.0,0.4794878981359466,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_00016_00182,1,0.988913452871861,0.9407055361398977,1.0,0.011086547128138946,1.0,1.0,1.0,0.75,0.9733922868924667,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_00193_01084,4,0.9980216585362915,0.789021463384346,1.0,0.0019783414637083996,1.0,1.0,1.0,1.0,0.9952519804870998,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_01095_01484,4,1.0,0.7980386209624193,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_01496_01664,2,0.9467099798980567,0.8543578713971407,0.9756331557993092,0.02892317590125254,1.0,1.0,1.0,1.0,0.872103951755336,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_01675_01774,2,1.0,0.8324326222576994,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_01785_01883,3,1.0,0.9541623445783941,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_01894_02311,4,0.9758521739844244,0.8509784708169899,1.0,0.02414782601557569,1.0,1.0,1.0,0.5,0.9420452175626183,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_02580_02649,0,0.9763557169038158,0.9012635746995995,0.9916679346112165,0.01531221770740071,1.0,1.0,1.0,1.0,0.9432537205691582,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_02660_02757,2,0.9756817882995059,0.8691926529844347,1.0,0.024318211700494086,1.0,1.0,1.0,1.0,0.9416362919188142,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_02778_02850,1,0.9859667456372514,0.9074377651646739,1.0,0.014033254362748604,1.0,1.0,1.0,1.0,0.9663201895294034,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_02861_03037,4,1.0,0.8656069614048898,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_03048_03301,1,1.0,0.9739583333333334,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_03312_03379,4,1.0,0.8335064166037229,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_03390_03537,3,0.9688179540460065,0.8566399936818103,0.9692367763292977,0.0004188222832912647,1.0,1.0,1.0,1.0,0.9251630897104155,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_03548_03800,0,0.9967587283478545,0.8976364967398895,1.0,0.0032412716521454388,1.0,1.0,1.0,1.0,0.992220948034851,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_03811_03916,0,0.5,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.5,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_03927_04034,0,1.0,0.6506781690958044,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_04047_04349,1,1.0,0.9533788786601591,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_04541_04657,2,0.8990043587929897,0.8542393068079422,0.9525548268551842,0.053550468062194434,1.0,1.0,1.0,1.0,0.7576104611031755,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_04695_05321,4,1.0,0.921875,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_05473_05626,1,0.8807529174801944,0.7090567130800213,0.9497820479278307,0.06902913044763637,1.0,1.0,1.0,0.75,0.7138070019524663,1.0,2,NOT_RUN_GATE_C1
2021.06.09.14.58.55_veh-35_05655_05745,1,0.9920129323824651,0.8745376793620669,1.0,0.007987067617534926,1.0,1.0,1.0,1.0,0.9808310377179162,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_00016_00120,2,1.0,0.9034234029534516,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_00131_00294,4,0.9727660959738056,0.9061054269739147,0.9789024616697006,0.006136365695894985,1.0,1.0,1.0,1.0,0.9346386303371335,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_00305_00597,3,0.9994974624648942,0.9755682034987628,1.0,0.0005025375351057626,1.0,1.0,1.0,1.0,0.9987939099157463,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_00609_00762,2,1.0,0.9004467380464987,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_00773_01140,2,1.0,0.9557104721812901,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_01151_01532,0,0.9831797438309402,0.7739871105487885,1.0,0.016820256169059744,1.0,1.0,1.0,1.0,0.9596313851942566,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_01598_01750,3,1.0,0.9345824116048246,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_01761_02019,0,1.0,0.9638959322396892,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_02094_02305,3,0.9698447166731863,0.6693813208275958,0.9965336177795889,0.026688901106402707,1.0,1.0,1.0,1.0,0.9276273200156473,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_02316_02391,4,0.896717193643846,0.859240889541568,0.9536825705343497,0.056965376890503794,1.0,1.0,1.0,1.0,0.7521212647452304,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_02450_02515,1,0.9852811058293565,0.8033116879811348,1.0,0.014718894170643537,1.0,1.0,1.0,1.0,0.9646746539904556,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_02526_03027,4,0.9835929502519463,0.9605521528033979,1.0,0.01640704974805368,1.0,1.0,1.0,1.0,0.9606230806046712,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_03095_03280,1,0.9913511411216145,0.9489998878228181,0.9945772372729083,0.003226096151293656,1.0,1.0,1.0,1.0,0.9792427386918748,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_03302_03414,0,0.9840282614746391,0.5537112906042825,1.0,0.015971738525360935,1.0,1.0,1.0,1.0,0.9616678275391335,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_03425_04047,4,0.9733112166084088,0.9301350268907965,1.0,0.026688783391591253,1.0,1.0,1.0,1.0,0.935946919860181,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_04163_04245,1,0.9700756236883399,0.935864468379443,1.0,0.029924376311660172,1.0,1.0,1.0,1.0,0.9281814968520155,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_04286_04521,1,1.0,0.90625,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_04544_04697,3,1.0,0.8163139472463944,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_04708_04770,2,0.9896739801226002,0.9482214429948066,1.0,0.010326019877399784,1.0,1.0,1.0,0.5,0.9752175522942406,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_04782_05228,2,1.0,0.9653921143065509,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_05239_05412,3,0.9189447453128101,0.8752443462855681,0.9749521454818694,0.05600740016905931,1.0,1.0,1.0,1.0,0.8054673887507442,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_05423_05550,1,1.0,0.8908906445971736,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.23.18_veh-38_05602_05695,2,0.9565199882943369,0.7890958098076399,1.0,0.04348001170566307,1.0,1.0,1.0,1.0,0.8956479719064085,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.37.09_veh-12_00016_00140,1,0.9838396351998113,0.9247428886362445,0.9998248821416473,0.015985246941835896,1.0,1.0,1.0,1.0,0.9612151244795475,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.37.09_veh-12_00151_00393,4,0.9812265054561926,0.8447614055988937,1.0,0.018773494543807445,1.0,1.0,1.0,1.0,0.954943613094862,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.37.09_veh-12_00404_00864,0,0.9892225237772436,0.9650224234425533,1.0,0.010777476222756377,1.0,1.0,1.0,1.0,0.9741340570653847,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.37.09_veh-12_00875_01204,3,0.9943036999495198,0.874162998456405,1.0,0.005696300050480108,1.0,1.0,1.0,1.0,0.9863288798788479,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.37.09_veh-12_01215_01375,0,1.0,0.8016989632260307,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.37.09_veh-12_01386_01454,3,0.9846492700327498,0.7344098836606275,1.0,0.015350729967250232,1.0,1.0,1.0,1.0,0.9631582480785994,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.37.09_veh-12_01465_01790,1,0.9558172650029746,0.9398930098685161,1.0,0.04418273499702535,1.0,1.0,1.0,0.5,0.8939614360071393,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.37.09_veh-12_01801_01925,3,1.0,0.9099888715841135,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.37.09_veh-12_01936_02067,0,0.9949369053248676,0.8041278408098178,1.0,0.00506309467513244,1.0,1.0,1.0,1.0,0.987848572779682,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.37.09_veh-12_02082_02170,4,1.0,0.9422418631432772,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.37.09_veh-12_02239_02313,4,0.9941401480228473,0.9004432293855745,1.0,0.005859851977152608,1.0,1.0,1.0,1.0,0.9859363552548338,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.37.09_veh-12_02324_02434,3,0.9801388686552437,0.7329029110146141,1.0,0.019861131344756255,1.0,1.0,1.0,1.0,0.9523332847725849,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.37.09_veh-12_02445_02566,1,0.984048996858806,0.8538076137097141,1.0,0.015951003141194076,1.0,1.0,1.0,0.5,0.9617175924611342,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.37.09_veh-12_02639_02992,0,1.0,0.78125,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.37.09_veh-12_03003_03121,1,1.0,0.8830767286683645,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.37.09_veh-12_03132_03193,2,0.49895503510313494,0.7396158381423501,1.0,0.5010449648968651,1.0,1.0,0.5,1.0,0.4974920842475239,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.37.09_veh-12_03219_03372,0,0.9630101902461301,0.6564328215340065,0.9874684988547642,0.024458308608634127,1.0,1.0,1.0,1.0,0.9112244565907123,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.37.09_veh-12_03420_03578,1,0.9997778076293382,0.8827383712897395,1.0,0.00022219237066173347,1.0,1.0,1.0,1.0,0.9994667383104119,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.37.09_veh-12_03600_03810,3,0.9492243681024531,0.7911748858957053,0.9904690728736414,0.04124470477118819,1.0,1.0,1.0,1.0,0.8781384834458876,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.37.09_veh-12_03830_04329,1,1.0,0.8695011069551779,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.17.37.09_veh-12_04489_04816,3,0.9670479635695775,0.8247194675813634,0.9670479635695775,0.0,1.0,1.0,1.0,1.0,0.9209151125669859,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_00026_00274,3,1.0,0.895178283018645,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_00349_00544,4,0.9708948845344143,0.8541367291764792,0.979007395122244,0.008112510587829802,1.0,1.0,1.0,1.0,0.9301477228825942,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_00555_00726,3,1.0,0.8460525813706063,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_00799_01004,4,0.9770922278026388,0.8533206747591113,0.9830733526527857,0.005981124850146846,1.0,1.0,1.0,1.0,0.9450213467263331,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_01028_01221,2,0.9657611573937268,0.8603623605883735,0.9989895425418791,0.033228385148152184,1.0,1.0,1.0,1.0,0.9178267777449445,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_01232_01405,2,0.8927007095818095,0.5986355762074077,0.968893311134233,0.07619260155242358,1.0,1.0,1.0,1.0,0.7424817029963429,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_01416_01573,0,1.0,0.8567708333333334,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_01584_01691,0,1.0,0.8705586651507815,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_01702_01928,3,1.0,0.7285717345724013,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_01939_02025,2,0.9814846744881491,0.976032498443786,1.0,0.018515325511850922,1.0,1.0,1.0,1.0,0.9555632187715579,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_02086_02333,1,0.9941216260280139,0.9413113413338043,1.0,0.0058783739719860395,1.0,1.0,1.0,1.0,0.9858919024672336,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_02344_02669,0,0.9521634840173976,0.8551460582033905,0.9832563302942676,0.031092846276869923,1.0,1.0,1.0,1.0,0.8851923616417543,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_02680_02868,1,1.0,0.6875,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_02945_03099,4,0.9583603397016485,0.9016435611477109,1.0,0.04163966029835159,1.0,1.0,1.0,1.0,0.9000648152839561,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_03110_03179,3,1.0,0.9194002357429232,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_03190_03392,0,1.0,0.703125,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_03403_03481,0,0.9687701936086082,0.9557600999683196,0.9922343367158231,0.02346414310721484,1.0,1.0,1.0,1.0,0.9250484646606598,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_03500_03586,4,0.9595230558362202,0.8351646033315514,0.9631842397625092,0.0036611839262888912,1.0,1.0,1.0,1.0,0.9028553340069287,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_03609_03793,3,0.9754270945380348,0.6791044564279328,1.0,0.024572905461965167,1.0,1.0,1.0,1.0,0.9410250268912838,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_03804_03956,0,1.0,0.9330264676073103,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_03967_05057,3,0.9831778088521845,0.9292263904061423,1.0,0.016822191147815524,1.0,1.0,1.0,1.0,0.9596267412452426,1.0,2,NOT_RUN_GATE_C1
2021.06.09.18.23.43_veh-35_05068_05186,0,0.9769138249884779,0.9271560421537878,1.0,0.023086175011522048,1.0,1.0,1.0,1.0,0.944593179972347,1.0,2,NOT_RUN_GATE_C1
