scene_token,candidate_index,factor,precomputed,recomputed,absolute_error,trajectory_hash
70df39aae7b05204,14,Comfort,0.0,0.0,0.0,db13bffe2c1d20f64e6b413765cdc385c8be28352589912b4f33a4e6cd0a6bc1
70df39aae7b05204,14,score,0.0,0.0,0.0,db13bffe2c1d20f64e6b413765cdc385c8be28352589912b4f33a4e6cd0a6bc1
70df39aae7b05204,70,NC,0.0,0.0,0.0,b06683ed22ed47cf25bd94a631577b3125f0cc3aa3b46179ebc103c818933403
70df39aae7b05204,70,DAC,0.0,0.0,0.0,b06683ed22ed47cf25bd94a631577b3125f0cc3aa3b46179ebc103c818933403
70df39aae7b05204,70,EP,0.0,0.0,0.0,b06683ed22ed47cf25bd94a631577b3125f0cc3aa3b46179ebc103c818933403
70df39aae7b05204,70,TTC,0.0,0.0,0.0,b06683ed22ed47cf25bd94a631577b3125f0cc3aa3b46179ebc103c818933403
70df39aae7b05204,70,Comfort,0.0,0.0,0.0,b06683ed22ed47cf25bd94a631577b3125f0cc3aa3b46179ebc103c818933403
70df39aae7b05204,70,score,0.0,0.0,0.0,b06683ed22ed47cf25bd94a631577b3125f0cc3aa3b46179ebc103c818933403
70df39aae7b05204,82,NC,0.0,0.0,0.0,4d5953eeeb5a16fda059dee3a128dfbe7b4e63350b0b3548e71f26a860e91fef
70df39aae7b05204,82,DAC,0.0,0.0,0.0,4d5953eeeb5a16fda059dee3a128dfbe7b4e63350b0b3548e71f26a860e91fef
70df39aae7b05204,82,EP,0.0,0.0,0.0,4d5953eeeb5a16fda059dee3a128dfbe7b4e63350b0b3548e71f26a860e91fef
70df39aae7b05204,82,TTC,0.0,0.0,0.0,4d5953eeeb5a16fda059dee3a128dfbe7b4e63350b0b3548e71f26a860e91fef
70df39aae7b05204,82,Comfort,1.0,1.0,0.0,4d5953eeeb5a16fda059dee3a128dfbe7b4e63350b0b3548e71f26a860e91fef
70df39aae7b05204,82,score,0.0,0.0,0.0,4d5953eeeb5a16fda059dee3a128dfbe7b4e63350b0b3548e71f26a860e91fef
70df39aae7b05204,122,NC,0.0,0.0,0.0,44ffa2f2f08483c8159b0b2440097ff2e409b9007fb876c801d86ccd1f1ba54f
70df39aae7b05204,122,DAC,0.0,0.0,0.0,44ffa2f2f08483c8159b0b2440097ff2e409b9007fb876c801d86ccd1f1ba54f
70df39aae7b05204,122,EP,0.0,0.0,0.0,44ffa2f2f08483c8159b0b2440097ff2e409b9007fb876c801d86ccd1f1ba54f
70df39aae7b05204,122,TTC,0.0,0.0,0.0,44ffa2f2f08483c8159b0b2440097ff2e409b9007fb876c801d86ccd1f1ba54f
70df39aae7b05204,122,Comfort,1.0,1.0,0.0,44ffa2f2f08483c8159b0b2440097ff2e409b9007fb876c801d86ccd1f1ba54f
70df39aae7b05204,122,score,0.0,0.0,0.0,44ffa2f2f08483c8159b0b2440097ff2e409b9007fb876c801d86ccd1f1ba54f
70df39aae7b05204,128,NC,0.0,0.0,0.0,46ec13eaa26efe892dae1041ab16488ab9dc24cd7594b65d7285f519f2e3c849
70df39aae7b05204,128,DAC,0.0,0.0,0.0,46ec13eaa26efe892dae1041ab16488ab9dc24cd7594b65d7285f519f2e3c849
70df39aae7b05204,128,EP,0.0,0.0,0.0,46ec13eaa26efe892dae1041ab16488ab9dc24cd7594b65d7285f519f2e3c849
70df39aae7b05204,128,TTC,0.0,0.0,0.0,46ec13eaa26efe892dae1041ab16488ab9dc24cd7594b65d7285f519f2e3c849
70df39aae7b05204,128,Comfort,0.0,0.0,0.0,46ec13eaa26efe892dae1041ab16488ab9dc24cd7594b65d7285f519f2e3c849
70df39aae7b05204,128,score,0.0,0.0,0.0,46ec13eaa26efe892dae1041ab16488ab9dc24cd7594b65d7285f519f2e3c849
70df39aae7b05204,135,NC,0.0,0.0,0.0,fcac4cc4f23e5c4c21c2bcec8d07cd81688cd2682fce2720241b0cc5bd6bebc6
70df39aae7b05204,135,DAC,1.0,1.0,0.0,fcac4cc4f23e5c4c21c2bcec8d07cd81688cd2682fce2720241b0cc5bd6bebc6
70df39aae7b05204,135,EP,0.0,0.0,0.0,fcac4cc4f23e5c4c21c2bcec8d07cd81688cd2682fce2720241b0cc5bd6bebc6
70df39aae7b05204,135,TTC,0.0,0.0,0.0,fcac4cc4f23e5c4c21c2bcec8d07cd81688cd2682fce2720241b0cc5bd6bebc6
70df39aae7b05204,135,Comfort,1.0,1.0,0.0,fcac4cc4f23e5c4c21c2bcec8d07cd81688cd2682fce2720241b0cc5bd6bebc6
70df39aae7b05204,135,score,0.0,0.0,0.0,fcac4cc4f23e5c4c21c2bcec8d07cd81688cd2682fce2720241b0cc5bd6bebc6
70df39aae7b05204,148,NC,0.0,0.0,0.0,61a62f4dfa0f70e84ef20a0a172f31eebf8b3f032e6485528edbac38863ad357
70df39aae7b05204,148,DAC,0.0,0.0,0.0,61a62f4dfa0f70e84ef20a0a172f31eebf8b3f032e6485528edbac38863ad357
70df39aae7b05204,148,EP,0.0,0.0,0.0,61a62f4dfa0f70e84ef20a0a172f31eebf8b3f032e6485528edbac38863ad357
70df39aae7b05204,148,TTC,0.0,0.0,0.0,61a62f4dfa0f70e84ef20a0a172f31eebf8b3f032e6485528edbac38863ad357
70df39aae7b05204,148,Comfort,1.0,1.0,0.0,61a62f4dfa0f70e84ef20a0a172f31eebf8b3f032e6485528edbac38863ad357
70df39aae7b05204,148,score,0.0,0.0,0.0,61a62f4dfa0f70e84ef20a0a172f31eebf8b3f032e6485528edbac38863ad357
70df39aae7b05204,220,NC,0.0,0.0,0.0,1671f0878e96a78226a540b8a98066838d04f9a9f8b67d18234088f91d810f7d
70df39aae7b05204,220,DAC,0.0,0.0,0.0,1671f0878e96a78226a540b8a98066838d04f9a9f8b67d18234088f91d810f7d
70df39aae7b05204,220,EP,0.0,0.0,0.0,1671f0878e96a78226a540b8a98066838d04f9a9f8b67d18234088f91d810f7d
70df39aae7b05204,220,TTC,0.0,0.0,0.0,1671f0878e96a78226a540b8a98066838d04f9a9f8b67d18234088f91d810f7d
70df39aae7b05204,220,Comfort,1.0,1.0,0.0,1671f0878e96a78226a540b8a98066838d04f9a9f8b67d18234088f91d810f7d
70df39aae7b05204,220,score,0.0,0.0,0.0,1671f0878e96a78226a540b8a98066838d04f9a9f8b67d18234088f91d810f7d
70df39aae7b05204,243,NC,0.0,0.0,0.0,6374b9be4e37a954cc0ae5f2e99802d330c34de833b86bb4ede201a14f28b7a2
70df39aae7b05204,243,DAC,0.0,0.0,0.0,6374b9be4e37a954cc0ae5f2e99802d330c34de833b86bb4ede201a14f28b7a2
70df39aae7b05204,243,EP,0.0,0.0,0.0,6374b9be4e37a954cc0ae5f2e99802d330c34de833b86bb4ede201a14f28b7a2
70df39aae7b05204,243,TTC,0.0,0.0,0.0,6374b9be4e37a954cc0ae5f2e99802d330c34de833b86bb4ede201a14f28b7a2
70df39aae7b05204,243,Comfort,0.0,0.0,0.0,6374b9be4e37a954cc0ae5f2e99802d330c34de833b86bb4ede201a14f28b7a2
70df39aae7b05204,243,score,0.0,0.0,0.0,6374b9be4e37a954cc0ae5f2e99802d330c34de833b86bb4ede201a14f28b7a2
3cf7edf4ad015849,9,NC,0.0,0.0,0.0,70573d0b7bc509549fe84502e711291b014bf1266219e2f9ee727eda962fd74e
3cf7edf4ad015849,9,DAC,0.0,0.0,0.0,70573d0b7bc509549fe84502e711291b014bf1266219e2f9ee727eda962fd74e
3cf7edf4ad015849,9,EP,0.0,0.0,0.0,70573d0b7bc509549fe84502e711291b014bf1266219e2f9ee727eda962fd74e
3cf7edf4ad015849,9,TTC,0.0,0.0,0.0,70573d0b7bc509549fe84502e711291b014bf1266219e2f9ee727eda962fd74e
3cf7edf4ad015849,9,Comfort,1.0,1.0,0.0,70573d0b7bc509549fe84502e711291b014bf1266219e2f9ee727eda962fd74e
3cf7edf4ad015849,9,score,0.0,0.0,0.0,70573d0b7bc509549fe84502e711291b014bf1266219e2f9ee727eda962fd74e
3cf7edf4ad015849,31,NC,0.0,0.0,0.0,48572ae6d5cfe29a0376e26477b3c3755c0399f78c84c39f08a740282a9164ff
3cf7edf4ad015849,31,DAC,1.0,1.0,0.0,48572ae6d5cfe29a0376e26477b3c3755c0399f78c84c39f08a740282a9164ff
3cf7edf4ad015849,31,EP,0.0,0.0,0.0,48572ae6d5cfe29a0376e26477b3c3755c0399f78c84c39f08a740282a9164ff
3cf7edf4ad015849,31,TTC,0.0,0.0,0.0,48572ae6d5cfe29a0376e26477b3c3755c0399f78c84c39f08a740282a9164ff
3cf7edf4ad015849,31,Comfort,1.0,1.0,0.0,48572ae6d5cfe29a0376e26477b3c3755c0399f78c84c39f08a740282a9164ff
3cf7edf4ad015849,31,score,0.0,0.0,0.0,48572ae6d5cfe29a0376e26477b3c3755c0399f78c84c39f08a740282a9164ff
3cf7edf4ad015849,38,NC,1.0,1.0,0.0,bc730367c94916dbc9ee4ea33923fbc93bcfc1cfd8aaf196819122720545073c
3cf7edf4ad015849,38,DAC,1.0,1.0,0.0,bc730367c94916dbc9ee4ea33923fbc93bcfc1cfd8aaf196819122720545073c
3cf7edf4ad015849,38,EP,0.41098082065582275,0.41098082065582275,0.0,bc730367c94916dbc9ee4ea33923fbc93bcfc1cfd8aaf196819122720545073c
3cf7edf4ad015849,38,TTC,1.0,1.0,0.0,bc730367c94916dbc9ee4ea33923fbc93bcfc1cfd8aaf196819122720545073c
3cf7edf4ad015849,38,Comfort,1.0,1.0,0.0,bc730367c94916dbc9ee4ea33923fbc93bcfc1cfd8aaf196819122720545073c
3cf7edf4ad015849,38,score,0.3772876560688019,0.3772876560688019,0.0,bc730367c94916dbc9ee4ea33923fbc93bcfc1cfd8aaf196819122720545073c
3cf7edf4ad015849,50,NC,0.0,0.0,0.0,b491f26d08c267018bcb93ac3a873178e91b885ace27f468d91b2d47134c8dc7
3cf7edf4ad015849,50,DAC,0.0,0.0,0.0,b491f26d08c267018bcb93ac3a873178e91b885ace27f468d91b2d47134c8dc7
3cf7edf4ad015849,50,EP,0.0,0.0,0.0,b491f26d08c267018bcb93ac3a873178e91b885ace27f468d91b2d47134c8dc7
3cf7edf4ad015849,50,TTC,0.0,0.0,0.0,b491f26d08c267018bcb93ac3a873178e91b885ace27f468d91b2d47134c8dc7
3cf7edf4ad015849,50,Comfort,1.0,1.0,0.0,b491f26d08c267018bcb93ac3a873178e91b885ace27f468d91b2d47134c8dc7
3cf7edf4ad015849,50,score,0.0,0.0,0.0,b491f26d08c267018bcb93ac3a873178e91b885ace27f468d91b2d47134c8dc7
3cf7edf4ad015849,59,NC,0.0,0.0,0.0,fc183bf2adc7958580c5142554b02803b36866a741a49a37e2c96ebd3a3f18c0
3cf7edf4ad015849,59,DAC,1.0,1.0,0.0,fc183bf2adc7958580c5142554b02803b36866a741a49a37e2c96ebd3a3f18c0
3cf7edf4ad015849,59,EP,0.0,0.0,0.0,fc183bf2adc7958580c5142554b02803b36866a741a49a37e2c96ebd3a3f18c0
3cf7edf4ad015849,59,TTC,0.0,0.0,0.0,fc183bf2adc7958580c5142554b02803b36866a741a49a37e2c96ebd3a3f18c0
3cf7edf4ad015849,59,Comfort,1.0,1.0,0.0,fc183bf2adc7958580c5142554b02803b36866a741a49a37e2c96ebd3a3f18c0
3cf7edf4ad015849,59,score,0.0,0.0,0.0,fc183bf2adc7958580c5142554b02803b36866a741a49a37e2c96ebd3a3f18c0
3cf7edf4ad015849,101,NC,0.0,0.0,0.0,11a64b6bcad46240d3d742dd3b011521092658b04c60acfa851e3fc940375948
3cf7edf4ad015849,101,DAC,1.0,1.0,0.0,11a64b6bcad46240d3d742dd3b011521092658b04c60acfa851e3fc940375948
3cf7edf4ad015849,101,EP,0.0,0.0,0.0,11a64b6bcad46240d3d742dd3b011521092658b04c60acfa851e3fc940375948
3cf7edf4ad015849,101,TTC,0.0,0.0,0.0,11a64b6bcad46240d3d742dd3b011521092658b04c60acfa851e3fc940375948
3cf7edf4ad015849,101,Comfort,0.0,0.0,0.0,11a64b6bcad46240d3d742dd3b011521092658b04c60acfa851e3fc940375948
3cf7edf4ad015849,101,score,0.0,0.0,0.0,11a64b6bcad46240d3d742dd3b011521092658b04c60acfa851e3fc940375948
3cf7edf4ad015849,167,NC,0.0,0.0,0.0,c2795b2a1e292af35a5db70b757507ff8c3f1d5dd15c95d19a8e1a7d35041874
3cf7edf4ad015849,167,DAC,0.0,0.0,0.0,c2795b2a1e292af35a5db70b757507ff8c3f1d5dd15c95d19a8e1a7d35041874
3cf7edf4ad015849,167,EP,0.0,0.0,0.0,c2795b2a1e292af35a5db70b757507ff8c3f1d5dd15c95d19a8e1a7d35041874
3cf7edf4ad015849,167,TTC,0.0,0.0,0.0,c2795b2a1e292af35a5db70b757507ff8c3f1d5dd15c95d19a8e1a7d35041874
3cf7edf4ad015849,167,Comfort,1.0,1.0,0.0,c2795b2a1e292af35a5db70b757507ff8c3f1d5dd15c95d19a8e1a7d35041874
3cf7edf4ad015849,167,score,0.0,0.0,0.0,c2795b2a1e292af35a5db70b757507ff8c3f1d5dd15c95d19a8e1a7d35041874
3cf7edf4ad015849,208,NC,0.0,0.0,0.0,d2b93e655daab7429dff7e0a65362932a885a34573aa1be75d39e2d88419a8b3
3cf7edf4ad015849,208,DAC,1.0,1.0,0.0,d2b93e655daab7429dff7e0a65362932a885a34573aa1be75d39e2d88419a8b3
3cf7edf4ad015849,208,EP,0.0,0.0,0.0,d2b93e655daab7429dff7e0a65362932a885a34573aa1be75d39e2d88419a8b3
3cf7edf4ad015849,208,TTC,0.0,0.0,0.0,d2b93e655daab7429dff7e0a65362932a885a34573aa1be75d39e2d88419a8b3
3cf7edf4ad015849,208,Comfort,1.0,1.0,0.0,d2b93e655daab7429dff7e0a65362932a885a34573aa1be75d39e2d88419a8b3
3cf7edf4ad015849,208,score,0.0,0.0,0.0,d2b93e655daab7429dff7e0a65362932a885a34573aa1be75d39e2d88419a8b3
3cf7edf4ad015849,212,NC,0.0,0.0,0.0,0bea52ee1e06099214af4776224ada501ca6e45830d7c743c743a2fdaa4e3387
3cf7edf4ad015849,212,DAC,1.0,1.0,0.0,0bea52ee1e06099214af4776224ada501ca6e45830d7c743c743a2fdaa4e3387
3cf7edf4ad015849,212,EP,0.0,0.0,0.0,0bea52ee1e06099214af4776224ada501ca6e45830d7c743c743a2fdaa4e3387
3cf7edf4ad015849,212,TTC,0.0,0.0,0.0,0bea52ee1e06099214af4776224ada501ca6e45830d7c743c743a2fdaa4e3387
3cf7edf4ad015849,212,Comfort,1.0,1.0,0.0,0bea52ee1e06099214af4776224ada501ca6e45830d7c743c743a2fdaa4e3387
3cf7edf4ad015849,212,score,0.0,0.0,0.0,0bea52ee1e06099214af4776224ada501ca6e45830d7c743c743a2fdaa4e3387
3cf7edf4ad015849,255,NC,0.0,0.0,0.0,2d222c87bcdbc5f9622abea84e3a3ff4df0bc549071a3a63e4673b2d5761a5a2
3cf7edf4ad015849,255,DAC,0.0,0.0,0.0,2d222c87bcdbc5f9622abea84e3a3ff4df0bc549071a3a63e4673b2d5761a5a2
3cf7edf4ad015849,255,EP,0.0,0.0,0.0,2d222c87bcdbc5f9622abea84e3a3ff4df0bc549071a3a63e4673b2d5761a5a2
3cf7edf4ad015849,255,TTC,0.0,0.0,0.0,2d222c87bcdbc5f9622abea84e3a3ff4df0bc549071a3a63e4673b2d5761a5a2
3cf7edf4ad015849,255,Comfort,1.0,1.0,0.0,2d222c87bcdbc5f9622abea84e3a3ff4df0bc549071a3a63e4673b2d5761a5a2
3cf7edf4ad015849,255,score,0.0,0.0,0.0,2d222c87bcdbc5f9622abea84e3a3ff4df0bc549071a3a63e4673b2d5761a5a2
745730128823551b,9,NC,0.0,0.0,0.0,70573d0b7bc509549fe84502e711291b014bf1266219e2f9ee727eda962fd74e
745730128823551b,9,DAC,0.0,0.0,0.0,70573d0b7bc509549fe84502e711291b014bf1266219e2f9ee727eda962fd74e
745730128823551b,9,EP,0.0,0.0,0.0,70573d0b7bc509549fe84502e711291b014bf1266219e2f9ee727eda962fd74e
745730128823551b,9,TTC,0.0,0.0,0.0,70573d0b7bc509549fe84502e711291b014bf1266219e2f9ee727eda962fd74e
745730128823551b,9,Comfort,0.0,0.0,0.0,70573d0b7bc509549fe84502e711291b014bf1266219e2f9ee727eda962fd74e
745730128823551b,9,score,0.0,0.0,0.0,70573d0b7bc509549fe84502e711291b014bf1266219e2f9ee727eda962fd74e
745730128823551b,30,NC,0.0,0.0,0.0,e72f7f2f5fb4093104d310d07bf6e067f4c229187083aa9dc42a8365b1d0ae38
745730128823551b,30,DAC,1.0,1.0,0.0,e72f7f2f5fb4093104d310d07bf6e067f4c229187083aa9dc42a8365b1d0ae38
745730128823551b,30,EP,0.0,0.0,0.0,e72f7f2f5fb4093104d310d07bf6e067f4c229187083aa9dc42a8365b1d0ae38
745730128823551b,30,TTC,0.0,0.0,0.0,e72f7f2f5fb4093104d310d07bf6e067f4c229187083aa9dc42a8365b1d0ae38
745730128823551b,30,Comfort,1.0,1.0,0.0,e72f7f2f5fb4093104d310d07bf6e067f4c229187083aa9dc42a8365b1d0ae38
745730128823551b,30,score,0.0,0.0,0.0,e72f7f2f5fb4093104d310d07bf6e067f4c229187083aa9dc42a8365b1d0ae38
745730128823551b,46,NC,0.0,0.0,0.0,52c1136999536cfaa82b2f8038b3e7143cf4b1546821603866c58ad53051e3b2
745730128823551b,46,DAC,1.0,1.0,0.0,52c1136999536cfaa82b2f8038b3e7143cf4b1546821603866c58ad53051e3b2
745730128823551b,46,EP,0.0,0.0,0.0,52c1136999536cfaa82b2f8038b3e7143cf4b1546821603866c58ad53051e3b2
745730128823551b,46,TTC,0.0,0.0,0.0,52c1136999536cfaa82b2f8038b3e7143cf4b1546821603866c58ad53051e3b2
745730128823551b,46,Comfort,1.0,1.0,0.0,52c1136999536cfaa82b2f8038b3e7143cf4b1546821603866c58ad53051e3b2
745730128823551b,46,score,0.0,0.0,0.0,52c1136999536cfaa82b2f8038b3e7143cf4b1546821603866c58ad53051e3b2
745730128823551b,83,NC,0.0,0.0,0.0,b2bfbfd34eb6cf0b17004c63193645e7d2e7d543cb0641b9ce0d65a9fbf40c0b
745730128823551b,83,DAC,1.0,1.0,0.0,b2bfbfd34eb6cf0b17004c63193645e7d2e7d543cb0641b9ce0d65a9fbf40c0b
745730128823551b,83,EP,0.0,0.0,0.0,b2bfbfd34eb6cf0b17004c63193645e7d2e7d543cb0641b9ce0d65a9fbf40c0b
745730128823551b,83,TTC,0.0,0.0,0.0,b2bfbfd34eb6cf0b17004c63193645e7d2e7d543cb0641b9ce0d65a9fbf40c0b
745730128823551b,83,Comfort,1.0,1.0,0.0,b2bfbfd34eb6cf0b17004c63193645e7d2e7d543cb0641b9ce0d65a9fbf40c0b
745730128823551b,83,score,0.0,0.0,0.0,b2bfbfd34eb6cf0b17004c63193645e7d2e7d543cb0641b9ce0d65a9fbf40c0b
745730128823551b,126,NC,0.5,0.5,0.0,5490df5c1d9504bbab4d50958b26abd99fc55ffaa32b1a614c6056f42b341f5a
745730128823551b,126,DAC,0.0,0.0,0.0,5490df5c1d9504bbab4d50958b26abd99fc55ffaa32b1a614c6056f42b341f5a
745730128823551b,126,EP,0.0,0.0,0.0,5490df5c1d9504bbab4d50958b26abd99fc55ffaa32b1a614c6056f42b341f5a
745730128823551b,126,TTC,0.0,0.0,0.0,5490df5c1d9504bbab4d50958b26abd99fc55ffaa32b1a614c6056f42b341f5a
745730128823551b,126,Comfort,1.0,1.0,0.0,5490df5c1d9504bbab4d50958b26abd99fc55ffaa32b1a614c6056f42b341f5a
745730128823551b,126,score,0.0,0.0,0.0,5490df5c1d9504bbab4d50958b26abd99fc55ffaa32b1a614c6056f42b341f5a
745730128823551b,134,NC,1.0,1.0,0.0,61be79c4d3e890cc2565368a76ec22cdb3c3aa9dd75b5b2ad387080f69b6289c
745730128823551b,134,DAC,1.0,1.0,0.0,61be79c4d3e890cc2565368a76ec22cdb3c3aa9dd75b5b2ad387080f69b6289c
745730128823551b,134,EP,0.021186532452702522,0.021186532452702522,0.0,61be79c4d3e890cc2565368a76ec22cdb3c3aa9dd75b5b2ad387080f69b6289c
745730128823551b,134,TTC,0.0,0.0,0.0,61be79c4d3e890cc2565368a76ec22cdb3c3aa9dd75b5b2ad387080f69b6289c
745730128823551b,134,Comfort,1.0,1.0,0.0,61be79c4d3e890cc2565368a76ec22cdb3c3aa9dd75b5b2ad387080f69b6289c
745730128823551b,134,score,0.08774719387292862,0.08774719387292862,0.0,61be79c4d3e890cc2565368a76ec22cdb3c3aa9dd75b5b2ad387080f69b6289c
745730128823551b,185,NC,0.0,0.0,0.0,88c6d069a5089a5eb0e8c92e3cd94acc532e4570dcd750b1eac2114351ed658c
745730128823551b,185,DAC,1.0,1.0,0.0,88c6d069a5089a5eb0e8c92e3cd94acc532e4570dcd750b1eac2114351ed658c
745730128823551b,185,EP,0.0,0.0,0.0,88c6d069a5089a5eb0e8c92e3cd94acc532e4570dcd750b1eac2114351ed658c
745730128823551b,185,TTC,0.0,0.0,0.0,88c6d069a5089a5eb0e8c92e3cd94acc532e4570dcd750b1eac2114351ed658c
745730128823551b,185,Comfort,0.0,0.0,0.0,88c6d069a5089a5eb0e8c92e3cd94acc532e4570dcd750b1eac2114351ed658c
745730128823551b,185,score,0.0,0.0,0.0,88c6d069a5089a5eb0e8c92e3cd94acc532e4570dcd750b1eac2114351ed658c
745730128823551b,200,NC,0.0,0.0,0.0,89efefdc6b399352f48d236ea9ac934c90b216e6fd15c76bc83402979d89f324
745730128823551b,200,DAC,1.0,1.0,0.0,89efefdc6b399352f48d236ea9ac934c90b216e6fd15c76bc83402979d89f324
745730128823551b,200,EP,0.0,0.0,0.0,89efefdc6b399352f48d236ea9ac934c90b216e6fd15c76bc83402979d89f324
745730128823551b,200,TTC,0.0,0.0,0.0,89efefdc6b399352f48d236ea9ac934c90b216e6fd15c76bc83402979d89f324
745730128823551b,200,Comfort,1.0,1.0,0.0,89efefdc6b399352f48d236ea9ac934c90b216e6fd15c76bc83402979d89f324
745730128823551b,200,score,0.0,0.0,0.0,89efefdc6b399352f48d236ea9ac934c90b216e6fd15c76bc83402979d89f324
745730128823551b,235,NC,0.0,0.0,0.0,7eba618b697854048861eaad1371802e98f35f57fe31f984b05274dcddf1ead8
745730128823551b,235,DAC,0.0,0.0,0.0,7eba618b697854048861eaad1371802e98f35f57fe31f984b05274dcddf1ead8
745730128823551b,235,EP,0.0,0.0,0.0,7eba618b697854048861eaad1371802e98f35f57fe31f984b05274dcddf1ead8
745730128823551b,235,TTC,0.0,0.0,0.0,7eba618b697854048861eaad1371802e98f35f57fe31f984b05274dcddf1ead8
745730128823551b,235,Comfort,1.0,1.0,0.0,7eba618b697854048861eaad1371802e98f35f57fe31f984b05274dcddf1ead8
745730128823551b,235,score,0.0,0.0,0.0,7eba618b697854048861eaad1371802e98f35f57fe31f984b05274dcddf1ead8
745730128823551b,253,NC,1.0,1.0,0.0,ac5ba288800c4c3c1670ac054dc22477e246f8528d155bfa8f8c0fa376ea9efb
745730128823551b,253,DAC,1.0,1.0,0.0,ac5ba288800c4c3c1670ac054dc22477e246f8528d155bfa8f8c0fa376ea9efb
745730128823551b,253,EP,0.0249995905905962,0.0249995905905962,0.0,ac5ba288800c4c3c1670ac054dc22477e246f8528d155bfa8f8c0fa376ea9efb
745730128823551b,253,TTC,0.0,0.0,0.0,ac5ba288800c4c3c1670ac054dc22477e246f8528d155bfa8f8c0fa376ea9efb
745730128823551b,253,Comfort,1.0,1.0,0.0,ac5ba288800c4c3c1670ac054dc22477e246f8528d155bfa8f8c0fa376ea9efb
745730128823551b,253,score,0.08854158222675323,0.08854158222675323,0.0,ac5ba288800c4c3c1670ac054dc22477e246f8528d155bfa8f8c0fa376ea9efb
d7893388397e5076,16,NC,1.0,1.0,0.0,f86c2fd0a40a0136da2a501543b9434a8ae9db1d89a75d30a92e0ffa97c15662
d7893388397e5076,16,DAC,1.0,1.0,0.0,f86c2fd0a40a0136da2a501543b9434a8ae9db1d89a75d30a92e0ffa97c15662
d7893388397e5076,16,EP,0.21405404806137085,0.21405404806137085,0.0,f86c2fd0a40a0136da2a501543b9434a8ae9db1d89a75d30a92e0ffa97c15662
d7893388397e5076,16,TTC,1.0,1.0,0.0,f86c2fd0a40a0136da2a501543b9434a8ae9db1d89a75d30a92e0ffa97c15662
d7893388397e5076,16,Comfort,1.0,1.0,0.0,f86c2fd0a40a0136da2a501543b9434a8ae9db1d89a75d30a92e0ffa97c15662
d7893388397e5076,16,score,0.3362612724304199,0.3362612724304199,0.0,f86c2fd0a40a0136da2a501543b9434a8ae9db1d89a75d30a92e0ffa97c15662
d7893388397e5076,149,NC,0.5,0.5,0.0,a0549150f4f868a4d693c3be8fdb30ecf28a7ef01802345b607c04e047b010c5
d7893388397e5076,149,DAC,1.0,1.0,0.0,a0549150f4f868a4d693c3be8fdb30ecf28a7ef01802345b607c04e047b010c5
d7893388397e5076,149,EP,0.22910216450691223,0.22910216450691223,0.0,a0549150f4f868a4d693c3be8fdb30ecf28a7ef01802345b607c04e047b010c5
d7893388397e5076,149,TTC,0.0,0.0,0.0,a0549150f4f868a4d693c3be8fdb30ecf28a7ef01802345b607c04e047b010c5
d7893388397e5076,149,Comfort,0.0,0.0,0.0,a0549150f4f868a4d693c3be8fdb30ecf28a7ef01802345b607c04e047b010c5
d7893388397e5076,149,score,0.023864809423685074,0.023864809423685074,0.0,a0549150f4f868a4d693c3be8fdb30ecf28a7ef01802345b607c04e047b010c5
d7893388397e5076,180,NC,1.0,1.0,0.0,628fcfa998075b1a4b2c8fb3b9e1f91a544d3feefaeb3bff5b6ce335a256b0c4
d7893388397e5076,180,DAC,1.0,1.0,0.0,628fcfa998075b1a4b2c8fb3b9e1f91a544d3feefaeb3bff5b6ce335a256b0c4
d7893388397e5076,180,EP,0.04350331798195839,0.04350331798195839,0.0,628fcfa998075b1a4b2c8fb3b9e1f91a544d3feefaeb3bff5b6ce335a256b0c4
d7893388397e5076,180,TTC,1.0,1.0,0.0,628fcfa998075b1a4b2c8fb3b9e1f91a544d3feefaeb3bff5b6ce335a256b0c4
d7893388397e5076,180,Comfort,1.0,1.0,0.0,628fcfa998075b1a4b2c8fb3b9e1f91a544d3feefaeb3bff5b6ce335a256b0c4
d7893388397e5076,180,score,0.3007298707962036,0.3007298707962036,0.0,628fcfa998075b1a4b2c8fb3b9e1f91a544d3feefaeb3bff5b6ce335a256b0c4
d7893388397e5076,183,NC,1.0,1.0,0.0,96e60bab86aeabdb5b75ab8afdb3f74b9292a664a34e1ce6334e42d88d209d6a
d7893388397e5076,183,DAC,1.0,1.0,0.0,96e60bab86aeabdb5b75ab8afdb3f74b9292a664a34e1ce6334e42d88d209d6a
d7893388397e5076,183,EP,0.2167724370956421,0.2167724370956421,0.0,96e60bab86aeabdb5b75ab8afdb3f74b9292a664a34e1ce6334e42d88d209d6a
d7893388397e5076,183,TTC,0.0,0.0,0.0,96e60bab86aeabdb5b75ab8afdb3f74b9292a664a34e1ce6334e42d88d209d6a
d7893388397e5076,183,Comfort,0.0,0.0,0.0,96e60bab86aeabdb5b75ab8afdb3f74b9292a664a34e1ce6334e42d88d209d6a
d7893388397e5076,183,score,0.0451609268784523,0.0451609268784523,0.0,96e60bab86aeabdb5b75ab8afdb3f74b9292a664a34e1ce6334e42d88d209d6a
d7893388397e5076,197,NC,1.0,1.0,0.0,6d094f88d382677737d2371bb8afbe453d043962ecaf2e023c75cc4938a1ca77
d7893388397e5076,197,DAC,1.0,1.0,0.0,6d094f88d382677737d2371bb8afbe453d043962ecaf2e023c75cc4938a1ca77
