model_type,intervention,seeds,selected_score,selected_score_std,top1_regret,top1_regret_std,mean_selected_candidate_rank,mean_selected_candidate_rank_std,pairwise_ranking_accuracy,pairwise_ranking_accuracy_std,kendall_tau,kendall_tau_std,oracle_capture_mean,oracle_capture_mean_std,oracle_capture_median,oracle_capture_median_std,oracle_capture_q25,oracle_capture_q25_std,oracle_capture_q75,oracle_capture_q75_std,oracle_capture_fraction_gt_0,oracle_capture_fraction_gt_0_std,oracle_capture_fraction_ge_0_5,oracle_capture_fraction_ge_0_5_std,hard_false_safe_rate,hard_false_safe_rate_std,direction_non_compliance_rate,direction_non_compliance_rate_std,ddc_half_rate,ddc_half_rate_std,ddc_zero_rate,ddc_zero_rate_std,zero_score_selection_rate,zero_score_selection_rate_std,wote_failure_recovery_rate,wote_failure_recovery_rate_std
trajectory_only,none,3,0.4315480788548787,0.010358728224253096,0.4553666611512502,0.010358721818692457,46.373046875,1.5078462323515176,0.7624312139937383,0.0055505736498411284,0.3886094376585924,0.008661370382610972,-2.2264506480782154,0.13556818009839505,-0.1110060065984726,0.01612446374090115,-0.7414014140764872,0.028559941127272767,-0.004401145997690037,0.006035063854743239,0.20958083832335328,0.02264098406809521,0.11842980705256152,0.020114725825457046,0.14453125,0.004219232225525951,0.6165364583333334,0.0200664518325813,0.5989583333333334,0.020567147134025146,0.017578125,0.0027621358640099515,0.10026041666666667,0.003682847818679935,0.6559139784946236,0.06628402153730081
direct_current,none,3,0.4913913607597351,0.0030921408338296422,0.39552337924639386,0.00309213240237987,27.533854166666668,0.48207074701995606,0.8544077190156082,0.0010829590458290978,0.51912898769633,0.0013870221024568556,-1.6793064141190746,0.2530540425446609,0.0,0.0,-0.17144347230593363,0.023449632945689275,0.30306371053059894,0.01250659134328509,0.4703925482368596,0.015660149429061635,0.18562874251497005,0.005645563123245881,0.12565104166666666,0.018483163498148946,0.6276041666666666,0.01705182402826666,0.599609375,0.02036002053530194,0.027994791666666668,0.0033196741624953027,0.060546875,0.010457277606906908,0.6881720430107526,0.04023287512660153
ego_kinematic_effect,none,3,0.472072571516037,0.014884500024228175,0.4148421784241994,0.014884513033799803,30.139973958333332,1.2310208059426244,0.8478300745510876,0.004229863255366265,0.509743533352239,0.006225456973107638,-1.559029306732717,0.35210153980458625,-0.005604926098991807,0.007891183837373488,-0.2996555417776108,0.08443326928401922,0.16807392487923303,0.033849452871624816,0.40452428476380575,0.02531776126472449,0.1596806387225549,0.008623740117641863,0.16731770833333334,0.03920330525344947,0.6223958333333334,0.00736569563735987,0.5885416666666666,0.012889967365379772,0.033854166666666664,0.006639348324990605,0.08333333333333333,0.016289057295829173,0.5698924731182795,0.08046575025320302
static_primitive_effect,none,3,0.47118180990219116,0.011528062523230279,0.4157329201698303,0.011528062523230279,31.409505208333332,3.367414576482158,0.84381958799973,0.011185521842110226,0.5038549906393534,0.015495306012955318,-2.432062194670768,0.14174935603514166,-0.012356470028559366,0.017474687497445324,-0.30848509073257446,0.0566757361444,0.1695205271244049,0.05859590218921785,0.4204923486360612,0.03850910479970134,0.1650033266799734,0.005723436638085583,0.15494791666666666,0.024359748611809517,0.6197916666666666,0.01120094435812842,0.5885416666666666,0.011754863336762882,0.03125,0.0027621358640099515,0.076171875,0.012455160462050124,0.6559139784946236,0.09971632790855597
shared_logged_future,none,3,0.4528568883736928,0.013390348173240864,0.4340578317642212,0.013390358898086152,33.190104166666664,2.596511698298934,0.8392453139475288,0.011458881653630888,0.49730154827074236,0.016299090150163172,-2.505655598549877,0.4465269155649818,-0.01964027787713955,0.01862381929072239,-0.5164581835269928,0.1048676481370894,0.15961025903622308,0.05459838081237956,0.38789088489687296,0.04127228854097359,0.1590153027278776,0.012447296695854766,0.2109375,0.0266370736269255,0.6126302083333334,0.005126307209643106,0.5807291666666666,0.0018414239093399675,0.031901041666666664,0.006037512041338349,0.08528645833333333,0.0024359748611809512,0.6236559139784945,0.054828166812825645
dynamic_replay_effect,none,3,0.46710775295893353,0.015878321171326308,0.41980697711308795,0.015878321171326308,32.819010416666664,2.772561817693495,0.843303382354141,0.012427063442571374,0.5032224212267665,0.017329914129652037,-1.9775887882042722,0.3374927050418449,-0.021422963589429855,0.015150189369760385,-0.37188931306203205,0.0951565341039873,0.19741755723953247,0.06159074106360017,0.38589487691284097,0.04558401366057388,0.1763140385894877,0.006170072185958556,0.154296875,0.047921266196817566,0.619140625,0.013810679320049757,0.5904947916666666,0.012386912493776334,0.028645833333333332,0.003682847818679935,0.078125,0.01680141653719263,0.6236559139784946,0.092498121150996
full_primitive_action_effect,none,3,0.47800196210543316,0.009730268166748775,0.4089127779006958,0.009730263642933544,28.34375,4.985081350567646,0.8513972302390664,0.013889558164424576,0.5145865283292386,0.018969064843808222,-2.0909777096868787,0.13194915423423847,-0.012059852820433056,0.018724829962473512,-0.24027983844280243,0.10132493515546882,0.19457954416672388,0.08794232207984382,0.44510978043912175,0.07903788372544246,0.17298735861610115,0.015142789989010027,0.12565104166666666,0.013749161511681561,0.6380208333333334,0.010618168248893289,0.61328125,0.018112536124015047,0.024739583333333332,0.007536352150254053,0.0703125,0.01149968862803105,0.6129032258064516,0.06968538385384795
full_primitive_no_interaction_mask,none,3,0.4676060875256856,0.005075953301485843,0.4193086326122284,0.0050759442021534335,32.238932291666664,2.3621464073923524,0.8372540707890429,0.006349505701517119,0.4947990460759952,0.008379977341003706,-1.8403949117223046,0.261246346550209,-0.016185701514283817,0.015226915426486897,-0.37668876846631366,0.02748699363171221,0.20034736519058546,0.1145484144887554,0.38389886892880903,0.04727164249722318,0.17298735861610115,0.02037710290234672,0.13932291666666666,0.03035558131998637,0.6334635416666666,0.016750885846703915,0.6022135416666666,0.02441189226465192,0.03125,0.012039871099548781,0.076171875,0.023164644368043222,0.6451612903225806,0.0
interaction_mask_only,none,3,0.47172413269678753,0.021286271162995342,0.41519054770469666,0.02128626905329817,30.831380208333332,4.9512763573103555,0.8460233362483246,0.017240256077886176,0.5070998201568095,0.02398872639632117,-1.9729488477833976,0.4536480721761295,-0.01621277133623759,0.022928321107360962,-0.2824234788616498,0.1412350462798055,0.21965099250276884,0.12344837584205222,0.435129740518962,0.08468344684868831,0.17431803060545578,0.017877616556945322,0.16341145833333334,0.0426817276121973,0.6243489583333334,0.012790939260669596,0.5865885416666666,0.011754863336762882,0.037760416666666664,0.0048719497223619025,0.08528645833333333,0.019025571870055283,0.6021505376344085,0.040232875126601536
full_engineered_action_effect,none,3,0.47928789258003235,0.008136135997841866,0.40762682755788165,0.008136122539079004,29.69921875,0.8995746879168094,0.850965099469442,0.007400382155885229,0.5137517221039468,0.010484018553121841,-1.8874303298773738,0.0902729081847694,0.001903724701454242,0.0026922732918212605,-0.29138944546381634,0.08614909099576419,0.33898337682088214,0.010338561366990306,0.46373918829008653,0.03888659799388545,0.20159680638722555,0.008623740117641863,0.16927083333333334,0.016598370812476514,0.6158854166666666,0.02019278960842555,0.5729166666666666,0.013932900103536913,0.04296875,0.00637887953849786,0.08984375,0.009700302360515195,0.6236559139784946,0.030413194889743953
