model_type,seed,factor,mae,brier,auc,strict_compliance_auc,violation_auc
full_primitive_action_effect,2,EP,0.09224261343479156,0.026699239388108253,,,
full_primitive_action_effect,2,TTC,0.15605226159095764,0.08360036462545395,0.9546533813761084,,
full_primitive_action_effect,2,Comfort,0.023221366107463837,0.012236841022968292,0.9988239355717942,,
full_primitive_no_interaction_mask,0,NC,0.17097502946853638,0.08267882466316223,0.9449532701057282,,
full_primitive_no_interaction_mask,0,DAC,0.13433803617954254,0.06472007185220718,0.9752894896381983,,
full_primitive_no_interaction_mask,0,DDC,0.18493102490901947,0.05541878566145897,,0.8501048135483761,0.8501048135483761
full_primitive_no_interaction_mask,0,EP,0.11980632692575455,0.0317009836435318,,,
full_primitive_no_interaction_mask,0,TTC,0.19995053112506866,0.10584976524114609,0.9380000566124632,,
full_primitive_no_interaction_mask,0,Comfort,0.03162034973502159,0.013693616725504398,0.9989463979172479,,
full_primitive_no_interaction_mask,1,NC,0.16151480376720428,0.07809916138648987,0.9498638765449186,,
full_primitive_no_interaction_mask,1,DAC,0.1278858482837677,0.06705531477928162,0.9739153217644576,,
full_primitive_no_interaction_mask,1,DDC,0.18529655039310455,0.056953802704811096,,0.8494816508795453,0.8494816508795453
full_primitive_no_interaction_mask,1,EP,0.12136565893888474,0.03321399912238121,,,
full_primitive_no_interaction_mask,1,TTC,0.1949004977941513,0.10277876257896423,0.9391323759424199,,
full_primitive_no_interaction_mask,1,Comfort,0.03166487440466881,0.014691370539367199,0.9982573454725759,,
full_primitive_no_interaction_mask,2,NC,0.14500123262405396,0.06750985980033875,0.9519928879405661,,
full_primitive_no_interaction_mask,2,DAC,0.12065694481134415,0.06334564089775085,0.9793775988796269,,
full_primitive_no_interaction_mask,2,DDC,0.18092328310012817,0.054871752858161926,,0.8596231732274372,0.8596231732274373
full_primitive_no_interaction_mask,2,EP,0.10744248330593109,0.029015827924013138,,,
full_primitive_no_interaction_mask,2,TTC,0.18228879570960999,0.09452147781848907,0.945430477604052,,
full_primitive_no_interaction_mask,2,Comfort,0.0259366687387228,0.011432511731982231,0.9990071772119424,,
interaction_mask_only,0,NC,0.14141219854354858,0.06742769479751587,0.9552476049071571,,
interaction_mask_only,0,DAC,0.08802516758441925,0.05032069981098175,0.9847151723666373,,
interaction_mask_only,0,DDC,0.1738644689321518,0.051043979823589325,,0.875197923883942,0.875197923883942
interaction_mask_only,0,EP,0.09167042374610901,0.0266690943390131,,,
interaction_mask_only,0,TTC,0.15805202722549438,0.08651713281869888,0.9521947395086229,,
interaction_mask_only,0,Comfort,0.020249435678124428,0.008785314857959747,0.9993967335371301,,
interaction_mask_only,1,NC,0.18269458413124084,0.08616281300783157,0.937475704274581,,
