scene_id,valid_candidate_count,kinematic_valid_count,hard_vector_diversity,consequence_distance_mean,consequence_distance_std,equivalent_pairs,divergent_pairs,ambiguous_pairs,safety_boundary_pairs,has_equivalent_and_divergent,categories
65620bb4666552b6,16,16,2,0.7301395664461717,0.9074727826991619,35,41,44,7,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
6594066ac3c25e9b,16,16,1,0.4456679794090546,0.3867435426049826,26,38,56,0,True,"turning,junction,static_easy,candidate_sensitive"
670a8b3849075579,15,16,1,0.4938666194756712,0.52951886332201,13,26,66,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
6781cfb0297c5be8,16,16,2,0.5414823121070357,0.6348142945677451,43,41,36,7,True,"straight,static_easy,candidate_sensitive"
67857b1f265955f2,16,16,1,0.5418737275900019,0.7450859700044614,38,28,54,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
6799d8110d5650f1,16,16,1,0.28458888815961103,0.2027893577246245,9,2,109,0,True,"straight,junction,dynamic_interaction,candidate_sensitive"
67abde72e9645dd8,16,16,2,0.621950167271114,0.6914284636216163,29,41,50,6,True,"straight,junction,static_easy,candidate_sensitive"
6822dc0570565ef4,16,16,1,0.40624841429768227,0.45645982295388215,41,28,51,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
686f2dc36b565b98,16,16,2,0.6895386435348743,0.8680305453348847,10,25,85,8,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
68bd93f082ea5acc,16,16,2,0.5808241044291068,0.6273110312116315,20,41,59,7,True,"straight,dynamic_interaction,candidate_sensitive"
68e6c6f2776b5bca,16,16,1,0.5438744124286102,0.42715020653257124,16,38,66,0,True,"straight,dynamic_interaction,candidate_sensitive"
6a54a4db0121584a,16,16,1,0.363851578882705,0.35450803627059035,37,15,68,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
6a6c36768da05e9c,10,10,1,0.33516556948094856,0.15949065747546112,2,0,43,0,False,"turning,junction,dynamic_interaction"
6bd2499b09fd51f2,16,16,1,0.8926419734730425,0.9334628444657269,21,61,38,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
6be3263ee55a57db,15,16,2,0.7603379559325312,0.6672992785479492,13,48,44,10,True,"turning,junction,dynamic_interaction,candidate_sensitive"
6bf22ab1e2435651,16,16,1,0.46923840977536646,0.45242672999159955,13,28,79,0,True,"turning,dynamic_interaction,near_collision,candidate_sensitive"
6cdf8f7fcd2e536b,16,16,1,0.27302055214666004,0.22076731873622082,28,2,90,0,True,"straight,static_easy,candidate_sensitive"
6cfa2954baed521a,15,16,1,0.35533584860751466,0.45766072413074477,46,14,45,0,True,"turning,junction,dynamic_interaction,near_collision,candidate_sensitive"
6dc342c367275d54,16,16,1,0.3293043201816045,0.2711250891867056,15,13,92,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
6e0c83543e0359df,15,15,1,0.7560681790991043,0.5810685030125536,16,54,35,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
6f15ba39d24f5e09,10,10,1,0.39549393944358335,0.5182335370621906,12,9,24,0,True,"straight,dynamic_interaction,candidate_sensitive"
6f9cc7919dac57c3,16,16,2,0.8815518747193078,0.814893259649882,18,60,42,18,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
6fab046674b753d7,16,16,2,0.8451686668176239,0.7985616100768022,27,62,31,5,True,"straight,static_easy,candidate_sensitive"
7001f28b13c953f7,16,16,1,0.4067815126403044,0.32700157863583273,6,16,98,0,True,"turning,junction,dynamic_interaction,near_collision,candidate_sensitive"
7010a9d4e4215bfa,16,16,1,0.4105030860320568,0.22411088117760047,5,4,111,0,True,"turning,junction,static_easy,candidate_sensitive"
7038fa8a8e8f5042,9,10,1,0.17697950615600755,0.16670580296971715,9,0,27,0,False,"straight,dynamic_interaction,near_collision"
706b49b560355b7a,15,16,1,0.5359259954453939,0.568485648666382,9,26,70,0,True,"turning,junction,dynamic_interaction,near_collision,candidate_sensitive"
70889563aa245aba,10,10,1,0.1455587440770008,0.0883352625890409,15,0,30,0,False,"straight,dynamic_interaction,near_collision"
712e65bbb96b590a,16,16,2,0.8342984355547145,0.7584733087756012,23,61,36,15,True,"straight,junction,dynamic_interaction,candidate_sensitive"
71b325262af555f1,16,16,1,0.49728336525863953,0.5210716964708881,8,29,83,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
720b67c225425a26,16,16,1,0.2948245934380733,0.15766672718987768,8,0,112,0,False,"turning,junction,dynamic_interaction"
721bb31a76015904,15,16,1,0.5515014624340745,0.6253230935657488,7,26,72,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
72439ddbd40d5c90,16,16,1,0.5823738592571173,0.5797328709590293,4,28,88,0,True,"straight,junction,dynamic_interaction,candidate_sensitive"
727e732085ce5f73,16,16,2,0.5363685011606794,0.41820929047299893,4,19,97,4,True,"turning,junction,dynamic_interaction,near_collision,candidate_sensitive"
730804c13a4e55fc,16,16,1,0.6639937443969532,0.6367274633599568,7,32,81,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
7448d597acf85b38,16,16,2,0.696741156148984,0.8166575093190733,25,41,54,7,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
74c842352bea52b1,16,16,2,0.7514036309032833,0.6386847913340218,29,64,27,7,True,"straight,junction,dynamic_interaction,candidate_sensitive"
74eb5e518998568b,16,16,2,0.7554177742221468,0.9438815710197087,41,41,38,6,True,"straight,dynamic_interaction,candidate_sensitive"
7524486e0b2d563d,13,13,2,0.5451059220589929,0.680631366053305,10,13,55,7,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
75f9590afb765f11,16,16,1,0.5483876921067846,0.587020020139402,9,28,83,0,True,"straight,junction,dynamic_interaction,candidate_sensitive"
766d892ef6615d9e,16,16,2,0.8392987376805343,0.8337514226842643,31,61,28,16,True,"straight,static_easy,candidate_sensitive"
767aeaaeb6025ef8,16,16,1,0.4491631079785641,0.486996973816223,22,28,70,0,True,"turning,junction,dynamic_interaction,near_collision,candidate_sensitive"
7703ccfe2acf5226,16,16,1,0.2808981441147156,0.31261870090581384,44,14,62,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
77113d5285785900,16,16,1,0.21293470082881205,0.20855924792768205,48,0,72,0,False,"turning,junction,dynamic_interaction"
786c7d0f495e5b08,16,16,1,0.2779821085474661,0.2532181526754795,31,4,85,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
78979b7df43655b2,16,16,2,0.47160150392958056,0.4897444450334811,15,15,90,6,True,"straight,dynamic_interaction,candidate_sensitive"
79079dc7426957c3,16,16,1,0.5430020821788591,0.639546385260001,38,41,41,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
79250c2d02555cba,16,16,2,0.6677154968378037,0.5272260366707568,12,48,60,26,True,"turning,dynamic_interaction,candidate_sensitive"
79995344a9565a10,10,10,1,0.1525442602776474,0.1629246478800418,23,0,22,0,False,"straight,dynamic_interaction,near_collision"
79c1dc47c5125d48,16,16,1,0.49336298383199634,0.43698601314215935,16,39,65,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
7a29949830265b87,10,10,1,0.5114776770105387,0.41404361202180373,10,19,16,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
7adfe8ce57f75773,16,16,2,0.5655289639094064,0.7136503308695612,41,41,38,7,True,"straight,junction,dynamic_interaction,candidate_sensitive"
7b3e6408b8a75792,15,16,2,0.8655008461894814,0.7614193948055349,16,56,33,14,True,"turning,junction,dynamic_interaction,candidate_sensitive"
7b53e11a23f152c7,13,13,1,0.5970867324364235,0.42193614089083764,2,22,54,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
7c7a4555ce3152c0,16,16,2,0.5505114069461686,0.51061080610731,17,39,64,17,True,"turning,junction,dynamic_interaction,candidate_sensitive"
7d093504d76f53c1,15,16,1,0.3623131698897484,0.4812429276716729,52,26,27,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
7dcb247c89235f0e,16,16,2,0.632960948693254,0.6058174459590122,31,40,49,19,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
7e7576a611b35fcb,16,16,2,0.6311190091225074,0.7507618695914207,37,41,42,6,True,"straight,static_easy,candidate_sensitive"
7ec4e8931c9a5dfe,10,10,1,0.5684678650171282,0.6448761865504185,15,16,14,0,True,"straight,junction,dynamic_interaction,candidate_sensitive"
800770a1750a5e8d,10,10,1,0.2246628575915432,0.14223325917039745,11,0,34,0,False,"straight,junction,dynamic_interaction"
804edf7353f9522e,16,16,2,0.8479503070767774,0.745828071879824,12,62,46,17,True,"straight,dynamic_interaction,candidate_sensitive"
80fc87acc211538c,16,16,1,0.589560344903839,0.5250314617594514,9,30,81,0,True,"straight,junction,dynamic_interaction,candidate_sensitive"
811090609d7e5d38,15,16,2,0.9449482269472621,0.758137804403958,15,65,25,6,True,"turning,junction,dynamic_interaction,candidate_sensitive"
811ab56c51c05bd7,16,16,2,0.7439983926431776,0.8151308177892608,44,52,24,7,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
812a13142f3d54cb,16,16,1,0.4502580564678913,0.5264687617463971,22,28,70,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
819a539327b55684,16,16,1,0.46315716031124166,0.24869637776224968,3,9,108,0,True,"turning,junction,static_easy,candidate_sensitive"
81d90b56222150ad,15,16,3,0.8042651789079456,0.7224802180551327,10,48,47,12,True,"turning,junction,static_easy,candidate_sensitive"
822f4f96a5d1507f,13,13,1,0.4101272070026398,0.3992091576299381,28,22,28,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
838585af55195447,13,13,1,0.5319438656704063,0.5106215792893157,18,30,30,0,True,"straight,junction,dynamic_interaction,candidate_sensitive"
83a393796b2e57df,16,16,1,0.5253233064467088,0.6105351660436403,14,28,78,0,True,"straight,junction,dynamic_interaction,candidate_sensitive"
83edf99b5f365874,13,13,2,0.5105001365841696,0.6709428012418509,28,13,37,9,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
84722c3dc48851df,15,16,1,0.38444707623867613,0.2770404272125269,12,11,82,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
847e9fc0f2a45712,10,10,1,0.15209727823683508,0.10903230236043579,14,0,31,0,False,"straight,dynamic_interaction,near_collision"
856849aa30155d85,15,16,2,1.0680678769254526,0.7088870415854651,2,74,29,6,True,"turning,static_easy,candidate_sensitive"
85b2c93a0025550b,16,16,1,0.47681523769802975,0.6230468022346527,36,28,56,0,True,"straight,dynamic_interaction,candidate_sensitive"
8606b3ed6e9453c5,16,16,1,0.4246280355187363,0.4340514329747594,17,28,75,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
868af00cc12a5cd7,16,16,1,0.4830105940564195,0.42119479924079767,18,26,76,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
87702a49b0b65003,16,16,1,0.6250957681415709,0.545274714223708,21,51,48,0,True,"straight,junction,dynamic_interaction,candidate_sensitive"
87df341e9ee45f35,16,16,2,0.7251103696239951,0.5348891461675528,2,55,63,16,True,"turning,junction,dynamic_interaction,candidate_sensitive"
87f3905d9778582a,16,16,2,0.7704133317603028,0.7780286675715806,20,47,53,19,True,"straight,dynamic_interaction,candidate_sensitive"
882804fd02b7594e,14,14,1,0.5376646778759631,0.389565338177093,2,25,64,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
882df9d08563597a,16,16,2,0.7680427441812824,0.8020382302234437,8,41,71,6,True,"straight,junction,dynamic_interaction,candidate_sensitive"
882ecf8756ea5f06,16,16,2,0.940950465167991,0.6486203538858004,6,72,42,11,True,"turning,junction,dynamic_interaction,candidate_sensitive"
895aed4fb51d57d8,15,16,1,0.37431911252690386,0.3612144884886666,17,15,73,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
897f1109ca315e56,16,16,2,1.0160602336682414,0.7814275925464361,11,77,32,15,True,"straight,dynamic_interaction,candidate_sensitive"
89a4d7928ca15975,15,16,1,0.4581179937245617,0.31514341428958464,6,17,82,0,True,"turning,junction,static_easy,candidate_sensitive"
89cd35f93f735eb7,16,16,1,0.40258357573968706,0.5004169459283433,30,22,68,0,True,"straight,dynamic_interaction,candidate_sensitive"
8a4c999adef05ad7,16,16,1,0.5886877582283022,0.7718657857713493,20,28,72,0,True,"straight,junction,static_easy,candidate_sensitive"
8a580493cbca516c,16,16,2,0.6781733134067828,0.7080171099622959,32,41,47,19,True,"straight,dynamic_interaction,candidate_sensitive"
8b5b8f0400115bd6,16,16,2,0.5229640157860088,0.7515104082557821,23,15,82,7,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
8c071d44f4e75cb0,16,16,1,0.43322577237335896,0.4148100866846453,14,16,90,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
8c61a553bddb5e5b,10,10,1,0.3371873302347034,0.39004654134470007,14,7,24,0,True,"straight,junction,dynamic_interaction,candidate_sensitive"
8e25d61ca66559fc,16,16,1,0.410169694723671,0.3897800511490426,22,17,81,0,True,"straight,junction,dynamic_interaction,candidate_sensitive"
8ef1af76ddb35e94,16,16,2,0.5840378296512062,0.4993509184948186,24,50,46,14,True,"turning,junction,static_easy,candidate_sensitive"
8f42d8fb5be9539c,16,16,2,0.664225245121443,0.8436088494314176,48,41,31,7,True,"straight,static_easy,candidate_sensitive"
8fe0fe6ae03e53f3,16,16,1,0.7635651133623924,0.5893764791462022,13,71,36,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
8ff9dae381335261,10,10,1,0.10162015048882146,0.08232811078217706,23,0,22,0,False,"straight,dynamic_interaction"
904f85c605875134,16,16,1,0.5896229935103361,0.8043091887608695,29,28,63,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
9058288f81505fcf,16,16,1,0.6322224349514944,0.5639105714826632,35,58,27,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
9096782b0402501c,16,16,1,0.3808220817269615,0.27994378453975355,19,13,88,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
9231c00eafc258e8,16,16,1,0.4090541994370547,0.5535799120248528,42,28,50,0,True,"straight,junction,dynamic_interaction,candidate_sensitive"
92a19adc03e55fc5,16,16,1,0.3457803481346283,0.25836627197807915,9,8,103,0,True,"turning,static_easy,candidate_sensitive"
92a8ca61c39a54a5,16,16,1,0.4572477893599866,0.42716148017204636,14,28,78,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
92d2ec8d2b8f5b55,16,16,2,0.9483955578957399,0.949863894809145,23,50,47,17,True,"straight,dynamic_interaction,candidate_sensitive"
92fe9c38ae4c5518,16,16,1,0.6096897025529008,0.8884932130275405,44,28,48,0,True,"straight,junction,dynamic_interaction,candidate_sensitive"
9338834925405274,16,16,1,0.5256245933875421,0.6065036118771224,17,28,75,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
9385df43047c5753,16,16,1,0.4865638876992668,0.5440987388506564,15,29,76,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
93e8e24b839959e5,10,10,1,0.08969118862819658,0.05006473810016716,24,0,21,0,False,"straight,dynamic_interaction"
9428902ad30e588d,16,16,3,0.8497647191335072,0.9127659939715478,14,37,69,16,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
94491694c68151ce,16,16,1,0.2776365703187642,0.2533351236771413,26,4,90,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
947c53d87d1c5516,16,16,2,0.9579838345042585,0.8849770326052842,26,67,27,5,True,"straight,junction,dynamic_interaction,candidate_sensitive"
947d66f0231f503b,16,16,2,0.8988861419917172,0.9797992111825723,33,53,34,9,True,"turning,static_easy,candidate_sensitive"
948ba6565e015ca0,16,16,2,0.8319883629379199,0.7846629213553208,24,61,35,17,True,"turning,junction,static_easy,candidate_sensitive"
949ff113998750c2,16,16,1,0.32100444153334345,0.2151714131565312,14,3,103,0,True,"straight,junction,dynamic_interaction,candidate_sensitive"
96f9fa9f6ac45c9c,16,16,1,0.3704823319557355,0.2922600503666692,13,16,91,0,True,"turning,dynamic_interaction,near_collision,candidate_sensitive"
980beb2dee685871,16,16,1,0.5780417869462374,0.5548461632112938,30,52,38,0,True,"straight,junction,static_easy,candidate_sensitive"
98214990879d550e,16,16,1,0.33648744846334794,0.2625057942912203,14,9,97,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
984ea67ffdba570e,16,16,1,0.3611222650847645,0.3755077641952177,23,16,81,0,True,"straight,dynamic_interaction,candidate_sensitive"
990dd2676b8850c0,15,16,1,0.4838836350110397,0.5848596968447769,22,26,57,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
9971d8871e125668,16,16,1,0.6267606380966317,0.8554087720592192,27,28,65,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
9b64a8af91945d82,16,16,2,0.7736040632580512,0.6183876009326308,5,49,66,19,True,"straight,dynamic_interaction,candidate_sensitive"
9c82b4fabd665372,10,10,1,0.5881887416706257,0.6763906410734827,14,16,15,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
9ccbf12c98425da2,16,16,3,1.0531836714376164,0.7701731947072991,17,79,24,25,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
9d1183afa4305891,16,16,1,0.3546649761976276,0.22864408489153476,18,4,98,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
9e338e2bafac57a9,16,16,2,0.7238563496393049,0.5636403756449557,18,58,44,17,True,"turning,junction,dynamic_interaction,candidate_sensitive"
9e474f49067f55d1,15,16,1,0.572889482433032,0.4433275984330431,5,26,74,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
9e5bcaf25c295d3a,16,16,1,0.664817465878622,0.5448825785243797,7,50,63,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
9ea85ac760e452e0,16,16,2,0.4956371930126899,0.4535086203329115,12,27,81,13,True,"straight,dynamic_interaction,candidate_sensitive"
9eaad9325ca55509,15,16,2,1.0186834849244006,0.8400054394485131,16,57,32,13,True,"turning,dynamic_interaction,candidate_sensitive"
9fec2176c0a85a92,16,16,2,0.8966823889479397,0.6731782638492875,4,57,59,15,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
a042ca66ec3b5f7f,16,16,1,0.32865193887488076,0.2615251891622806,14,8,98,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
a06c2be8fbef5879,12,12,2,0.7424888408725592,0.5590229216774176,2,21,43,6,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
a0a799674a0554c0,16,16,2,0.578186543644802,0.4412126518448799,7,40,73,5,True,"turning,junction,static_easy,candidate_sensitive"
a2170b8bde99579c,16,16,1,0.6387655217366278,0.8584164143798687,22,28,70,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
a2d14aae573f5470,16,16,2,0.8492722778036246,0.7700064788784172,11,61,48,15,True,"straight,static_easy,candidate_sensitive"
a424c0ac6b2155b0,16,16,1,0.5055724361201679,0.4553276049479008,12,38,70,0,True,"turning,dynamic_interaction,near_collision,candidate_sensitive"
a482233ec3ce5677,16,16,2,0.5991270445407847,0.7099754114655288,41,41,38,7,True,"straight,junction,dynamic_interaction,candidate_sensitive"
a4e62021d1765904,16,16,1,0.1988128551534173,0.12840182711548223,26,0,94,0,False,"turning,junction,dynamic_interaction,near_collision"
a518abfe981d52a8,16,16,1,0.41228074938415027,0.5383236663601262,39,28,53,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
a5733ac394a553bb,15,16,2,0.9397238151385501,0.6129463378571689,0,60,45,13,False,"turning,junction,dynamic_interaction,candidate_sensitive"
a5e8ec7df7c253e4,16,16,2,0.8024328594133756,0.7312501046017102,3,29,88,8,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
a71df6972e4b55c3,12,12,2,0.6927581716803408,0.8518159467434856,4,12,50,9,True,"turning,dynamic_interaction,near_collision,candidate_sensitive"
a77cd4e2e9a859af,15,16,1,0.4298348660513838,0.3510147822456548,7,26,72,0,True,"turning,junction,dynamic_interaction,near_collision,candidate_sensitive"
a7f49247a92c53be,15,16,1,0.6747847396247347,0.6462429281263766,8,38,59,0,True,"turning,junction,static_easy,candidate_sensitive"
a85ccac1ee575810,16,16,1,0.4363811208010347,0.32583397751243315,17,20,83,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
a8b8657acde451b4,16,16,2,0.6371826002659734,0.5564343599026708,5,39,76,17,True,"straight,junction,dynamic_interaction,candidate_sensitive"
a93d5198daf856b2,16,16,1,0.5838486979207544,0.6806694689040527,14,28,78,0,True,"straight,junction,dynamic_interaction,candidate_sensitive"
aa806ba5e4885189,16,16,3,0.6186969656912743,0.7096470286482679,19,42,59,7,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
ab8367ea25ad5e6c,16,16,2,0.5952948217879689,0.5118760061321852,24,50,46,17,True,"turning,dynamic_interaction,candidate_sensitive"
ac094b946f8753c9,16,16,2,1.1076248352812759,0.7940098348078303,12,82,26,14,True,"turning,static_easy,candidate_sensitive"
ac7444f7e73b51de,16,16,1,0.4386911122762788,0.3506440661717173,6,15,99,0,True,"turning,junction,dynamic_interaction,near_collision,candidate_sensitive"
ac9059a92b735c3c,16,16,1,0.7026737175141266,0.47083293006001603,17,66,37,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
ad6ab70bb31850ce,16,16,1,0.3712183507634395,0.34253208733286183,16,14,90,0,True,"turning,junction,dynamic_interaction,near_collision,candidate_sensitive"
adb5804c80f2585f,16,16,1,0.31967663751769365,0.25793189276441836,23,6,91,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
adca64c9caea586d,15,15,1,0.5936683998325019,0.4546031321804182,1,36,68,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
ae46d6681c925153,16,16,2,0.5827284218576713,0.554658458565984,10,35,75,2,True,"turning,junction,static_easy,candidate_sensitive"
ae83638038365f47,12,12,2,0.7924062952507972,0.6048828939434616,6,32,28,22,True,"turning,junction,dynamic_interaction,candidate_sensitive"
af2d8eed9dc0583b,16,16,3,0.9606976545921303,0.575750478732549,4,75,41,13,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
afd7f54736e35bc0,16,16,1,0.7186552291324894,0.5935835241713002,9,42,69,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
b050f9e70f9c58c1,16,16,2,1.0888814608351451,0.7032378849938165,17,87,16,16,True,"turning,junction,dynamic_interaction,candidate_sensitive"
b07ab2dbf3fe5fa4,15,16,2,0.6972918449221142,0.5953582294357136,14,46,45,1,True,"turning,junction,dynamic_interaction,candidate_sensitive"
b194973d8f0953c6,15,16,2,0.8880852640710093,0.6809191433337861,10,61,34,14,True,"turning,junction,dynamic_interaction,candidate_sensitive"
b2130df9049f519f,15,16,1,0.3781313722081223,0.19774492325716864,7,2,96,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
b24df2cd2f3f58d1,16,16,1,0.5570977337359252,0.7742765866518342,34,28,58,0,True,"straight,junction,dynamic_interaction,candidate_sensitive"
b2f1ba610fa45986,16,16,1,0.6944083963107244,0.6785213147079316,8,42,70,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
b338fa75e80c5da9,16,16,2,0.7546522567528436,0.7325055713675112,10,42,68,19,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
b3851efe744855b3,13,13,2,0.7740135504859954,0.9809714095747373,21,32,25,6,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
b58b24be39be5232,11,11,1,0.3896843695760055,0.3242932312047552,3,10,42,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
b64881b687d45233,16,16,1,0.31794975373549567,0.24784021917978666,23,7,90,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
b6acb8a72ddb57ac,10,10,1,0.14781116682037124,0.08965512826667084,16,0,29,0,False,"straight,dynamic_interaction"
b7af9f77350f5f44,16,16,1,0.3708136701109192,0.43629818684541005,29,14,77,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
b818c9e5a39d5f9e,16,16,1,0.4795451843223387,0.3363157607097848,12,16,92,0,True,"straight,dynamic_interaction,candidate_sensitive"
b82fdfcafe3e574f,10,10,1,0.48535018391021784,0.7560634551272605,17,9,19,0,True,"straight,dynamic_interaction,candidate_sensitive"
b85fd739998d579a,16,16,1,0.5105405758827551,0.7630123947852352,60,28,32,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
b8d811c3c4c250de,15,16,1,0.5653378070284454,0.6929449397861653,17,26,62,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
b95774e78d4d52a1,16,16,1,0.3672844557912358,0.3419784921243641,14,24,82,0,True,"straight,dynamic_interaction,candidate_sensitive"
ba5e75801b055619,16,16,2,0.4971644762199395,0.7017328319221626,54,28,38,5,True,"turning,junction,dynamic_interaction,near_collision,candidate_sensitive"
bb83b26d840d56b6,16,16,1,0.34803236747196814,0.328085254306548,22,14,84,0,True,"turning,static_easy,candidate_sensitive"
bc0449f1b2605891,10,10,1,0.13814798984528157,0.07894147047584747,12,0,33,0,False,"straight,junction,dynamic_interaction,near_collision"
bcc11e57262352d1,16,16,1,0.21792706122539382,0.1533905769762574,35,0,85,0,False,"straight,junction,dynamic_interaction,near_collision"
bd77f118494f587b,10,10,1,0.23529971027727947,0.22540085712611801,10,0,35,0,False,"straight,junction,dynamic_interaction"
be5e93efe66854c9,16,16,1,0.5083820524784565,0.3846442912976931,12,22,86,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
bf39e84fb0ec533b,15,16,1,0.46392668958482614,0.6457717956454236,44,26,35,0,True,"turning,dynamic_interaction,candidate_sensitive"
bfacb68a693354ce,15,16,2,0.9520153242508297,0.6186353445642527,0,62,43,11,False,"turning,junction,dynamic_interaction,candidate_sensitive"
bfd812e62f675bb8,15,16,1,0.3564279278891254,0.2588618803568168,8,9,88,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
c028d386047e5fa5,16,16,1,0.39372730424186825,0.3934022132097755,13,21,86,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
c083824504d2590b,16,16,1,0.39065954678554843,0.27283090736827303,18,7,95,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
c0c2ed50261f54e5,16,16,1,0.6254085825216509,0.8407076346957224,25,28,67,0,True,"straight,junction,dynamic_interaction,candidate_sensitive"
c0d88020d8f857a3,16,16,1,0.2636695029560672,0.25015080849295657,25,11,84,0,True,"turning,junction,dynamic_interaction,candidate_sensitive"
c0da85327dd150be,10,10,1,0.3821764093484276,0.31254416016777103,1,8,36,0,True,"straight,junction,dynamic_interaction,near_collision,candidate_sensitive"
c0eb45c451ed559d,10,10,1,0.10938327708439985,0.05649241181311111,25,0,20,0,False,"straight,junction,dynamic_interaction"
c102d80382265713,13,13,1,0.43139851345099256,0.46558700328505803,22,21,35,0,True,"straight,dynamic_interaction,near_collision,candidate_sensitive"
c1121c25b8a752a8,16,16,2,0.5823246228481184,0.6962415301786854,20,29,71,5,True,"turning,dynamic_interaction,near_collision,candidate_sensitive"
c146555eef265d33,10,10,1,0.2303326296998011,0.10844277302600437,5,0,40,0,False,"straight,junction,dynamic_interaction,near_collision"
c18901107d7253f4,16,16,1,0.23362035807795192,0.1355841000415228,20,0,100,0,False,"straight,junction,dynamic_interaction"
c2236448f53d50d7,11,11,1,0.6258774224364961,0.5493102703094545,5,19,31,0,True,"straight,junction,static_easy,candidate_sensitive"
