model,fold,epoch,train_total,train_raw,train_delta,monitor_total,monitor_raw,monitor_delta,best_epoch
mlp_delta,0,47,1.4686789512634277,0.5978955030441284,0.8707834482192993,1.7080225944519043,0.6916279196739197,1.0163947343826294,103
mlp_delta,0,48,1.4639396667480469,0.5949134230613708,0.869026243686676,1.7052583694458008,0.6886569857597351,1.0166014432907104,103
mlp_delta,0,49,1.4591071605682373,0.5918503999710083,0.8672568202018738,1.7025220394134521,0.6854943633079529,1.017027735710144,103
mlp_delta,0,50,1.454207181930542,0.5886984467506409,0.8655087947845459,1.6999683380126953,0.6821984648704529,1.0177699327468872,103
mlp_delta,0,51,1.4493088722229004,0.5854578018188477,0.8638511300086975,1.6977245807647705,0.678848385810852,1.0188761949539185,103
mlp_delta,0,52,1.4444665908813477,0.5821387767791748,0.8623278737068176,1.695851445198059,0.6755247116088867,1.0203267335891724,103
mlp_delta,0,53,1.4396905899047852,0.5787630081176758,0.8609275221824646,1.6943424940109253,0.67229163646698,1.0220508575439453,103
mlp_delta,0,54,1.434963345527649,0.5753644108772278,0.8595989346504211,1.6931242942810059,0.6691803336143494,1.0239439010620117,103
mlp_delta,0,55,1.4302566051483154,0.5719812512397766,0.8582753539085388,1.6920571327209473,0.6661822199821472,1.0258748531341553,103
mlp_delta,0,56,1.4255335330963135,0.5686444044113159,0.8568890690803528,1.6909866333007812,0.6632585525512695,1.0277280807495117,103
mlp_delta,0,57,1.4207684993743896,0.5653672218322754,0.8554012179374695,1.6898245811462402,0.6603626012802124,1.0294619798660278,103
mlp_delta,0,58,1.4159770011901855,0.5621446967124939,0.8538323044776917,1.6885654926300049,0.6574611663818359,1.031104326248169,103
mlp_delta,0,59,1.4111884832382202,0.5589597821235657,0.8522287011146545,1.6872272491455078,0.654539167881012,1.032688021659851,103
mlp_delta,0,60,1.4063959121704102,0.5557944774627686,0.8506013751029968,1.6858148574829102,0.651591420173645,1.0342234373092651,103
mlp_delta,0,61,1.4015781879425049,0.5526387095451355,0.8489394187927246,1.6843066215515137,0.6486126184463501,1.0356940031051636,103
mlp_delta,0,62,1.3967413902282715,0.5494937896728516,0.8472475409507751,1.6826258897781372,0.6455963850021362,1.037029504776001,103
mlp_delta,0,63,1.3918802738189697,0.5463657379150391,0.8455145955085754,1.6807105541229248,0.6425467133522034,1.0381639003753662,103
mlp_delta,0,64,1.386962652206421,0.5432539582252502,0.8437086939811707,1.6786417961120605,0.6394855976104736,1.039156198501587,103
mlp_delta,0,65,1.3819913864135742,0.5401455760002136,0.8418458700180054,1.6765999794006348,0.6364417672157288,1.0401581525802612,103
mlp_delta,0,66,1.3769924640655518,0.5370195508003235,0.8399729132652283,1.6747181415557861,0.633428156375885,1.0412899255752563,103
mlp_delta,0,67,1.3719658851623535,0.5338618159294128,0.8381041288375854,1.6730411052703857,0.6304267644882202,1.0426143407821655,103
mlp_delta,0,68,1.3669066429138184,0.530677318572998,0.8362292647361755,1.6715359687805176,0.6273981332778931,1.0441378355026245,103
mlp_delta,0,69,1.3617973327636719,0.5274836421012878,0.834313690662384,1.6701328754425049,0.6243133544921875,1.0458195209503174,103
mlp_delta,0,70,1.3566172122955322,0.5242940783500671,0.8323231935501099,1.6688013076782227,0.6211805939674377,1.0476207733154297,103
mlp_delta,0,71,1.3513875007629395,0.5211055278778076,0.8302820324897766,1.6675400733947754,0.618033766746521,1.0495063066482544,103
mlp_delta,0,72,1.3461284637451172,0.5179030895233154,0.828225314617157,1.6663892269134521,0.6148913502693176,1.0514979362487793,103
mlp_delta,0,73,1.3408563137054443,0.5146757364273071,0.8261805176734924,1.6654345989227295,0.6117376089096069,1.0536969900131226,103
mlp_delta,0,74,1.3355909585952759,0.511425256729126,0.8241657018661499,1.6647467613220215,0.6085483431816101,1.0561983585357666,103
mlp_delta,0,75,1.330305576324463,0.5081552863121033,0.8221502304077148,1.6643786430358887,0.6053219437599182,1.0590567588806152,103
mlp_delta,0,76,1.32499098777771,0.5048608779907227,0.8201301097869873,1.664258599281311,0.6020591259002686,1.0621994733810425,103
mlp_delta,0,77,1.319655418395996,0.5015355348587036,0.8181199431419373,1.6641919612884521,0.5987280011177063,1.065463900566101,103
mlp_delta,0,78,1.314311146736145,0.49819254875183105,0.816118597984314,1.6639766693115234,0.5952902436256409,1.0686863660812378,103
mlp_delta,0,79,1.3089442253112793,0.4948645234107971,0.814079761505127,1.6635428667068481,0.5917768478393555,1.0717660188674927,103
mlp_delta,0,80,1.303544282913208,0.49157559871673584,0.8119686245918274,1.6629807949066162,0.5882917046546936,1.0746891498565674,103
mlp_delta,0,81,1.2981287240982056,0.4883253872394562,0.8098033666610718,1.6623973846435547,0.5849100947380066,1.0774873495101929,103
mlp_delta,0,82,1.2926926612854004,0.4851056933403015,0.8075870275497437,1.661846399307251,0.5816231369972229,1.0802233219146729,103
mlp_delta,0,83,1.287229061126709,0.4819134473800659,0.8053156733512878,1.6613354682922363,0.57839435338974,1.0829411745071411,103
mlp_delta,0,84,1.281741738319397,0.4787360727787018,0.8030056357383728,1.6608549356460571,0.5751886367797852,1.085666298866272,103
mlp_delta,0,85,1.2762370109558105,0.47555285692214966,0.8006841540336609,1.660414695739746,0.5719318985939026,1.0884828567504883,103
mlp_delta,0,86,1.2707122564315796,0.4723658561706543,0.7983464002609253,1.6600286960601807,0.5685681700706482,1.0914605855941772,103
mlp_delta,0,87,1.2651629447937012,0.4691897928714752,0.7959731817245483,1.6596095561981201,0.5651587843894958,1.094450831413269,103
mlp_delta,0,88,1.259594202041626,0.4660165309906006,0.7935777306556702,1.6590139865875244,0.5617783069610596,1.0972356796264648,103
mlp_delta,0,89,1.2539968490600586,0.4628332853317261,0.7911636233329773,1.658254623413086,0.5583988428115845,1.0998557806015015,103
mlp_delta,0,90,1.2483656406402588,0.4596468210220337,0.7887188792228699,1.6574633121490479,0.5549963116645813,1.1024670600891113,103
mlp_delta,0,91,1.2427040338516235,0.456452339887619,0.7862516641616821,1.6566814184188843,0.5515791177749634,1.105102300643921,103
mlp_delta,0,92,1.2370126247406006,0.45324045419692993,0.7837722301483154,1.6558213233947754,0.5481256246566772,1.1076956987380981,103
mlp_delta,0,93,1.2312904596328735,0.4500260055065155,0.7812644839286804,1.6547396183013916,0.544709324836731,1.1100302934646606,103
mlp_delta,0,94,1.2255390882492065,0.44680899381637573,0.7787300944328308,1.653581142425537,0.5414090156555176,1.1121721267700195,103
mlp_delta,0,95,1.2197619676589966,0.4435831308364868,0.7761788368225098,1.6527938842773438,0.5381730198860168,1.1146208047866821,103
mlp_delta,0,96,1.2139544486999512,0.4403625726699829,0.773591935634613,1.652451992034912,0.5349978804588318,1.117454171180725,103
mlp_delta,0,97,1.2081178426742554,0.43713492155075073,0.7709829211235046,1.652317762374878,0.5318095088005066,1.1205083131790161,103
mlp_delta,0,98,1.2022476196289062,0.433908075094223,0.7683395147323608,1.6521471738815308,0.5285911560058594,1.1235560178756714,103
mlp_delta,0,99,1.1963448524475098,0.43068626523017883,0.7656586170196533,1.6519086360931396,0.5253978371620178,1.1265108585357666,103
mlp_delta,0,100,1.1904155015945435,0.4274607300758362,0.7629547715187073,1.6517527103424072,0.52219158411026,1.129561185836792,103
mlp_delta,0,101,1.1844522953033447,0.42423015832901,0.7602220773696899,1.6514718532562256,0.5190405249595642,1.1324312686920166,103
mlp_delta,0,102,1.1784546375274658,0.42095842957496643,0.7574962377548218,1.6513941287994385,0.515727162361145,1.1356669664382935,103
mlp_delta,0,103,1.1724404096603394,0.41767123341560364,0.7547692060470581,1.6511611938476562,0.5125242471694946,1.1386369466781616,103
mlp_delta,0,104,1.1664901971817017,0.41430458426475525,0.7521856427192688,1.6523168087005615,0.5089349746704102,1.1433818340301514,103
mlp_delta,0,105,1.1609452962875366,0.41098883748054504,0.7499564290046692,1.6534669399261475,0.5061468482017517,1.147320032119751,103
mlp_delta,0,106,1.1563735008239746,0.4075731039047241,0.7488003969192505,1.6552903652191162,0.5021986961364746,1.1530916690826416,103
mlp_delta,0,107,1.1513042449951172,0.4044140577316284,0.746890127658844,1.6528708934783936,0.4997492730617523,1.1531215906143188,103
mlp_delta,0,108,1.1429400444030762,0.4009905159473419,0.7419494986534119,1.6516697406768799,0.4961949288845062,1.1554747819900513,103
mlp_delta,0,109,1.135805368423462,0.3976636826992035,0.7381417155265808,1.655240535736084,0.49253755807876587,1.1627029180526733,103
mlp_delta,0,110,1.1315944194793701,0.3944026827812195,0.7371917963027954,1.6572355031967163,0.4901152551174164,1.1671202182769775,103
mlp_delta,0,111,1.1248157024383545,0.39084431529045105,0.7339714169502258,1.655461311340332,0.48648542165756226,1.1689759492874146,103
mlp_delta,0,112,1.1170201301574707,0.3874485492706299,0.7295715808868408,1.658837080001831,0.48318201303482056,1.1756551265716553,103
mlp_delta,0,113,1.11201012134552,0.3841277062892914,0.727882444858551,1.6632651090621948,0.4810297191143036,1.1822353601455688,103
mlp_delta,0,114,1.1061956882476807,0.38056856393814087,0.725627064704895,1.6623090505599976,0.4775823652744293,1.1847267150878906,103
mlp_delta,0,115,1.0985214710235596,0.37714657187461853,0.7213748693466187,1.6668974161148071,0.4746321439743042,1.192265272140503,103
mlp_delta,0,116,1.0924309492111206,0.37375199794769287,0.7186789512634277,1.672297477722168,0.47245317697525024,1.199844241142273,103
mlp_delta,0,117,1.0871663093566895,0.37020736932754517,0.7169589400291443,1.6727365255355835,0.46920254826545715,1.2035340070724487,103
mlp_delta,0,118,1.0803897380828857,0.36685460805892944,0.7135351300239563,1.6789906024932861,0.4671158492565155,1.2118747234344482,103
mlp_delta,0,119,1.0733113288879395,0.36338168382644653,0.7099297046661377,1.6820083856582642,0.46487534046173096,1.2171330451965332,103
mlp_delta,0,120,1.0674567222595215,0.3599050045013428,0.7075517773628235,1.6860668659210205,0.46192294359207153,1.2241438627243042,103
mlp_delta,0,121,1.0618577003479004,0.35669493675231934,0.7051628232002258,1.6939735412597656,0.46048715710639954,1.2334864139556885,103
mlp_delta,0,122,1.0554159879684448,0.3531770408153534,0.7022389769554138,1.6933836936950684,0.45776456594467163,1.2356191873550415,103
mlp_delta,0,123,1.048576831817627,0.34993699193000793,0.6986398100852966,1.7019460201263428,0.4557268023490906,1.2462191581726074,103
mlp_delta,1,0,5.5550127029418945,1.0297296047210693,4.525283336639404,3.5089163780212402,1.2480539083480835,2.260862350463867,75
mlp_delta,1,1,2.9590203762054443,1.010878086090088,1.9481422901153564,2.7800405025482178,1.2267202138900757,1.553320288658142,75
mlp_delta,1,2,2.237537384033203,0.9913724064826965,1.2461650371551514,2.54677152633667,1.2018345594406128,1.3449368476867676,75
mlp_delta,1,3,2.010474443435669,0.9671044945716858,1.0433698892593384,2.445542812347412,1.1772998571395874,1.2682430744171143,75
mlp_delta,1,4,1.9120452404022217,0.9426698684692383,0.9693753719329834,2.389540195465088,1.1554795503616333,1.2340606451034546,75
mlp_delta,1,5,1.8573963642120361,0.920738697052002,0.936657726764679,2.353790283203125,1.13729727268219,1.216493010520935,75
mlp_delta,1,6,1.8223317861557007,0.9023476839065552,0.9199841022491455,2.3292648792266846,1.1228104829788208,1.2064543962478638,75
mlp_delta,1,7,1.7981207370758057,0.8875839114189148,0.9105368256568909,2.31179141998291,1.1115593910217285,1.200231909751892,75
mlp_delta,1,8,1.780726671218872,0.8759975433349609,0.9047290682792664,2.298956871032715,1.102840781211853,1.1961160898208618,75
mlp_delta,1,9,1.7678217887878418,0.8669036626815796,0.9009181261062622,2.2891547679901123,1.0959123373031616,1.1932424306869507,75
mlp_delta,1,10,1.7578665018081665,0.8595889806747437,0.8982775211334229,2.2812554836273193,1.0901145935058594,1.19114089012146,75
mlp_delta,1,11,1.7497832775115967,0.8534229397773743,0.8963603973388672,2.274461269378662,1.0849207639694214,1.1895406246185303,75
mlp_delta,1,12,1.742808222770691,0.8478982448577881,0.8949099779129028,2.2682204246520996,1.079941987991333,1.1882785558700562,75
mlp_delta,1,13,1.7364089488983154,0.8426362872123718,0.8937726616859436,2.262164354324341,1.074911117553711,1.1872532367706299,75
mlp_delta,1,14,1.7302272319793701,0.8373742699623108,0.8928529620170593,2.256053924560547,1.0696545839309692,1.1863993406295776,75
mlp_delta,1,15,1.7240300178527832,0.8319404125213623,0.8920896649360657,2.2497353553771973,1.0640605688095093,1.1856749057769775,75
mlp_delta,1,16,1.7176669836044312,0.8262239694595337,0.8914430141448975,2.2431063652038574,1.058053970336914,1.1850523948669434,75
mlp_delta,1,17,1.7110340595245361,0.8201475739479065,0.8908864855766296,2.2360944747924805,1.0515795946121216,1.1845147609710693,75
mlp_delta,1,18,1.7040531635284424,0.8136504292488098,0.8904027342796326,2.228649139404297,1.0445983409881592,1.1840509176254272,75
mlp_delta,1,19,1.6966612339019775,0.8066812753677368,0.8899799585342407,2.2207441329956055,1.0370888710021973,1.1836553812026978,75
mlp_delta,1,20,1.6888099908828735,0.7991999983787537,0.8896099925041199,2.212376594543457,1.029051423072815,1.1833250522613525,75
mlp_delta,1,21,1.6804695129394531,0.791182816028595,0.8892867565155029,2.203568696975708,1.0205092430114746,1.1830594539642334,75
mlp_delta,1,22,1.671633005142212,0.7826268076896667,0.8890061974525452,2.194368362426758,1.0115089416503906,1.1828595399856567,75
mlp_delta,1,23,1.6623178720474243,0.7735527157783508,0.8887651562690735,2.1848459243774414,1.0021177530288696,1.1827281713485718,75
mlp_delta,1,24,1.6525689363479614,0.764005720615387,0.8885632157325745,2.1750926971435547,0.9924215078353882,1.182671070098877,75
mlp_delta,1,25,1.6424593925476074,0.754055917263031,0.8884034156799316,2.165219783782959,0.982521653175354,1.1826982498168945,75
mlp_delta,1,26,1.6320948600769043,0.7437980771064758,0.8882967233657837,2.1553616523742676,0.9725340008735657,1.1828277111053467,75
mlp_delta,1,27,1.6216151714324951,0.7333506941795349,0.888264536857605,2.1456716060638428,0.9625857472419739,1.1830859184265137,75
mlp_delta,1,28,1.611196517944336,0.72285395860672,0.888342559337616,2.1363203525543213,0.952812135219574,1.183508276939392,75
mlp_delta,1,29,1.6010445356369019,0.7124646902084351,0.8885798454284668,2.1274802684783936,0.9433514475822449,1.184128761291504,75
mlp_delta,1,30,1.5913758277893066,0.7023481130599976,0.8890277147293091,2.119298219680786,0.9343355298042297,1.1849627494812012,75
mlp_delta,1,31,1.5823804140090942,0.6926658749580383,0.8897145390510559,2.1118569374084473,0.9258792400360107,1.1859776973724365,75
mlp_delta,1,32,1.5741639137268066,0.6835609078407288,0.8906029462814331,2.105142116546631,0.9180656671524048,1.187076449394226,75
mlp_delta,1,33,1.5666898488998413,0.6751388311386108,0.8915510177612305,2.0990450382232666,0.9109307527542114,1.1881142854690552,75
mlp_delta,1,34,1.559765338897705,0.6674504280090332,0.8923149108886719,2.0934252738952637,0.9044529795646667,1.1889723539352417,75
mlp_delta,1,35,1.5531080961227417,0.6604807376861572,0.8926273584365845,2.0881989002227783,0.8985564112663269,1.1896424293518066,75
mlp_delta,1,36,1.5464763641357422,0.6541529893875122,0.8923233151435852,2.0833804607391357,0.8931297063827515,1.1902507543563843,75
mlp_delta,1,37,1.539776086807251,0.6483495831489563,0.8914265632629395,2.079025983810425,0.8880594968795776,1.1909664869308472,75
mlp_delta,1,38,1.5330636501312256,0.6429457068443298,0.8901180028915405,2.07511043548584,0.8832644820213318,1.1918458938598633,75
mlp_delta,1,39,1.5264441967010498,0.6378450393676758,0.8885990977287292,2.071453332901001,0.878717303276062,1.192736029624939,75
mlp_delta,1,40,1.5199637413024902,0.6330019235610962,0.886961817741394,2.067795515060425,0.8744456171989441,1.193349838256836,75
mlp_delta,1,41,1.5136055946350098,0.6284247040748596,0.8851808309555054,2.063974380493164,0.8705083727836609,1.193466067314148,75
mlp_delta,1,42,1.5073789358139038,0.6241562962532043,0.8832226395606995,2.0600314140319824,0.8669551014900208,1.193076252937317,75
mlp_delta,1,43,1.5013809204101562,0.6202400922775269,0.8811408281326294,2.0561418533325195,0.8637869358062744,1.1923550367355347,75
mlp_delta,1,44,1.4957363605499268,0.616685688495636,0.879050612449646,2.052441120147705,0.8609370589256287,1.1915041208267212,75
mlp_delta,1,45,1.4904694557189941,0.6134504675865173,0.8770190477371216,2.048917293548584,0.8582854866981506,1.1906317472457886,75
mlp_delta,1,46,1.4854505062103271,0.610447883605957,0.8750026822090149,2.0454750061035156,0.8557003140449524,1.1897746324539185,75
mlp_delta,1,47,1.4804909229278564,0.6075761914253235,0.872914731502533,2.042083740234375,0.8530786633491516,1.1890051364898682,75
mlp_delta,1,48,1.4755005836486816,0.6047486066818237,0.8707519769668579,2.0388267040252686,0.850364625453949,1.1884620189666748,75
mlp_delta,1,49,1.4705314636230469,0.6019058227539062,0.8686256408691406,2.035795211791992,0.8475414514541626,1.18825364112854,75
mlp_delta,1,50,1.4656710624694824,0.5990103483200073,0.8666607141494751,2.0329642295837402,0.8446127772331238,1.1883513927459717,75
mlp_delta,1,51,1.4609110355377197,0.5960352420806885,0.8648757338523865,2.030207633972168,0.8415916562080383,1.1886159181594849,75
mlp_delta,1,52,1.456141710281372,0.5929598808288574,0.8631818890571594,2.0274620056152344,0.8385012149810791,1.1889606714248657,75
mlp_delta,1,53,1.4512853622436523,0.589775025844574,0.8615102767944336,2.0248475074768066,0.835378110408783,1.189469337463379,75
mlp_delta,1,54,1.4463980197906494,0.5864875316619873,0.8599104881286621,2.0225830078125,0.8322688937187195,1.1903141736984253,75
mlp_delta,1,55,1.4416056871414185,0.5831173658370972,0.8584883213043213,2.0207791328430176,0.829220175743103,1.1915589570999146,75
mlp_delta,1,56,1.436941146850586,0.5796889066696167,0.8572522401809692,2.0193474292755127,0.826269268989563,1.1930781602859497,75
mlp_delta,1,57,1.4322973489761353,0.576227068901062,0.8560702800750732,2.018134355545044,0.8234412670135498,1.1946930885314941,75
mlp_delta,1,58,1.4275660514831543,0.5727588534355164,0.8548071384429932,2.0170669555664062,0.8207446336746216,1.1963222026824951,75
mlp_delta,1,59,1.4227663278579712,0.5693128705024719,0.8534534573554993,2.0161004066467285,0.8181670308113098,1.1979334354400635,75
mlp_delta,1,60,1.4179790019989014,0.5659116506576538,0.8520674109458923,2.015115261077881,0.8156787753105164,1.1994364261627197,75
mlp_delta,1,61,1.4132225513458252,0.5625662803649902,0.8506562113761902,2.0140016078948975,0.81324702501297,1.2007546424865723,75
mlp_delta,1,62,1.408481478691101,0.5592774748802185,0.8492040038108826,2.012805938720703,0.8108465075492859,1.201959490776062,75
mlp_delta,1,63,1.40378999710083,0.5560367703437805,0.8477532863616943,2.011650323867798,0.8084527850151062,1.2031975984573364,75
mlp_delta,1,64,1.3991552591323853,0.5528191924095154,0.8463360667228699,2.010589599609375,0.8060351610183716,1.2045544385910034,75
mlp_delta,1,65,1.3944939374923706,0.5495871901512146,0.844906747341156,2.009657144546509,0.8035700917243958,1.2060871124267578,75
mlp_delta,1,66,1.3897764682769775,0.5463166832923889,0.8434598445892334,2.008892297744751,0.8010589480400085,1.2078332901000977,75
mlp_delta,1,67,1.3850922584533691,0.5430207848548889,0.842071533203125,2.0081892013549805,0.7985227108001709,1.2096664905548096,75
mlp_delta,1,68,1.3804502487182617,0.5397361516952515,0.8407140970230103,2.007359504699707,0.7959820628166199,1.2113773822784424,75
mlp_delta,1,69,1.375741958618164,0.5364897847175598,0.8392521739006042,2.006418466567993,0.7934499979019165,1.2129684686660767,75
mlp_delta,1,70,1.3709596395492554,0.5332842469215393,0.8376753926277161,2.005523204803467,0.7909355163574219,1.2145878076553345,75
mlp_delta,1,71,1.3661670684814453,0.5301049947738647,0.8360620141029358,2.004754066467285,0.7884462475776672,1.2163078784942627,75
mlp_delta,1,72,1.3613489866256714,0.5269358158111572,0.8344131708145142,2.0041847229003906,0.7859922051429749,1.2181925773620605,75
mlp_delta,1,73,1.3565220832824707,0.5237727761268616,0.8327493667602539,2.00384521484375,0.7835835814476013,1.220261573791504,75
mlp_delta,1,74,1.3517142534255981,0.5206226110458374,0.8310916423797607,2.0036275386810303,0.7812269330024719,1.2224005460739136,75
mlp_delta,1,75,1.3468351364135742,0.5174893736839294,0.829345703125,2.0035617351531982,0.7789252400398254,1.2246365547180176,75
mlp_delta,1,76,1.3418753147125244,0.5143662095069885,0.8275091052055359,2.0037970542907715,0.7766722440719604,1.2271246910095215,75
mlp_delta,1,77,1.3369157314300537,0.5112358927726746,0.8256798386573792,2.004281520843506,0.7744520902633667,1.2298295497894287,75
mlp_delta,1,78,1.3319423198699951,0.5080881714820862,0.8238542079925537,2.004857063293457,0.7722519040107727,1.2326050996780396,75
mlp_delta,1,79,1.3269691467285156,0.5049400925636292,0.8220290541648865,2.0053391456604004,0.7700607180595398,1.2352784872055054,75
mlp_delta,1,80,1.3219913244247437,0.5018226504325867,0.820168673992157,2.0056896209716797,0.7678542733192444,1.23783540725708,75
mlp_delta,1,81,1.3169658184051514,0.4987452030181885,0.8182206153869629,2.006180763244629,0.7655899524688721,1.2405908107757568,75
mlp_delta,1,82,1.3119251728057861,0.4956803619861603,0.8162448406219482,2.0070271492004395,0.7632437944412231,1.2437834739685059,75
mlp_delta,1,83,1.3068263530731201,0.49259504675865173,0.8142313361167908,2.0082790851593018,0.7608686089515686,1.2474104166030884,75
mlp_delta,1,84,1.3016949892044067,0.4895017743110657,0.8121932148933411,2.0097129344940186,0.7585538625717163,1.2511590719223022,75
mlp_delta,1,85,1.296547293663025,0.48643413186073303,0.8101131916046143,2.0110769271850586,0.7563279867172241,1.254749059677124,75
