model,split,feature,horizon_s,channel,statistic,support,truth_std,mae,rmse,normalized_rmse,r2,spearman
extra_trees,outer_train_oof,C_environment_only_h4s_relative_lateral_velocity_max,4.0,relative_lateral_velocity,max,19404,0.1519574373960495,0.07004881650209427,0.10283097624778748,0.6767146449162044,0.542064823464752,0.6607874751741427
extra_trees,outer_train_oof,C_environment_only_h4s_relative_lateral_velocity_q10,4.0,relative_lateral_velocity,q10,19404,0.032601527869701385,0.0068473974242806435,0.026174314320087433,0.802917929657257,0.3554232452551427,0.31420935798578065
extra_trees,outer_train_oof,C_environment_only_h4s_relative_lateral_velocity_q90,4.0,relative_lateral_velocity,q90,19404,0.023321548476815224,0.005338162649422884,0.021184900775551796,0.9083558334665092,0.1748402601803356,0.28673237848086075
extra_trees,outer_train_oof,C_environment_only_h4s_relative_lateral_velocity_nonzero_fraction,4.0,relative_lateral_velocity,nonzero_fraction,19404,0.03602353483438492,0.015685908496379852,0.02060779184103012,0.5720614830453788,0.6727419807153707,0.8061061659493881
extra_trees,outer_train_oof,C_environment_only_h4s_dynamic_clearance_mean,4.0,dynamic_clearance,mean,19404,0.1868511587381363,0.081199049949646,0.11311671882867813,0.6053852493890232,0.6335100855942144,0.8222272725193323
extra_trees,outer_train_oof,C_environment_only_h4s_dynamic_clearance_std,4.0,dynamic_clearance,std,19404,0.06723959743976593,0.042076170444488525,0.055489927530288696,0.8252584260997591,0.3189514014615399,0.5955056807838017
extra_trees,outer_train_oof,C_environment_only_h4s_dynamic_clearance_min,4.0,dynamic_clearance,min,19404,0.13114863634109497,0.027667641639709473,0.11233516037464142,0.8566403251164848,0.2663246286030685,0.33307441700165186
extra_trees,outer_train_oof,C_environment_only_h4s_dynamic_clearance_max,4.0,dynamic_clearance,max,19404,0.17846497893333435,0.10284954309463501,0.12873102724552155,0.7213145318820195,0.47969202483516626,0.696064116059768
extra_trees,outer_train_oof,C_environment_only_h4s_dynamic_clearance_q10,4.0,dynamic_clearance,q10,19404,0.15316322445869446,0.050843965262174606,0.1087859645485878,0.7102577114328151,0.4955283926387821,0.8225824788571204
extra_trees,outer_train_oof,C_environment_only_h4s_dynamic_clearance_q90,4.0,dynamic_clearance,q90,19404,0.22774463891983032,0.12020361423492432,0.14774437248706818,0.6487225246989986,0.5791516673480486,0.7643019663328191
extra_trees,outer_train_oof,C_environment_only_h4s_dynamic_clearance_nonzero_fraction,4.0,dynamic_clearance,nonzero_fraction,19404,0.0356580913066864,0.015505382791161537,0.020364651456475258,0.571107356611071,0.673834792346714,0.8067359779328463
extra_trees,outer_train_oof,C_environment_only_h4s_dynamic_collision_field_mean,4.0,dynamic_collision_field,mean,19404,0.17185381054878235,0.07286569476127625,0.09112662076950073,0.5302570341123941,0.7188279073608674,0.8424855682384451
extra_trees,outer_train_oof,C_environment_only_h4s_dynamic_collision_field_std,4.0,dynamic_collision_field,std,19404,0.11705245077610016,0.049666762351989746,0.07206641882658005,0.61567511602399,0.6209427158251013,0.8062373714213014
extra_trees,outer_train_oof,C_environment_only_h4s_dynamic_collision_field_min,4.0,dynamic_collision_field,min,19404,0.0,0.0,0.0,0.0,,
extra_trees,outer_train_oof,C_environment_only_h4s_dynamic_collision_field_max,4.0,dynamic_collision_field,max,19404,0.1769661009311676,0.043086301535367966,0.14888085424900055,0.84138934328729,0.292221242601722,0.2836309818413987
extra_trees,outer_train_oof,C_environment_only_h4s_dynamic_collision_field_q10,4.0,dynamic_collision_field,q10,19404,0.0,0.0,0.0,0.0,,
extra_trees,outer_train_oof,C_environment_only_h4s_dynamic_collision_field_q90,4.0,dynamic_collision_field,q90,19404,0.37607118487358093,0.17244690656661987,0.28548210859298706,0.7590554333233861,0.4237410199144309,0.5508917822732203
extra_trees,outer_train_oof,C_environment_only_h4s_dynamic_collision_field_nonzero_fraction,4.0,dynamic_collision_field,nonzero_fraction,19404,0.17185381054878235,0.07286569476127625,0.09112662076950073,0.5302570341123941,0.7188279073608674,0.8424855682384451
extra_trees,outer_validation,C_environment_only_h1s_candidate_relative_dynamic_occupancy_mean,1.0,candidate_relative_dynamic_occupancy,mean,4596,0.03312301263213158,0.01337299682199955,0.017285224050283432,0.5064447738784406,0.727673171631211,0.8349752079808449
extra_trees,outer_validation,C_environment_only_h1s_candidate_relative_dynamic_occupancy_std,1.0,candidate_relative_dynamic_occupancy,std,4596,0.0765887126326561,0.03282289206981659,0.04138178378343582,0.5347933949151882,0.7080631811993519,0.8368870563785513
extra_trees,outer_validation,C_environment_only_h1s_candidate_relative_dynamic_occupancy_min,1.0,candidate_relative_dynamic_occupancy,min,4596,0.0,0.0,0.0,0.0,,
