token,log_name,label,valid,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance,score,v2_training_reward,saved_advantage,v2_no_at_fault_collisions,v2_drivable_area_compliance,v2_driving_direction_compliance,v2_traffic_light_compliance,v2_ego_progress,v2_time_to_collision_within_bound,v2_lane_keeping,v2_history_comfort,v2_pdm_score,v2_two_frame_extended_comfort,v2_score
5190b6d90ea458ff,2021.06.14.18.33.41_veh-35_02054_02129,candidate2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
5190b6d90ea458ff,2021.06.14.18.33.41_veh-35_02054_02129,candidate3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
5190b6d90ea458ff,2021.06.14.18.33.41_veh-35_02054_02129,candidate4,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
5190b6d90ea458ff,2021.06.14.18.33.41_veh-35_02054_02129,candidate5,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
5190b6d90ea458ff,2021.06.14.18.33.41_veh-35_02054_02129,candidate6,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
5190b6d90ea458ff,2021.06.14.18.33.41_veh-35_02054_02129,candidate7,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
61482ca313e75ffe,2021.06.09.12.51.31_veh-35_03229_03360,candidate0,True,1.0,1.0,0.9797913422250099,1.0,1.0,1.0,0.9915797259270874,0.9927826222232178,-0.16711938381195068,1.0,1.0,1.0,1.0,0.9797913422250099,1.0,1.0,1.0,0.8499254793660749,,0.9927826222232178
61482ca313e75ffe,2021.06.09.12.51.31_veh-35_03229_03360,candidate1,True,1.0,1.0,0.992247644826703,1.0,1.0,1.0,0.9967698520111262,0.9972313017238225,0.842945396900177,1.0,1.0,1.0,1.0,0.992247644826703,1.0,1.0,1.0,0.8543741588666797,,0.9972313017238225
61482ca313e75ffe,2021.06.09.12.51.31_veh-35_03229_03360,candidate2,True,1.0,1.0,0.9988669050601131,1.0,1.0,1.0,0.9995278771083805,0.9995953232357547,1.3796924352645874,1.0,1.0,1.0,1.0,0.9988669050601131,1.0,1.0,1.0,0.8567381803786118,,0.9995953232357547
61482ca313e75ffe,2021.06.09.12.51.31_veh-35_03229_03360,candidate3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4715681076049805,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,,1.0
61482ca313e75ffe,2021.06.09.12.51.31_veh-35_03229_03360,candidate4,True,1.0,1.0,0.9710338047040761,1.0,1.0,1.0,0.9879307519600317,0.9896549302514558,-0.8772380948066711,1.0,1.0,1.0,1.0,0.9710338047040761,1.0,1.0,1.0,0.8467977873943129,,0.9896549302514558
61482ca313e75ffe,2021.06.09.12.51.31_veh-35_03229_03360,candidate5,True,1.0,1.0,0.9695265707289583,1.0,1.0,1.0,0.9873027378037326,0.9891166324031994,-0.9994683861732483,1.0,1.0,1.0,1.0,0.9695265707289583,1.0,1.0,1.0,0.8462594895460566,,0.9891166324031994
61482ca313e75ffe,2021.06.09.12.51.31_veh-35_03229_03360,candidate6,True,1.0,1.0,0.9695667591140222,1.0,1.0,1.0,0.9873194829641759,0.989130985397865,-0.9962069392204285,1.0,1.0,1.0,1.0,0.9695667591140222,1.0,1.0,1.0,0.8462738425407222,,0.989130985397865
61482ca313e75ffe,2021.06.09.12.51.31_veh-35_03229_03360,candidate7,True,1.0,1.0,0.9737850963482365,1.0,1.0,1.0,0.9890771234784319,0.9906375344100845,-0.6541460752487183,1.0,1.0,1.0,1.0,0.9737850963482365,1.0,1.0,1.0,0.8477803915529416,,0.9906375344100845
63b5e79fc7e35979,2021.06.09.18.23.43_veh-35_03967_05057,candidate0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0
63b5e79fc7e35979,2021.06.09.18.23.43_veh-35_03967_05057,candidate1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0
63b5e79fc7e35979,2021.06.09.18.23.43_veh-35_03967_05057,candidate2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0
63b5e79fc7e35979,2021.06.09.18.23.43_veh-35_03967_05057,candidate3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0
63b5e79fc7e35979,2021.06.09.18.23.43_veh-35_03967_05057,candidate4,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0
63b5e79fc7e35979,2021.06.09.18.23.43_veh-35_03967_05057,candidate5,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0
63b5e79fc7e35979,2021.06.09.18.23.43_veh-35_03967_05057,candidate6,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0
63b5e79fc7e35979,2021.06.09.18.23.43_veh-35_03967_05057,candidate7,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0
712aff316b885108,2021.07.16.16.27.22_veh-26_03836_05047,candidate0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
712aff316b885108,2021.07.16.16.27.22_veh-26_03836_05047,candidate1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
712aff316b885108,2021.07.16.16.27.22_veh-26_03836_05047,candidate2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
712aff316b885108,2021.07.16.16.27.22_veh-26_03836_05047,candidate3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
712aff316b885108,2021.07.16.16.27.22_veh-26_03836_05047,candidate4,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
712aff316b885108,2021.07.16.16.27.22_veh-26_03836_05047,candidate5,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
712aff316b885108,2021.07.16.16.27.22_veh-26_03836_05047,candidate6,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
712aff316b885108,2021.07.16.16.27.22_veh-26_03836_05047,candidate7,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
73d62b6566645185,2021.06.09.14.58.55_veh-35_04695_05321,candidate0,True,1.0,1.0,0.5593961345078284,1.0,1.0,1.0,0.8164150560449285,0.8426414766099387,-0.18247395753860474,1.0,1.0,1.0,1.0,0.5593961345078284,1.0,1.0,1.0,0.8426414766099387,,0.8426414766099387
73d62b6566645185,2021.06.09.14.58.55_veh-35_04695_05321,candidate1,True,1.0,1.0,0.5635484551478019,1.0,1.0,1.0,0.8181451896449174,0.8441244482670721,0.06938181072473526,1.0,1.0,1.0,1.0,0.5635484551478019,1.0,1.0,1.0,0.8441244482670721,,0.8441244482670721
73d62b6566645185,2021.06.09.14.58.55_veh-35_04695_05321,candidate2,True,1.0,1.0,0.5758995900825868,1.0,1.0,1.0,0.8232914958677445,0.8485355678866382,0.8185413479804993,1.0,1.0,1.0,1.0,0.5758995900825868,1.0,1.0,1.0,0.8485355678866382,,0.8485355678866382
73d62b6566645185,2021.06.09.14.58.55_veh-35_04695_05321,candidate3,True,1.0,1.0,0.5781394197986254,1.0,1.0,1.0,0.8242247582494272,0.8493355070709375,0.9543895721435547,1.0,1.0,1.0,1.0,0.5781394197986254,1.0,1.0,1.0,0.8493355070709375,,0.8493355070709375
73d62b6566645185,2021.06.09.14.58.55_veh-35_04695_05321,candidate4,True,1.0,1.0,0.5361485215669093,1.0,1.0,1.0,0.8067285506528789,0.8343387577024676,-1.592542290687561,1.0,1.0,1.0,1.0,0.5361485215669093,1.0,1.0,1.0,0.8343387577024676,,0.8343387577024676
73d62b6566645185,2021.06.09.14.58.55_veh-35_04695_05321,candidate5,True,1.0,1.0,0.5826929443065336,1.0,1.0,1.0,0.8261220601277223,0.8509617658237619,1.2305805683135986,1.0,1.0,1.0,1.0,0.5826929443065336,1.0,1.0,1.0,0.8509617658237619,,0.8509617658237619
73d62b6566645185,2021.06.09.14.58.55_veh-35_04695_05321,candidate6,True,1.0,1.0,0.565914613969319,1.0,1.0,1.0,0.819131089153883,0.8449695049890426,0.21290314197540283,1.0,1.0,1.0,1.0,0.565914613969319,1.0,1.0,1.0,0.8449695049890426,,0.8449695049890426
73d62b6566645185,2021.06.09.14.58.55_veh-35_04695_05321,candidate7,True,1.0,1.0,0.5374965704025783,1.0,1.0,1.0,0.807290237667741,0.8348202037152065,-1.5107802152633667,1.0,1.0,1.0,1.0,0.5374965704025783,1.0,1.0,1.0,0.8348202037152065,,0.8348202037152065
775e57f0770159ca,2021.07.16.00.51.05_veh-17_03264_05261,candidate0,True,1.0,1.0,0.6164830441251705,1.0,1.0,1.0,0.8402012683854877,0.8630296586161323,0.0024799781385809183,1.0,1.0,1.0,1.0,0.6164830441251705,1.0,1.0,1.0,0.8630296586161323,,0.8630296586161323
775e57f0770159ca,2021.07.16.00.51.05_veh-17_03264_05261,candidate1,True,1.0,1.0,0.6185697940424799,1.0,1.0,1.0,0.8410707475177,0.8637749264437428,0.11524232476949692,1.0,1.0,1.0,1.0,0.6185697940424799,1.0,1.0,1.0,0.8637749264437428,,0.8637749264437428
775e57f0770159ca,2021.07.16.00.51.05_veh-17_03264_05261,candidate2,True,1.0,1.0,0.6204628313996473,1.0,1.0,1.0,0.8418595130831864,0.8644510112141598,0.2175256311893463,1.0,1.0,1.0,1.0,0.6204628313996473,1.0,1.0,1.0,0.8644510112141598,,0.8644510112141598
775e57f0770159ca,2021.07.16.00.51.05_veh-17_03264_05261,candidate3,True,1.0,1.0,0.6127823490212515,1.0,1.0,1.0,0.838659312092188,0.8617079817933041,-0.19748741388320923,1.0,1.0,1.0,1.0,0.6127823490212515,1.0,1.0,1.0,0.8617079817933041,,0.8617079817933041
775e57f0770159ca,2021.07.16.00.51.05_veh-17_03264_05261,candidate4,True,1.0,1.0,0.6470236268794822,1.0,1.0,1.0,0.8529265111997842,0.873937009599815,1.6527475118637085,1.0,1.0,1.0,1.0,0.6470236268794822,1.0,1.0,1.0,0.873937009599815,,0.873937009599815
775e57f0770159ca,2021.07.16.00.51.05_veh-17_03264_05261,candidate5,True,1.0,1.0,0.5831529073419627,1.0,1.0,1.0,0.8263137113924844,0.8511260383364153,-1.7985252141952515,1.0,1.0,1.0,1.0,0.5831529073419627,1.0,1.0,1.0,0.8511260383364153,,0.8511260383364153
775e57f0770159ca,2021.07.16.00.51.05_veh-17_03264_05261,candidate6,True,1.0,1.0,0.6346992266645132,1.0,1.0,1.0,0.8477913444435471,0.869535438094469,0.9867967963218689,1.0,1.0,1.0,1.0,0.6346992266645132,1.0,1.0,1.0,0.869535438094469,,0.869535438094469
775e57f0770159ca,2021.07.16.00.51.05_veh-17_03264_05261,candidate7,True,1.0,1.0,0.5983240104881153,1.0,1.0,1.0,0.8326350043700481,0.8565442894600412,-0.9787436127662659,1.0,1.0,1.0,1.0,0.5983240104881153,1.0,1.0,1.0,0.8565442894600412,,0.8565442894600412
8a8831bd4d3e5cc1,2021.06.09.17.37.09_veh-12_00875_01204,candidate0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
8a8831bd4d3e5cc1,2021.06.09.17.37.09_veh-12_00875_01204,candidate1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
8a8831bd4d3e5cc1,2021.06.09.17.37.09_veh-12_00875_01204,candidate2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
8a8831bd4d3e5cc1,2021.06.09.17.37.09_veh-12_00875_01204,candidate3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
8a8831bd4d3e5cc1,2021.06.09.17.37.09_veh-12_00875_01204,candidate4,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
8a8831bd4d3e5cc1,2021.06.09.17.37.09_veh-12_00875_01204,candidate5,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
8a8831bd4d3e5cc1,2021.06.09.17.37.09_veh-12_00875_01204,candidate6,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
8a8831bd4d3e5cc1,2021.06.09.17.37.09_veh-12_00875_01204,candidate7,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
8f236f0c4d8a5e13,2021.10.05.07.38.12_veh-50_00245_00433,candidate0,True,1.0,1.0,0.8061084993991111,1.0,1.0,1.0,0.9192118747496295,0.9307530354996825,-0.6893453001976013,1.0,1.0,1.0,1.0,0.8061084993991111,1.0,1.0,1.0,0.9307530354996825,,0.9307530354996825
8f236f0c4d8a5e13,2021.10.05.07.38.12_veh-50_00245_00433,candidate1,True,1.0,1.0,0.8040473651968806,1.0,1.0,1.0,0.9183530688320336,0.9300169161417431,-1.185320496559143,1.0,1.0,1.0,1.0,0.8040473651968806,1.0,1.0,1.0,0.9300169161417431,,0.9300169161417431
8f236f0c4d8a5e13,2021.10.05.07.38.12_veh-50_00245_00433,candidate2,True,1.0,1.0,0.8045371858207784,1.0,1.0,1.0,0.9185571607586577,0.9301918520788494,-1.0674511194229126,1.0,1.0,1.0,1.0,0.8045371858207784,1.0,1.0,1.0,0.9301918520788494,,0.9301918520788494
8f236f0c4d8a5e13,2021.10.05.07.38.12_veh-50_00245_00433,candidate3,True,1.0,1.0,0.8112805164481678,1.0,1.0,1.0,0.9213668818534032,0.9326001844457742,0.5552111268043518,1.0,1.0,1.0,1.0,0.8112805164481678,1.0,1.0,1.0,0.9326001844457742,,0.9326001844457742
8f236f0c4d8a5e13,2021.10.05.07.38.12_veh-50_00245_00433,candidate4,True,1.0,1.0,0.8163939877433559,1.0,1.0,1.0,0.923497494893065,0.9344264241940557,1.7856714725494385,1.0,1.0,1.0,1.0,0.8163939877433559,1.0,1.0,1.0,0.9344264241940557,,0.9344264241940557
8f236f0c4d8a5e13,2021.10.05.07.38.12_veh-50_00245_00433,candidate5,True,1.0,1.0,0.8136691342903085,1.0,1.0,1.0,0.9223621392876286,0.9334532622465387,1.1299800872802734,1.0,1.0,1.0,1.0,0.8136691342903085,1.0,1.0,1.0,0.9334532622465387,,0.9334532622465387
8f236f0c4d8a5e13,2021.10.05.07.38.12_veh-50_00245_00433,candidate6,True,1.0,1.0,0.8071786824976693,1.0,1.0,1.0,0.9196577843740288,0.9311352437491676,-0.43183979392051697,1.0,1.0,1.0,1.0,0.8071786824976693,1.0,1.0,1.0,0.9311352437491676,,0.9311352437491676
8f236f0c4d8a5e13,2021.10.05.07.38.12_veh-50_00245_00433,candidate7,True,1.0,1.0,0.8085709861222387,1.0,1.0,1.0,0.9202379108842661,0.9316324950436566,-0.09678544849157333,1.0,1.0,1.0,1.0,0.8085709861222387,1.0,1.0,1.0,0.9316324950436566,,0.9316324950436566
90e1c9cebdc85f29,2021.10.05.08.11.15_veh-50_01566_01801,candidate0,True,1.0,1.0,0.6586102511556248,1.0,1.0,1.0,0.8577542713148437,0.8787567557343826,1.02019464969635,1.0,1.0,1.0,1.0,0.6605189160562712,1.0,1.0,1.0,0.8787567557343826,,0.8787567557343826
90e1c9cebdc85f29,2021.10.05.08.11.15_veh-50_01566_01801,candidate1,True,1.0,1.0,0.6535302148269194,1.0,1.0,1.0,0.8556375895112165,0.8769371991738202,-0.015091637149453163,1.0,1.0,1.0,1.0,0.6554241576866964,1.0,1.0,1.0,0.8769371991738202,,0.8769371991738202
90e1c9cebdc85f29,2021.10.05.08.11.15_veh-50_01566_01801,candidate2,True,1.0,1.0,0.6566762204358657,1.0,1.0,1.0,0.8569484251816107,0.8780640287425338,0.6260485649108887,1.0,1.0,1.0,1.0,0.6585792804790945,1.0,1.0,1.0,0.8780640287425338,,0.8780640287425338
90e1c9cebdc85f29,2021.10.05.08.11.15_veh-50_01566_01801,candidate3,True,1.0,1.0,0.6527305669187652,1.0,1.0,1.0,0.8553044028828188,0.8766507829942348,-0.17804740369319916,1.0,1.0,1.0,1.0,0.6546221923838577,1.0,1.0,1.0,0.8766507829942348,,0.8766507829942348
