step,rank,group,cosine,cosine_defined,plan_norm,unweighted_wm_norm,weighted_wm_norm,weighted_wm_to_plan_ratio
4000,0,readout_output,0.057350222021341324,True,0.05811401829123497,0.022833451628684998,0.0022833452094346285,0.03929078206419945
4000,0,vision_qv_lora,0.13865357637405396,True,7.693090438842773,1.4560574293136597,0.14560574293136597,0.018926819786429405
4500,0,planning_readout,0.12088849395513535,True,5.382910251617432,0.7803316712379456,0.07803317159414291,0.01449646521359682
4500,0,planning_registers,-0.4045999348163605,True,4.730644226074219,0.5880464315414429,0.05880464240908623,0.012430578470230103
4500,0,readout_output,0.001856330200098455,True,0.06233716756105423,0.016103595495224,0.0016103595262393355,0.02583305537700653
4500,0,vision_qv_lora,0.025387698784470558,True,10.356877326965332,1.0320626497268677,0.10320626944303513,0.009964998811483383
5000,0,planning_readout,0.24375924468040466,True,13.141255378723145,3.1935298442840576,0.31935298442840576,0.02430155873298645
5000,0,planning_registers,0.5840153098106384,True,9.082736015319824,1.037246584892273,0.1037246584892273,0.011419979855418205
5000,0,readout_output,0.0897277221083641,True,0.09297420084476471,0.032243289053440094,0.0032243288587778807,0.034679822623729706
5000,0,vision_qv_lora,0.40981918573379517,True,19.979114532470703,2.254704236984253,0.2254704236984253,0.011285305954515934
5500,0,planning_readout,0.21952402591705322,True,5.674616813659668,2.802290439605713,0.2802290618419647,0.049382906407117844
5500,0,planning_registers,0.33136436343193054,True,5.170239448547363,0.9845004081726074,0.09845004230737686,0.019041679799556732
5500,0,readout_output,0.054414354264736176,True,0.05290607735514641,0.033862560987472534,0.0033862560521811247,0.064005047082901
5500,0,vision_qv_lora,0.2315368354320526,True,8.845890045166016,2.7895984649658203,0.27895984053611755,0.03153553232550621
6000,0,planning_readout,0.1480853408575058,True,11.832958221435547,1.514839768409729,0.15148398280143738,0.012801868841052055
6000,0,planning_registers,0.24351820349693298,True,6.532433032989502,0.7085118889808655,0.07085119187831879,0.010846064426004887
6000,0,readout_output,0.0608215369284153,True,0.08584477752447128,0.021814795210957527,0.002181479474529624,0.025411907583475113
6000,0,vision_qv_lora,0.21574266254901886,True,18.723230361938477,1.8804126977920532,0.18804126977920532,0.010043206624686718
6500,0,planning_readout,0.007222283631563187,True,8.122452735900879,1.9702423810958862,0.19702424108982086,0.024256741628050804
6500,0,planning_registers,-0.10176181048154831,True,2.9886114597320557,0.8539162278175354,0.08539162576198578,0.028572341427206993
6500,0,readout_output,-0.026944899931550026,True,0.06972205638885498,0.0274641290307045,0.0027464129962027073,0.03939087688922882
6500,0,vision_qv_lora,0.06426399946212769,True,10.243194580078125,1.8674185276031494,0.18674185872077942,0.018230821937322617
7000,0,planning_readout,0.02664485014975071,True,13.932999610900879,1.5744316577911377,0.15744316577911377,0.01130001898854971
7000,0,planning_registers,-0.058066703379154205,True,8.861912727355957,0.6035171151161194,0.06035171076655388,0.006810235325247049
7000,0,readout_output,-0.0583646185696125,True,0.09346098452806473,0.01993502676486969,0.0019935027230530977,0.021329784765839577
7000,0,vision_qv_lora,0.02372533455491066,True,25.31626319885254,1.7088314294815063,0.1708831489086151,0.0067499359138309956
7500,0,planning_readout,0.24688775837421417,True,8.823104858398438,2.3855936527252197,0.23855936527252197,0.027038028463721275
7500,0,planning_registers,-0.000557712628506124,True,8.033798217773438,0.7344654202461243,0.07344654202461243,0.0091421939432621
7500,0,readout_output,0.039780233055353165,True,0.09222891181707382,0.021569369360804558,0.0021569370292127132,0.023386778309941292
7500,0,vision_qv_lora,0.059457723051309586,True,16.354135513305664,2.303436517715454,0.23034365475177765,0.01408473402261734
8000,0,planning_readout,-0.035503093153238297,True,6.5402021408081055,0.9273487329483032,0.09273487329483032,0.014179205521941185
8000,0,planning_registers,-0.1991456300020218,True,2.3467931747436523,0.4504392743110657,0.04504392668604851,0.019193820655345917
8000,0,readout_output,8.717151649761945e-05,True,0.0699005201458931,0.013223892077803612,0.0013223892310634255,0.01891816034913063
8000,0,vision_qv_lora,-0.13136237859725952,True,10.598163604736328,1.196812629699707,0.11968126147985458,0.011292641051113605
8500,0,planning_readout,0.3000542223453522,True,13.518977165222168,3.39306378364563,0.33930638432502747,0.0250985249876976
8500,0,planning_registers,-0.05666854977607727,True,10.432029724121094,1.7964857816696167,0.17964857816696167,0.017220865935087204
8500,0,readout_output,0.021817218512296677,True,0.054077502340078354,0.044289059937000275,0.00442890590056777,0.0818992331624031
8500,0,vision_qv_lora,0.4069928824901581,True,25.292749404907227,3.718320846557617,0.37183210253715515,0.014701134525239468
9000,0,planning_readout,-0.20748111605644226,True,5.317136764526367,2.9474573135375977,0.2947457432746887,0.05543316900730133
9000,0,planning_registers,0.2795383334159851,True,2.2122273445129395,1.2052656412124634,0.12052656710147858,0.05448199808597565
9000,0,readout_output,-0.046049557626247406,True,0.05022051930427551,0.04047493264079094,0.004047493450343609,0.08059441298246384
9000,0,vision_qv_lora,-0.12769825756549835,True,8.726656913757324,2.841945171356201,0.2841945290565491,0.03256625309586525
9500,0,planning_readout,-0.08905303478240967,True,10.631434440612793,2.3045623302459717,0.23045623302459717,0.021676871925592422
9500,0,planning_registers,0.16962675750255585,True,5.780520915985107,0.7867860794067383,0.07867860794067383,0.013610988855361938
9500,0,readout_output,-0.01906999759376049,True,0.10210046172142029,0.03940010443329811,0.003940010443329811,0.03858954459428787
9500,0,vision_qv_lora,-0.07692991197109222,True,18.95524787902832,2.8695385456085205,0.286953866481781,0.015138491988182068
10000,0,planning_readout,-0.02365332469344139,True,5.552423000335693,2.357844352722168,0.23578444123268127,0.04246514290571213
10000,0,planning_registers,0.004917865619063377,True,3.164454221725464,1.4256103038787842,0.14256103336811066,0.04505074769258499
10000,0,readout_output,0.05140852555632591,True,0.05114198103547096,0.039884645491838455,0.003988464828580618,0.07798808068037033
10000,0,vision_qv_lora,0.023718494921922684,True,8.116206169128418,2.567805051803589,0.2567805051803589,0.031637996435165405
10500,0,planning_readout,0.28754734992980957,True,19.34796142578125,1.34040105342865,0.13404010236263275,0.006927866954356432
10500,0,planning_registers,0.3810158967971802,True,20.9385986328125,0.8111164569854736,0.08111164718866348,0.0038737859576940536
10500,0,readout_output,0.1118331104516983,True,0.16393767297267914,0.01573568768799305,0.0015735687920823693,0.00959857925772667
10500,0,vision_qv_lora,0.5171583890914917,True,43.52638626098633,1.9550848007202148,0.19550848007202148,0.004491723142564297
11000,0,planning_readout,0.10659407824277878,True,4.421323299407959,3.966843843460083,0.3966843783855438,0.08972073346376419
11000,0,planning_registers,-0.2871560752391815,True,4.211609840393066,1.8477442264556885,0.18477442860603333,0.043872635811567307
11000,0,readout_output,0.0229191854596138,True,0.04284242168068886,0.05503294616937637,0.00550329452380538,0.128454327583313
11000,0,vision_qv_lora,0.03800792992115021,True,7.943269729614258,4.6488142013549805,0.46488142013549805,0.058525197207927704
11500,0,planning_readout,0.1014755442738533,True,7.676342487335205,1.2111576795578003,0.12111576646566391,0.015777796506881714
11500,0,planning_registers,0.01710093580186367,True,3.1807312965393066,0.31765294075012207,0.03176529332995415,0.009986788965761662
11500,0,readout_output,0.06843527406454086,True,0.06279410421848297,0.01796657405793667,0.0017966574523597956,0.028611881658434868
11500,0,vision_qv_lora,0.16200003027915955,True,13.124948501586914,1.528274416923523,0.1528274416923523,0.011644041165709496
12000,0,planning_readout,-0.07840488851070404,True,5.203930377960205,2.4849469661712646,0.2484946995973587,0.047751348465681076
12000,0,planning_registers,-0.038607072085142136,True,2.4772706031799316,0.7537148594856262,0.07537148892879486,0.030425215139985085
12000,0,readout_output,0.013709663413465023,True,0.0474596843123436,0.03508927673101425,0.0035089277662336826,0.07393491268157959
12000,0,vision_qv_lora,0.06026608496904373,True,10.562045097351074,2.703352689743042,0.27033528685569763,0.02559497579932213
12500,0,planning_readout,0.06448164582252502,True,11.031006813049316,3.2093050479888916,0.32093051075935364,0.029093492776155472
12500,0,planning_registers,0.3725888431072235,True,9.516990661621094,1.0975755453109741,0.10975755751132965,0.011532801203429699
12500,0,readout_output,0.026848023757338524,True,0.1046232283115387,0.04998396709561348,0.0049983966164290905,0.047775208950042725
12500,0,vision_qv_lora,0.21705082058906555,True,24.96424674987793,4.118150234222412,0.41181501746177673,0.016496192663908005
13000,0,planning_readout,-0.17536085844039917,True,7.131206512451172,3.3005449771881104,0.33005449175834656,0.04628312215209007
13000,0,planning_registers,-0.2367616593837738,True,4.979877471923828,0.7283732295036316,0.07283732295036316,0.014626327902078629
13000,0,readout_output,-0.04664883390069008,True,0.06158741936087608,0.04713369160890579,0.004713369067758322,0.07653135806322098
13000,0,vision_qv_lora,-0.17078432440757751,True,12.581733703613281,3.4256374835968018,0.3425637483596802,0.027227070182561874
13500,0,planning_readout,0.05194524675607681,True,8.276449203491211,1.8852567672729492,0.18852567672729492,0.022778570652008057
13500,0,planning_registers,0.0498017817735672,True,4.4508514404296875,0.5130983591079712,0.05130983516573906,0.011528094299137592
13500,0,readout_output,0.040242310613393784,True,0.06467045098543167,0.03046056255698204,0.003046056255698204,0.047101207077503204
13500,0,vision_qv_lora,0.07221641391515732,True,15.01534366607666,2.2397818565368652,0.223978191614151,0.014916621148586273
14000,0,planning_readout,0.18950164318084717,True,8.454968452453613,1.4373668432235718,0.14373669028282166,0.017000263556838036
14000,0,planning_registers,0.4479682445526123,True,4.763447284698486,0.6224293112754822,0.06224293261766434,0.013066783547401428
14000,0,readout_output,0.05314897373318672,True,0.07165268063545227,0.019481917843222618,0.0019481917843222618,0.027189377695322037
14000,0,vision_qv_lora,0.16934719681739807,True,17.326534271240234,2.0347726345062256,0.20347726345062256,0.011743679642677307
14500,0,planning_readout,0.1881304532289505,True,8.873239517211914,2.177232503890991,0.21772325038909912,0.024537064135074615
14500,0,planning_registers,0.3390003442764282,True,6.610751628875732,1.2762736082077026,0.12762735784053802,0.01930602826178074
14500,0,readout_output,0.06733212620019913,True,0.07782181352376938,0.030033346265554428,0.003003334626555443,0.03859245404601097
14500,0,vision_qv_lora,0.28478583693504333,True,19.629819869995117,2.5961408615112305,0.25961408019065857,0.013225494883954525
15000,0,planning_readout,0.06862834841012955,True,7.538243293762207,1.8420065641403198,0.18420065939426422,0.024435488507151604
15000,0,planning_registers,-0.15057654678821564,True,3.000152111053467,0.6825771927833557,0.06825771927833557,0.022751418873667717
15000,0,readout_output,-0.0017160592833533883,True,0.07489285618066788,0.027448784559965134,0.0027448784094303846,0.03665073588490486
15000,0,vision_qv_lora,0.02270589955151081,True,13.600997924804688,2.470217227935791,0.24702171981334686,0.01816202886402607
15500,0,planning_readout,0.08577527105808258,True,7.891037940979004,1.2921303510665894,0.12921303510665894,0.016374656930565834
15500,0,planning_registers,0.2753446698188782,True,4.539679527282715,0.4934252202510834,0.049342524260282516,0.010869164951145649
15500,0,readout_output,0.04091893881559372,True,0.056597091257572174,0.016315987333655357,0.0016315988032147288,0.028828315436840057
15500,0,vision_qv_lora,0.15240460634231567,True,15.054417610168457,1.8115805387496948,0.18115805089473724,0.012033547274768353
16000,0,planning_readout,-0.026457995176315308,True,11.180624008178711,3.3276114463806152,0.33276113867759705,0.029762305319309235
16000,0,planning_registers,-0.007340298034250736,True,5.243582248687744,0.9114742279052734,0.09114742279052734,0.017382662743330002
16000,0,readout_output,0.01763054169714451,True,0.0780104249715805,0.03580591082572937,0.0035805911757051945,0.04589888080954552
16000,0,vision_qv_lora,-0.1769862174987793,True,24.663761138916016,4.25272798538208,0.42527279257774353,0.01724281907081604
16500,0,planning_readout,0.03158531337976456,True,11.333955764770508,2.8415427207946777,0.2841542661190033,0.02507105842232704
16500,0,planning_registers,0.7330425977706909,True,17.529396057128906,1.3237464427947998,0.13237464427947998,0.00755158020183444
16500,0,readout_output,0.014213740825653076,True,0.06996697932481766,0.03369588032364845,0.0033695881720632315,0.04815969243645668
16500,0,vision_qv_lora,0.08331094682216644,True,26.01808738708496,3.262613296508789,0.32626134157180786,0.012539790011942387
17000,0,planning_readout,0.07540450990200043,True,8.686569213867188,1.5300779342651367,0.15300779044628143,0.017614293843507767
17000,0,planning_registers,0.24908028542995453,True,4.357036590576172,0.8922066688537598,0.08922066539525986,0.020477373152971268
17000,0,readout_output,0.00965970940887928,True,0.06657131016254425,0.023328017443418503,0.0023328016977757215,0.03504214808344841
17000,0,vision_qv_lora,0.28483083844184875,True,23.011959075927734,2.50190806388855,0.2501908242702484,0.010872208513319492
17500,0,planning_readout,0.0870920792222023,True,5.697087287902832,2.1315033435821533,0.21315033733844757,0.03741391375660896
17500,0,planning_registers,0.12761878967285156,True,4.66408109664917,0.8883333206176758,0.08883333206176758,0.019046267494559288
17500,0,readout_output,0.06293558329343796,True,0.05377401411533356,0.02803032286465168,0.002803032286465168,0.05212615057826042
17500,0,vision_qv_lora,0.163624569773674,True,10.373661041259766,2.893359661102295,0.2893359661102295,0.027891403064131737
18000,0,planning_readout,0.24939599633216858,True,8.011988639831543,1.3011435270309448,0.1301143616437912,0.016239957883954048
18000,0,planning_registers,0.35258960723876953,True,4.549924850463867,0.5693363547325134,0.05693363770842552,0.012513093650341034
18000,0,readout_output,0.10666218400001526,True,0.0666307657957077,0.017893748357892036,0.001789374859072268,0.02685508504509926
18000,0,vision_qv_lora,0.3325243592262268,True,14.605953216552734,1.6351604461669922,0.16351604461669922,0.011195164173841476
18500,0,planning_readout,0.14900393784046173,True,4.351756572723389,2.0396645069122314,0.20396645367145538,0.0468699149787426
18500,0,planning_registers,0.21653138101100922,True,4.288829326629639,1.0742186307907104,0.1074218675494194,0.025046898052096367
18500,0,readout_output,0.06391280144453049,True,0.0422016941010952,0.029371462762355804,0.0029371462296694517,0.06959782540798187
18500,0,vision_qv_lora,0.045993708074092865,True,11.086772918701172,3.2273221015930176,0.32273221015930176,0.029109662398695946
19000,0,planning_readout,0.013915780931711197,True,9.066051483154297,2.941061496734619,0.2941061556339264,0.03244037926197052
19000,0,planning_registers,-0.039431069046258926,True,13.921883583068848,1.1278859376907349,0.1127885952591896,0.00810153316706419
19000,0,readout_output,-0.007464136928319931,True,0.06876055151224136,0.04287135973572731,0.004287136252969503,0.06234877556562424
19000,0,vision_qv_lora,0.04487616941332817,True,19.383949279785156,3.583686590194702,0.3583686649799347,0.01848790794610977
19500,0,planning_readout,0.17309756577014923,True,5.849249362945557,2.4170217514038086,0.24170218408107758,0.04132191464304924
19500,0,planning_registers,0.21450653672218323,True,3.5372445583343506,0.8906666040420532,0.08906666189432144,0.025179672986268997
19500,0,readout_output,0.034427229315042496,True,0.05563516169786453,0.036255139857530594,0.0036255139857530594,0.06516587734222412
19500,0,vision_qv_lora,0.40925121307373047,True,15.824795722961426,3.3977582454681396,0.33977583050727844,0.02147110365331173
20000,0,planning_readout,0.0025395627599209547,True,6.8271989822387695,2.573366641998291,0.25733667612075806,0.03769286349415779
20000,0,planning_registers,0.042891375720500946,True,3.8036000728607178,1.2597864866256714,0.12597864866256714,0.03312089666724205
20000,0,readout_output,0.039685383439064026,True,0.05920104309916496,0.02805398590862751,0.0028053985442966223,0.04738765209913254
20000,0,vision_qv_lora,0.04418361932039261,True,12.10641098022461,2.862701892852783,0.2862702012062073,0.023646166548132896
20500,0,planning_readout,0.20178167521953583,True,6.0916972160339355,1.422267198562622,0.14222672581672668,0.023347634822130203
20500,0,planning_registers,0.17547030746936798,True,4.919315338134766,0.5636304616928101,0.056363046169281006,0.01145749818533659
20500,0,readout_output,0.037178993225097656,True,0.05425048992037773,0.016049161553382874,0.0016049161786213517,0.029583441093564034
20500,0,vision_qv_lora,0.20034120976924896,True,14.05521011352539,2.0081467628479004,0.20081467926502228,0.014287561178207397
21000,0,planning_readout,0.009079630486667156,True,6.937596321105957,4.163809776306152,0.41638097167015076,0.06001804396510124
21000,0,planning_registers,-0.2677766978740692,True,3.780663251876831,2.271615982055664,0.22716160118579865,0.06008511781692505
21000,0,readout_output,0.02688826620578766,True,0.061483677476644516,0.05577864497900009,0.005577864591032267,0.09072106331586838
21000,0,vision_qv_lora,0.06314663589000702,True,12.868904113769531,5.695263385772705,0.5695263743400574,0.04425601288676262
21500,0,planning_readout,0.07407519221305847,True,6.62994909286499,4.377030849456787,0.43770310282707214,0.06601907312870026
21500,0,planning_registers,0.21040752530097961,True,2.1719491481781006,0.9894466400146484,0.09894466400146484,0.04555569961667061
21500,0,readout_output,0.04209214448928833,True,0.048584986478090286,0.05965590476989746,0.005965590476989746,0.12278670817613602
21500,0,vision_qv_lora,0.153986394405365,True,10.304631233215332,5.103739261627197,0.5103739500045776,0.04952859878540039
0,1,planning_readout,0.04372766986489296,True,8.993597984313965,1.3957726955413818,0.013957726769149303,0.0015519624575972557
0,1,planning_registers,0.09298834949731827,True,41.178550720214844,3.665884017944336,0.036658838391304016,0.000890241120941937
0,1,readout_output,-0.01487019844353199,True,0.05251864716410637,0.00627333577722311,6.27333574811928e-05,0.0011944968719035387
0,1,vision_qv_lora,0.46396222710609436,True,3.114001989364624,0.2732691764831543,0.002732691587880254,0.0008775496971793473
500,1,planning_readout,0.19960744678974152,True,17.49470329284668,1.7389848232269287,0.05330444872379303,0.0030468907207250595
500,1,planning_registers,-0.18844622373580933,True,41.385101318359375,6.572196960449219,0.20145508646965027,0.004867816809564829
500,1,readout_output,0.10135053098201752,True,0.11556237190961838,0.015248904936015606,0.0004674189549405128,0.004044733010232449
500,1,vision_qv_lora,0.14981254935264587,True,5.072984218597412,0.9545748829841614,0.029260223731398582,0.005767852533608675
1000,1,planning_readout,-0.044305220246315,True,4.408277988433838,0.7274823188781738,0.03732365742325783,0.008466720581054688
1000,1,planning_registers,-0.09819075465202332,True,4.558855056762695,0.4864186644554138,0.024955829605460167,0.005474144127219915
1000,1,readout_output,-0.04221433028578758,True,0.046822819858789444,0.007271272130310535,0.00037305441219359636,0.007967363111674786
1000,1,vision_qv_lora,-0.048425354063510895,True,3.930713415145874,0.4227657914161682,0.02169010229408741,0.005518108140677214
1500,1,planning_readout,0.345894992351532,True,8.841553688049316,1.2112218141555786,0.08715694397687912,0.00985764991492033
1500,1,planning_registers,0.5424903631210327,True,12.336236000061035,1.2744544744491577,0.0917070284485817,0.007433955557644367
1500,1,readout_output,0.1704038828611374,True,0.07754265516996384,0.012844122014939785,0.000924235675483942,0.011919061653316021
1500,1,vision_qv_lora,0.39203354716300964,True,8.644881248474121,1.0037360191345215,0.07222671061754227,0.0083548529073596
2000,1,planning_readout,0.07013781368732452,True,4.1064372062683105,1.7151483297348022,0.15884073078632355,0.03868091106414795
2000,1,planning_registers,-0.4953618347644806,True,5.71257209777832,2.994783639907837,0.2773483991622925,0.048550527542829514
2000,1,readout_output,0.033882856369018555,True,0.03435702249407768,0.017004966735839844,0.001574838301166892,0.04583745077252388
2000,1,vision_qv_lora,0.06635211408138275,True,6.038085460662842,2.339205503463745,0.21663497388362885,0.03587808832526207
2500,1,planning_readout,0.08595999330282211,True,9.891517639160156,2.4223005771636963,0.24223005771636963,0.024488665163517
2500,1,planning_registers,0.06239905208349228,True,5.971189022064209,1.1936099529266357,0.11936099827289581,0.019989484921097755
2500,1,readout_output,0.026941707357764244,True,0.07691112905740738,0.02073036879301071,0.0020730369724333286,0.026953667402267456
2500,1,vision_qv_lora,0.010730629786849022,True,12.585598945617676,2.243112564086914,0.22431126236915588,0.017822852358222008
3000,1,planning_readout,0.01724313199520111,True,12.266379356384277,1.0460286140441895,0.1046028658747673,0.008527607657015324
3000,1,planning_registers,-0.026295391842722893,True,6.438508987426758,0.6803854703903198,0.06803854554891586,0.01056743785738945
3000,1,readout_output,-0.026332026347517967,True,0.12304500490427017,0.01757034659385681,0.0017570346826687455,0.01427960954606533
3000,1,vision_qv_lora,0.14536593854427338,True,14.412276268005371,1.0896378755569458,0.10896378755569458,0.0075604841113090515
3500,1,planning_readout,0.2718890607357025,True,3.90818190574646,1.5082374811172485,0.15082375705242157,0.03859179466962814
3500,1,planning_registers,0.09947031736373901,True,4.001106262207031,0.560663104057312,0.05606631189584732,0.014012702740728855
3500,1,readout_output,0.09976113587617874,True,0.035448700189590454,0.014003806747496128,0.001400380744598806,0.03950443118810654
3500,1,vision_qv_lora,0.4426281452178955,True,6.146711349487305,1.4413634538650513,0.14413635432720184,0.02344934456050396
4000,1,planning_readout,-0.18005870282649994,True,3.7965245246887207,1.136198878288269,0.11361988633871078,0.029927341267466545
4000,1,planning_registers,-0.1276715248823166,True,2.2213501930236816,0.4794952869415283,0.04794953018426895,0.02158575877547264
4000,1,readout_output,-0.0659780502319336,True,0.042113516479730606,0.016731051728129387,0.0016731051728129387,0.03972845897078514
4000,1,vision_qv_lora,-0.21662670373916626,True,5.327970504760742,1.3479406833648682,0.13479407131671906,0.025299327448010445
4500,1,planning_readout,0.09286732226610184,True,7.562245845794678,1.7066962718963623,0.17066963016986847,0.02256864309310913
4500,1,planning_registers,0.3813849091529846,True,5.334418773651123,1.123050332069397,0.11230503767728806,0.021052910014986992
4500,1,readout_output,0.02565150521695614,True,0.04722115397453308,0.02765919268131256,0.002765919314697385,0.058573734015226364
4500,1,vision_qv_lora,0.0782606303691864,True,9.135308265686035,1.8196371793746948,0.1819637268781662,0.01991872861981392
5000,1,planning_readout,-0.002340893493965268,True,6.3136820793151855,1.9464308023452759,0.1946430802345276,0.030828773975372314
5000,1,planning_registers,0.3392188251018524,True,3.594376802444458,0.6878969669342041,0.06878969818353653,0.019138142466545105
5000,1,readout_output,-0.06634064018726349,True,0.05422237142920494,0.015647362917661667,0.0015647363616153598,0.0288577638566494
5000,1,vision_qv_lora,-0.014862827956676483,True,9.938344955444336,1.740721583366394,0.17407216131687164,0.017515206709504128
5500,1,planning_readout,0.2076861560344696,True,8.951356887817383,3.788855791091919,0.3788855969905853,0.042327169328927994
5500,1,planning_registers,0.33036795258522034,True,4.443183898925781,1.3139197826385498,0.1313919872045517,0.02957158349454403
5500,1,readout_output,0.09929480403661728,True,0.057339683175086975,0.0366792231798172,0.003667922457680106,0.06396830826997757
5500,1,vision_qv_lora,0.22494648396968842,True,15.774374008178711,3.877777576446533,0.38777777552604675,0.024582767859101295
6000,1,planning_readout,0.06561962515115738,True,5.018100738525391,1.7173417806625366,0.17173418402671814,0.03422294557094574
6000,1,planning_registers,-0.28768935799598694,True,4.629199504852295,0.6162159442901611,0.06162159517407417,0.01331150159239769
6000,1,readout_output,0.006057887803763151,True,0.03927312791347504,0.019612684845924377,0.0019612684845924377,0.049939196556806564
6000,1,vision_qv_lora,0.20126667618751526,True,7.869370460510254,1.4799749851226807,0.14799749851226807,0.018806777894496918
6500,1,planning_readout,0.02869618497788906,True,7.302594184875488,3.558871030807495,0.35588711500167847,0.04873434081673622
6500,1,planning_registers,0.15575377643108368,True,4.195578098297119,1.2571264505386353,0.12571264803409576,0.02996312826871872
6500,1,readout_output,0.04194490984082222,True,0.06802050769329071,0.05582519620656967,0.005582519806921482,0.08207112550735474
6500,1,vision_qv_lora,0.16322200000286102,True,9.04113483428955,4.402296543121338,0.4402296543121338,0.04869185760617256
7000,1,planning_readout,-0.08154179155826569,True,13.914898872375488,1.9308762550354004,0.1930876225233078,0.013876322656869888
7000,1,planning_registers,-0.24895183742046356,True,9.819220542907715,1.4111701250076294,0.14111702144145966,0.014371509663760662
7000,1,readout_output,0.014325504191219807,True,0.10522565245628357,0.020726805552840233,0.0020726805087178946,0.019697483628988266
7000,1,vision_qv_lora,0.2638115882873535,True,26.86131477355957,2.3863420486450195,0.23863421380519867,0.008883936330676079
7500,1,planning_readout,0.07775025814771652,True,6.5416789054870605,1.0691816806793213,0.10691817104816437,0.01634414866566658
7500,1,planning_registers,-0.03944549337029457,True,4.395969390869141,0.4507841169834137,0.04507841169834137,0.01025448739528656
7500,1,readout_output,0.02179124392569065,True,0.06870593130588531,0.018132854253053665,0.0018132854020223022,0.026391977444291115
